#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  26100      1.09e-01    1.07e-01      1.05e-03    3.67e-04      1.02e-01    1.00e-01    1.4e-07
  26200      1.32e-01    1.12e-01      1.05e-03    8.40e-04      1.23e-01    1.05e-01    1.4e-07
  26300      7.94e-02    1.02e-01      2.78e-03    3.18e-04      7.22e-02    9.59e-02    1.4e-07
  26400      1.35e-01    9.26e-02      1.29e-03    4.63e-04      1.27e-01    8.68e-02    1.4e-07
  26500      1.22e-01    1.10e-01      5.44e-05    9.44e-04      1.14e-01    1.03e-01    1.4e-07
  26600      9.44e-02    1.14e-01      4.90e-04    6.74e-04      8.85e-02    1.07e-01    1.4e-07
  26700      1.09e-01    9.06e-02      3.32e-04    1.16e-03      1.03e-01    8.46e-02    1.4e-07
  26800      1.10e-01    1.21e-01      6.69e-04    9.33e-04      1.03e-01    1.14e-01    1.4e-07
  26900      1.09e-01    1.02e-01      7.49e-04    7.04e-04      1.02e-01    9.52e-02    1.4e-07
  27000      9.74e-02    9.79e-02      1.27e-03    8.34e-04      9.26e-02    9.33e-02    9.8e-08
  27100      9.81e-02    1.04e-01      1.99e-03    6.27e-04      9.27e-02    9.89e-02    9.8e-08
  27200      9.39e-02    1.18e-01      1.02e-04    1.67e-03      8.96e-02    1.13e-01    9.8e-08
  27300      1.02e-01    1.05e-01      2.63e-04    8.50e-04      9.69e-02    1.00e-01    9.8e-08
  27400      1.31e-01    1.15e-01      2.33e-05    1.43e-03      1.25e-01    1.09e-01    9.8e-08
  27500      1.07e-01    9.70e-02      2.19e-03    1.09e-03      1.01e-01    9.23e-02    9.8e-08
  27600      1.19e-01    8.63e-02      3.26e-04    3.49e-04      1.13e-01    8.23e-02    9.8e-08
  27700      1.14e-01    8.93e-02      1.29e-03    4.65e-04      1.08e-01    8.52e-02    9.8e-08
  27800      8.65e-02    8.91e-02      3.83e-04    1.14e-03      8.26e-02    8.47e-02    9.8e-08
  27900      1.04e-01    9.42e-02      5.16e-04    1.43e-05      9.95e-02    8.99e-02    9.8e-08
  28000      1.14e-01    9.30e-02      1.35e-03    3.74e-04      1.10e-01    8.99e-02    7.0e-08
  28100      1.18e-01    9.75e-02      1.41e-05    1.73e-03      1.14e-01    9.35e-02    7.0e-08
  28200      7.41e-02    1.03e-01      1.66e-03    1.79e-03      7.07e-02    9.93e-02    7.0e-08
  28300      1.16e-01    9.86e-02      5.14e-04    1.16e-03      1.12e-01    9.50e-02    7.0e-08
  28400      1.07e-01    1.12e-01      1.21e-03    1.77e-03      1.03e-01    1.08e-01    7.0e-08
  28500      1.10e-01    1.11e-01      1.13e-03    8.05e-04      1.06e-01    1.07e-01    7.0e-08
  28600      1.16e-01    9.71e-02      1.15e-03    1.32e-03      1.12e-01    9.35e-02    7.0e-08
  28700      1.09e-01    1.13e-01      1.03e-03    8.04e-04      1.05e-01    1.09e-01    7.0e-08
  28800      9.09e-02    9.19e-02      6.77e-04    3.92e-04      8.78e-02    8.89e-02    7.0e-08
  28900      1.21e-01    6.82e-02      1.22e-03    3.50e-03      1.17e-01    6.17e-02    7.0e-08
  29000      7.95e-02    9.44e-02      1.81e-04    7.78e-04      7.76e-02    9.20e-02    4.9e-08
  29100      1.42e-01    1.25e-01      9.16e-04    2.02e-03      1.39e-01    1.22e-01    4.9e-08
  29200      1.19e-01    1.06e-01      1.37e-03    7.17e-04      1.15e-01    1.03e-01    4.9e-08
  29300      1.22e-01    1.07e-01      1.56e-03    8.49e-04      1.19e-01    1.04e-01    4.9e-08
  29400      1.02e-01    1.13e-01      2.35e-04    3.15e-03      9.96e-02    1.09e-01    4.9e-08
  29500      1.11e-01    1.14e-01      2.12e-04    1.43e-03      1.08e-01    1.11e-01    4.9e-08
  29600      9.80e-02    1.07e-01      1.61e-03    3.42e-04      9.50e-02    1.05e-01    4.9e-08
  29700      9.29e-02    1.07e-01      1.21e-03    6.19e-04      9.03e-02    1.04e-01    4.9e-08
  29800      1.01e-01    1.09e-01      7.25e-05    6.82e-04      9.83e-02    1.06e-01    4.9e-08
  29900      1.18e-01    1.00e-01      9.52e-04    1.46e-04      1.15e-01    9.81e-02    4.9e-08
  30000      9.95e-02    1.02e-01      1.39e-03    1.44e-03      9.73e-02    9.96e-02    3.5e-08
