#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   6100      1.52e+00    1.28e+00      2.13e-03    4.07e-03      1.33e-01    1.12e-01    1.3e-04
   6200      1.29e+00    1.36e+00      6.92e-03    8.40e-03      1.13e-01    1.20e-01    1.3e-04
   6300      1.14e+00    1.47e+00      1.17e-03    2.83e-04      1.00e-01    1.29e-01    1.3e-04
   6400      1.37e+00    1.05e+00      4.25e-03    2.12e-03      1.20e-01    9.26e-02    1.3e-04
   6500      1.44e+00    1.14e+00      1.27e-02    1.20e-02      1.26e-01    1.00e-01    1.3e-04
   6600      1.38e+00    1.18e+00      4.54e-03    2.72e-03      1.22e-01    1.03e-01    1.3e-04
   6700      1.19e+00    1.34e+00      9.74e-03    1.16e-02      1.04e-01    1.17e-01    1.3e-04
   6800      1.21e+00    1.09e+00      8.69e-03    7.07e-03      1.06e-01    9.54e-02    1.3e-04
   6900      1.17e+00    1.39e+00      9.90e-04    5.83e-04      1.03e-01    1.22e-01    1.3e-04
   7000      1.16e+00    1.24e+00      5.79e-03    5.50e-03      1.21e-01    1.29e-01    9.1e-05
   7100      1.09e+00    9.49e-01      4.15e-03    2.84e-03      1.14e-01    9.88e-02    9.1e-05
   7200      1.05e+00    9.46e-01      3.64e-03    8.65e-04      1.09e-01    9.85e-02    9.1e-05
   7300      1.07e+00    9.29e-01      3.95e-03    4.12e-03      1.12e-01    9.67e-02    9.1e-05
   7400      1.30e+00    9.99e-01      2.96e-03    5.16e-03      1.36e-01    1.04e-01    9.1e-05
   7500      1.14e+00    9.30e-01      8.36e-03    3.96e-03      1.18e-01    9.68e-02    9.1e-05
   7600      1.03e+00    8.65e-01      6.75e-03    5.16e-03      1.07e-01    9.00e-02    9.1e-05
   7700      7.91e-01    9.42e-01      9.62e-03    9.40e-03      8.21e-02    9.79e-02    9.1e-05
   7800      1.18e+00    8.75e-01      4.37e-03    6.25e-03      1.23e-01    9.10e-02    9.1e-05
   7900      9.02e-01    9.20e-01      2.28e-03    1.01e-03      9.39e-02    9.58e-02    9.1e-05
   8000      9.82e-01    8.68e-01      1.03e-03    5.22e-03      1.21e-01    1.07e-01    6.5e-05
   8100      5.89e-01    9.80e-01      7.24e-04    2.04e-03      7.27e-02    1.21e-01    6.5e-05
   8200      7.62e-01    9.97e-01      5.07e-04    5.87e-04      9.39e-02    1.23e-01    6.5e-05
   8300      1.03e+00    9.36e-01      5.90e-04    9.87e-04      1.27e-01    1.15e-01    6.5e-05
   8400      8.05e-01    8.25e-01      7.66e-03    7.60e-03      9.91e-02    1.01e-01    6.5e-05
   8500      8.57e-01    9.16e-01      3.44e-03    6.28e-03      1.06e-01    1.13e-01    6.5e-05
   8600      7.49e-01    9.99e-01      3.70e-04    2.31e-03      9.23e-02    1.23e-01    6.5e-05
   8700      9.08e-01    8.59e-01      2.54e-03    3.38e-03      1.12e-01    1.06e-01    6.5e-05
   8800      9.77e-01    7.04e-01      9.52e-03    9.04e-03      1.20e-01    8.65e-02    6.5e-05
   8900      8.84e-01    1.10e+00      3.71e-03    3.84e-03      1.09e-01    1.35e-01    6.5e-05
   9000      7.43e-01    6.44e-01      6.42e-03    6.45e-03      1.08e-01    9.37e-02    4.6e-05
   9100      6.19e-01    5.87e-01      1.34e-03    9.99e-04      9.02e-02    8.56e-02    4.6e-05
   9200      7.84e-01    8.12e-01      3.02e-03    3.19e-03      1.14e-01    1.18e-01    4.6e-05
   9300      7.86e-01    7.15e-01      4.86e-05    2.45e-03      1.15e-01    1.04e-01    4.6e-05
   9400      6.72e-01    7.89e-01      2.09e-04    8.68e-04      9.80e-02    1.15e-01    4.6e-05
   9500      7.82e-01    7.36e-01      5.44e-03    2.91e-03      1.14e-01    1.07e-01    4.6e-05
   9600      4.97e-01    7.12e-01      2.80e-04    2.70e-03      7.25e-02    1.04e-01    4.6e-05
   9700      6.28e-01    6.88e-01      6.85e-04    2.06e-03      9.16e-02    1.00e-01    4.6e-05
   9800      5.83e-01    6.73e-01      3.28e-03    4.44e-03      8.50e-02    9.80e-02    4.6e-05
   9900      6.44e-01    7.27e-01      7.62e-07    1.12e-03      9.39e-02    1.06e-01    4.6e-05
  10000      5.71e-01    5.37e-01      8.17e-03    7.85e-03      9.79e-02    9.20e-02    3.3e-05
  10100      5.21e-01    6.33e-01      7.28e-03    4.72e-03      8.93e-02    1.09e-01    3.3e-05
  10200      4.20e-01    5.29e-01      1.65e-03    1.01e-03      7.24e-02    9.11e-02    3.3e-05
  10300      6.11e-01    6.69e-01      6.72e-03    3.65e-03      1.05e-01    1.15e-01    3.3e-05
  10400      7.47e-01    5.62e-01      2.05e-03    1.63e-03      1.29e-01    9.68e-02    3.3e-05
  10500      5.36e-01    4.65e-01      7.34e-03    5.47e-03      9.20e-02    7.98e-02    3.3e-05
  10600      6.35e-01    5.55e-01      8.67e-03    4.67e-03      1.09e-01    9.54e-02    3.3e-05
  10700      4.76e-01    5.32e-01      5.68e-03    3.60e-03      8.17e-02    9.15e-02    3.3e-05
  10800      5.37e-01    6.22e-01      4.45e-03    4.76e-03      9.23e-02    1.07e-01    3.3e-05
  10900      6.21e-01    6.33e-01      2.78e-03    4.04e-03      1.07e-01    1.09e-01    3.3e-05
  11000      4.72e-01    4.25e-01      4.98e-04    6.32e-04      9.59e-02    8.64e-02    2.3e-05
  11100      4.80e-01    4.74e-01      9.34e-07    8.84e-04      9.75e-02    9.62e-02    2.3e-05
  11200      6.88e-01    6.10e-01      1.18e-03    1.06e-03      1.40e-01    1.24e-01    2.3e-05
  11300      4.34e-01    6.00e-01      2.11e-03    1.59e-03      8.82e-02    1.22e-01    2.3e-05
  11400      5.85e-01    5.07e-01      3.13e-03    3.16e-03      1.19e-01    1.03e-01    2.3e-05
  11500      5.23e-01    3.57e-01      1.08e-03    8.54e-04      1.06e-01    7.25e-02    2.3e-05
  11600      5.31e-01    4.74e-01      1.61e-03    4.99e-04      1.08e-01    9.63e-02    2.3e-05
  11700      5.16e-01    4.69e-01      3.14e-03    1.24e-03      1.05e-01    9.52e-02    2.3e-05
  11800      5.60e-01    5.25e-01      2.42e-04    2.50e-03      1.14e-01    1.07e-01    2.3e-05
  11900      5.09e-01    4.74e-01      1.06e-03    9.15e-04      1.03e-01    9.62e-02    2.3e-05
  12000      4.74e-01    4.27e-01      1.21e-03    4.45e-03      1.13e-01    1.02e-01    1.7e-05
  12100      4.18e-01    3.60e-01      3.22e-03    9.84e-04      9.98e-02    8.60e-02    1.7e-05
  12200      4.29e-01    4.51e-01      4.49e-03    4.18e-03      1.02e-01    1.07e-01    1.7e-05
  12300      4.36e-01    3.79e-01      4.14e-03    9.58e-04      1.04e-01    9.06e-02    1.7e-05
  12400      5.27e-01    4.59e-01      6.53e-04    1.39e-03      1.26e-01    1.10e-01    1.7e-05
  12500      5.62e-01    4.17e-01      3.31e-04    2.43e-03      1.34e-01    9.95e-02    1.7e-05
  12600      4.21e-01    4.14e-01      1.48e-04    1.98e-03      1.01e-01    9.88e-02    1.7e-05
  12700      4.71e-01    4.77e-01      2.70e-04    7.81e-05      1.13e-01    1.14e-01    1.7e-05
  12800      4.47e-01    5.07e-01      2.70e-03    6.29e-04      1.07e-01    1.21e-01    1.7e-05
  12900      3.79e-01    4.60e-01      3.31e-03    8.58e-04      9.05e-02    1.10e-01    1.7e-05
  13000      3.20e-01    3.32e-01      1.89e-03    4.86e-04      8.97e-02    9.30e-02    1.2e-05
  13100      2.97e-01    3.84e-01      1.01e-03    1.54e-03      8.33e-02    1.08e-01    1.2e-05
  13200      3.31e-01    3.27e-01      2.89e-03    9.37e-04      9.25e-02    9.17e-02    1.2e-05
  13300      4.02e-01    3.95e-01      2.61e-03    4.89e-04      1.13e-01    1.11e-01    1.2e-05
  13400      3.83e-01    3.75e-01      2.88e-04    5.79e-05      1.07e-01    1.05e-01    1.2e-05
  13500      3.49e-01    3.08e-01      7.26e-04    4.29e-04      9.78e-02    8.64e-02    1.2e-05
  13600      4.28e-01    3.36e-01      1.47e-03    2.70e-03      1.20e-01    9.40e-02    1.2e-05
  13700      4.23e-01    3.64e-01      8.33e-04    1.82e-03      1.19e-01    1.02e-01    1.2e-05
  13800      3.48e-01    3.23e-01      1.06e-03    2.05e-03      9.76e-02    9.04e-02    1.2e-05
  13900      3.81e-01    3.63e-01      3.05e-03    3.51e-05      1.07e-01    1.02e-01    1.2e-05
  14000      3.04e-01    2.88e-01      2.23e-03    1.41e-03      9.93e-02    9.43e-02    8.3e-06
  14100      2.93e-01    3.71e-01      2.44e-03    2.65e-03      9.57e-02    1.21e-01    8.3e-06
  14200      3.48e-01    3.42e-01      2.03e-03    1.24e-03      1.14e-01    1.12e-01    8.3e-06
  14300      3.82e-01    3.04e-01      1.83e-03    3.24e-03      1.25e-01    9.92e-02    8.3e-06
  14400      2.90e-01    3.62e-01      1.14e-03    1.05e-03      9.50e-02    1.18e-01    8.3e-06
  14500      3.39e-01    3.66e-01      2.30e-03    1.07e-03      1.11e-01    1.20e-01    8.3e-06
  14600      3.13e-01    3.46e-01      1.46e-03    3.44e-03      1.03e-01    1.13e-01    8.3e-06
  14700      3.59e-01    3.24e-01      1.04e-03    3.07e-03      1.17e-01    1.06e-01    8.3e-06
  14800      2.96e-01    3.45e-01      1.86e-03    9.90e-04      9.67e-02    1.13e-01    8.3e-06
  14900      2.41e-01    3.69e-01      5.76e-04    1.29e-03      7.88e-02    1.21e-01    8.3e-06
  15000      3.07e-01    2.90e-01      1.26e-03    1.09e-03      1.17e-01    1.10e-01    5.9e-06
  15100      2.55e-01    3.02e-01      7.29e-04    6.32e-04      9.70e-02    1.15e-01    5.9e-06
  15200      2.36e-01    2.36e-01      5.02e-04    6.32e-05      8.98e-02    8.97e-02    5.9e-06
  15300      3.18e-01    2.45e-01      2.58e-04    4.95e-04      1.21e-01    9.30e-02    5.9e-06
  15400      2.51e-01    2.51e-01      7.03e-04    1.30e-03      9.53e-02    9.52e-02    5.9e-06
  15500      2.88e-01    2.35e-01      2.25e-05    3.05e-04      1.10e-01    8.95e-02    5.9e-06
  15600      2.35e-01    2.59e-01      9.12e-05    8.78e-05      8.93e-02    9.86e-02    5.9e-06
  15700      2.85e-01    2.95e-01      2.24e-03    2.37e-03      1.08e-01    1.12e-01    5.9e-06
  15800      2.98e-01    2.31e-01      4.30e-04    1.18e-04      1.13e-01    8.80e-02    5.9e-06
  15900      3.25e-01    2.46e-01      2.91e-03    1.89e-03      1.23e-01    9.35e-02    5.9e-06
  16000      2.62e-01    2.58e-01      2.40e-03    2.15e-03      1.14e-01    1.13e-01    4.2e-06
  16100      2.42e-01    2.40e-01      3.08e-04    6.62e-04      1.06e-01    1.05e-01    4.2e-06
  16200      2.64e-01    2.15e-01      2.05e-04    7.02e-04      1.16e-01    9.41e-02    4.2e-06
  16300      2.79e-01    2.32e-01      3.45e-04    2.06e-03      1.22e-01    1.01e-01    4.2e-06
  16400      2.54e-01    2.27e-01      2.81e-03    3.04e-04      1.11e-01    9.96e-02    4.2e-06
  16500      2.16e-01    2.40e-01      6.20e-04    9.91e-04      9.48e-02    1.05e-01    4.2e-06
  16600      2.36e-01    2.42e-01      7.64e-05    1.69e-03      1.03e-01    1.06e-01    4.2e-06
  16700      2.01e-01    1.96e-01      1.35e-04    1.58e-03      8.80e-02    8.57e-02    4.2e-06
  16800      2.43e-01    2.33e-01      7.44e-04    5.00e-04      1.06e-01    1.02e-01    4.2e-06
  16900      2.69e-01    2.39e-01      1.96e-03    6.32e-04      1.18e-01    1.05e-01    4.2e-06
  17000      2.05e-01    1.95e-01      1.75e-03    9.67e-04      1.02e-01    9.76e-02    3.0e-06
  17100      2.15e-01    1.86e-01      1.07e-03    2.15e-03      1.08e-01    9.27e-02    3.0e-06
  17200      2.03e-01    2.42e-01      2.12e-03    1.79e-03      1.01e-01    1.21e-01    3.0e-06
  17300      1.19e-01    2.02e-01      5.18e-03    2.75e-03      5.70e-02    1.01e-01    3.0e-06
  17400      2.42e-01    1.82e-01      1.05e-03    6.87e-04      1.21e-01    9.09e-02    3.0e-06
  17500      2.12e-01    1.74e-01      1.59e-03    9.10e-05      1.06e-01    8.71e-02    3.0e-06
  17600      1.45e-01    2.08e-01      1.62e-03    9.37e-05      7.24e-02    1.04e-01    3.0e-06
  17700      1.44e-01    2.20e-01      2.60e-03    2.47e-04      7.17e-02    1.10e-01    3.0e-06
  17800      2.07e-01    2.39e-01      2.53e-03    7.31e-04      1.03e-01    1.20e-01    3.0e-06
  17900      1.88e-01    2.33e-01      4.19e-04    1.26e-03      9.44e-02    1.17e-01    3.0e-06
  18000      1.73e-01    2.20e-01      7.02e-04    1.43e-04      9.78e-02    1.25e-01    2.1e-06
  18100      1.88e-01    2.00e-01      3.87e-04    3.16e-03      1.06e-01    1.13e-01    2.1e-06
  18200      2.24e-01    1.95e-01      4.72e-04    6.74e-05      1.27e-01    1.10e-01    2.1e-06
  18300      1.56e-01    2.14e-01      4.89e-04    2.05e-03      8.85e-02    1.21e-01    2.1e-06
  18400      1.97e-01    1.69e-01      2.32e-03    2.45e-04      1.11e-01    9.59e-02    2.1e-06
  18500      1.37e-01    1.95e-01      8.87e-04    2.26e-03      7.76e-02    1.10e-01    2.1e-06
  18600      1.98e-01    2.14e-01      8.68e-04    1.48e-03      1.12e-01    1.21e-01    2.1e-06
  18700      1.95e-01    2.13e-01      1.57e-03    1.87e-05      1.10e-01    1.20e-01    2.1e-06
  18800      2.03e-01    1.88e-01      1.12e-03    1.98e-03      1.15e-01    1.06e-01    2.1e-06
  18900      2.05e-01    1.89e-01      2.70e-03    1.36e-03      1.16e-01    1.07e-01    2.1e-06
  19000      1.72e-01    1.72e-01      2.44e-03    1.49e-03      1.08e-01    1.09e-01    1.5e-06
  19100      1.70e-01    1.71e-01      4.43e-03    2.63e-03      1.05e-01    1.07e-01    1.5e-06
  19200      1.44e-01    1.45e-01      2.63e-03    4.70e-04      9.04e-02    9.15e-02    1.5e-06
  19300      1.88e-01    1.80e-01      1.63e-03    1.42e-03      1.19e-01    1.13e-01    1.5e-06
  19400      1.82e-01    1.51e-01      1.20e-03    2.83e-04      1.15e-01    9.52e-02    1.5e-06
  19500      1.81e-01    1.45e-01      1.91e-03    1.41e-04      1.14e-01    9.16e-02    1.5e-06
  19600      1.76e-01    1.71e-01      2.73e-03    3.09e-03      1.11e-01    1.07e-01    1.5e-06
  19700      1.57e-01    1.89e-01      1.05e-03    1.11e-03      9.88e-02    1.19e-01    1.5e-06
  19800      1.47e-01    1.50e-01      1.27e-03    1.94e-04      9.27e-02    9.44e-02    1.5e-06
  19900      1.57e-01    1.68e-01      4.83e-04    3.14e-03      9.93e-02    1.05e-01    1.5e-06
  20000      1.34e-01    1.76e-01      6.98e-04    8.60e-04      9.33e-02    1.23e-01    1.1e-06
  20100      8.58e-02    1.37e-01      3.13e-03    1.49e-03      5.77e-02    9.52e-02    1.1e-06
  20200      1.28e-01    1.50e-01      2.12e-04    3.24e-03      8.92e-02    1.03e-01    1.1e-06
  20300      1.70e-01    1.77e-01      2.17e-03    1.31e-03      1.18e-01    1.23e-01    1.1e-06
  20400      1.73e-01    1.51e-01      1.05e-04    1.41e-03      1.20e-01    1.05e-01    1.1e-06
  20500      1.53e-01    1.33e-01      3.00e-03    8.96e-04      1.05e-01    9.23e-02    1.1e-06
  20600      1.63e-01    1.63e-01      2.81e-03    1.47e-03      1.13e-01    1.13e-01    1.1e-06
  20700      1.61e-01    1.25e-01      2.02e-03    4.29e-04      1.11e-01    8.68e-02    1.1e-06
  20800      1.66e-01    1.48e-01      1.96e-04    5.89e-04      1.15e-01    1.03e-01    1.1e-06
  20900      1.30e-01    1.41e-01      2.29e-03    1.15e-03      8.95e-02    9.77e-02    1.1e-06
  21000      1.53e-01    1.48e-01      3.27e-04    8.50e-04      1.15e-01    1.11e-01    7.6e-07
  21100      1.28e-01    1.32e-01      1.78e-03    1.26e-03      9.61e-02    9.93e-02    7.6e-07
  21200      1.42e-01    1.58e-01      1.57e-03    1.31e-03      1.07e-01    1.19e-01    7.6e-07
  21300      1.44e-01    1.46e-01      1.05e-04    1.63e-03      1.08e-01    1.10e-01    7.6e-07
  21400      1.60e-01    1.22e-01      1.03e-04    1.07e-03      1.21e-01    9.21e-02    7.6e-07
  21500      1.69e-01    1.24e-01      1.62e-03    1.46e-03      1.27e-01    9.34e-02    7.6e-07
  21600      1.32e-01    1.59e-01      1.69e-03    4.59e-04      9.88e-02    1.19e-01    7.6e-07
  21700      1.41e-01    1.30e-01      6.81e-04    8.64e-04      1.06e-01    9.78e-02    7.6e-07
  21800      1.47e-01    1.49e-01      8.91e-04    5.09e-04      1.10e-01    1.12e-01    7.6e-07
  21900      1.43e-01    1.43e-01      9.10e-05    6.79e-04      1.08e-01    1.07e-01    7.6e-07
  22000      1.39e-01    1.41e-01      7.26e-05    7.49e-04      1.12e-01    1.14e-01    5.4e-07
  22100      1.20e-01    1.12e-01      1.01e-03    2.57e-04      9.67e-02    9.05e-02    5.4e-07
  22200      9.83e-02    1.34e-01      1.73e-03    2.27e-03      7.86e-02    1.07e-01    5.4e-07
  22300      1.18e-01    1.33e-01      4.73e-04    1.86e-04      9.53e-02    1.07e-01    5.4e-07
  22400      1.45e-01    1.11e-01      9.16e-04    2.35e-03      1.16e-01    8.81e-02    5.4e-07
  22500      1.46e-01    1.11e-01      1.37e-03    3.97e-04      1.17e-01    8.98e-02    5.4e-07
  22600      8.93e-02    1.51e-01      1.05e-03    7.15e-05      7.17e-02    1.21e-01    5.4e-07
  22700      1.22e-01    1.18e-01      3.25e-03    3.38e-04      9.65e-02    9.53e-02    5.4e-07
  22800      1.39e-01    1.17e-01      2.84e-03    1.87e-03      1.11e-01    9.39e-02    5.4e-07
  22900      1.31e-01    1.31e-01      3.03e-03    6.10e-04      1.04e-01    1.06e-01    5.4e-07
  23000      1.20e-01    1.17e-01      2.01e-03    1.58e-03      1.01e-01    9.93e-02    3.8e-07
  23100      1.22e-01    1.07e-01      6.81e-04    1.59e-03      1.04e-01    9.07e-02    3.8e-07
  23200      1.06e-01    1.12e-01      1.15e-03    1.48e-03      8.95e-02    9.50e-02    3.8e-07
  23300      1.26e-01    1.20e-01      2.20e-03    1.04e-03      1.06e-01    1.02e-01    3.8e-07
  23400      1.35e-01    1.31e-01      2.13e-03    6.99e-05      1.14e-01    1.12e-01    3.8e-07
  23500      1.15e-01    1.12e-01      1.34e-03    7.63e-04      9.73e-02    9.54e-02    3.8e-07
  23600      1.22e-01    1.08e-01      1.50e-03    4.12e-05      1.04e-01    9.14e-02    3.8e-07
  23700      1.29e-01    9.96e-02      2.15e-03    3.93e-04      1.09e-01    8.47e-02    3.8e-07
  23800      1.25e-01    1.09e-01      1.14e-03    1.63e-03      1.06e-01    9.20e-02    3.8e-07
  23900      1.48e-01    1.09e-01      1.42e-03    1.76e-03      1.25e-01    9.20e-02    3.8e-07
  24000      1.32e-01    1.21e-01      2.95e-04    1.36e-03      1.17e-01    1.07e-01    2.7e-07
  24100      1.12e-01    9.78e-02      1.57e-03    2.45e-03      9.88e-02    8.54e-02    2.7e-07
  24200      1.07e-01    1.12e-01      1.15e-03    3.11e-03      9.46e-02    9.77e-02    2.7e-07
  24300      1.00e-01    1.16e-01      1.58e-03    4.39e-04      8.82e-02    1.03e-01    2.7e-07
  24400      9.90e-02    1.27e-01      1.02e-03    1.22e-03      8.75e-02    1.12e-01    2.7e-07
  24500      1.09e-01    1.57e-01      5.17e-04    1.06e-03      9.68e-02    1.39e-01    2.7e-07
  24600      1.17e-01    1.24e-01      2.73e-03    1.56e-03      1.02e-01    1.09e-01    2.7e-07
  24700      1.20e-01    1.08e-01      1.02e-03    9.59e-04      1.06e-01    9.60e-02    2.7e-07
  24800      1.38e-01    1.20e-01      3.68e-04    7.47e-04      1.22e-01    1.06e-01    2.7e-07
  24900      1.06e-01    1.17e-01      6.33e-06    1.09e-03      9.42e-02    1.03e-01    2.7e-07
  25000      1.07e-01    1.20e-01      1.08e-03    1.15e-03      9.81e-02    1.09e-01    1.9e-07
  25100      1.23e-01    1.10e-01      2.83e-03    1.26e-03      1.11e-01    1.00e-01    1.9e-07
  25200      1.22e-01    9.57e-02      2.05e-03    3.53e-04      1.11e-01    8.75e-02    1.9e-07
  25300      1.03e-01    1.17e-01      1.59e-04    1.34e-03      9.46e-02    1.06e-01    1.9e-07
  25400      1.17e-01    9.39e-02      1.28e-04    5.97e-04      1.07e-01    8.59e-02    1.9e-07
  25500      9.20e-02    9.27e-02      2.87e-03    2.49e-03      8.22e-02    8.33e-02    1.9e-07
  25600      1.00e-01    9.01e-02      2.73e-03    7.69e-04      8.99e-02    8.23e-02    1.9e-07
  25700      1.46e-01    1.08e-01      1.48e-03    1.19e-03      1.33e-01    9.84e-02    1.9e-07
  25800      1.31e-01    9.26e-02      3.76e-04    1.74e-03      1.20e-01    8.40e-02    1.9e-07
  25900      1.16e-01    1.14e-01      1.12e-03    1.87e-03      1.06e-01    1.04e-01    1.9e-07
  26000      1.02e-01    1.17e-01      1.60e-03    9.93e-04      9.54e-02    1.09e-01    1.4e-07
