#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   2500      1.64e+01    1.56e+01      1.11e-01    1.17e-01      7.30e-01    6.94e-01    5.0e-04
   2600      1.43e+01    1.15e+01      5.12e-02    9.29e-02      6.37e-01    5.10e-01    5.0e-04
   2700      1.45e+01    1.48e+01      7.31e-02    8.77e-02      6.45e-01    6.59e-01    5.0e-04
   2800      1.35e+01    1.48e+01      8.59e-02    6.87e-02      6.00e-01    6.60e-01    5.0e-04
   2900      1.73e+01    1.55e+01      5.34e-02    6.76e-02      7.72e-01    6.89e-01    5.0e-04
   3000      9.83e+00    1.17e+01      2.77e-02    3.13e-03      5.19e-01    6.15e-01    3.6e-04
   3100      1.25e+01    1.27e+01      3.07e-02    2.15e-02      6.60e-01    6.69e-01    3.6e-04
   3200      1.27e+01    1.21e+01      6.06e-02    4.61e-02      6.70e-01    6.39e-01    3.6e-04
   3300      1.45e+01    1.20e+01      2.03e-02    7.87e-02      7.67e-01    6.34e-01    3.6e-04
   3400      1.43e+01    1.20e+01      1.82e-02    6.35e-02      7.56e-01    6.34e-01    3.6e-04
   3500      1.21e+01    9.83e+00      1.08e-01    1.06e-01      6.38e-01    5.18e-01    3.6e-04
   3600      1.35e+01    1.20e+01      2.93e-02    3.87e-02      7.15e-01    6.30e-01    3.6e-04
   3700      1.15e+01    1.25e+01      7.12e-02    7.33e-02      6.07e-01    6.59e-01    3.6e-04
   3800      1.23e+01    1.17e+01      6.42e-03    3.06e-03      6.49e-01    6.20e-01    3.6e-04
   3900      1.31e+01    1.39e+01      5.70e-02    3.51e-02      6.92e-01    7.31e-01    3.6e-04
   4000      7.84e+00    1.03e+01      4.54e-02    5.34e-02      4.90e-01    6.43e-01    2.5e-04
   4100      1.00e+01    9.90e+00      5.38e-02    6.81e-03      6.27e-01    6.19e-01    2.5e-04
   4200      1.12e+01    1.03e+01      2.34e-02    1.25e-02      7.03e-01    6.44e-01    2.5e-04
   4300      1.10e+01    1.12e+01      3.97e-02    3.11e-02      6.86e-01    6.98e-01    2.5e-04
   4400      1.19e+01    9.63e+00      2.46e-02    3.57e-02      7.43e-01    6.02e-01    2.5e-04
   4500      9.21e+00    1.08e+01      8.08e-02    6.56e-02      5.75e-01    6.76e-01    2.5e-04
   4600      1.04e+01    9.05e+00      5.26e-03    9.17e-03      6.52e-01    5.66e-01    2.5e-04
   4700      1.06e+01    1.00e+01      2.79e-02    2.05e-02      6.61e-01    6.25e-01    2.5e-04
   4800      9.13e+00    9.74e+00      1.12e-02    3.72e-02      5.71e-01    6.09e-01    2.5e-04
   4900      1.01e+01    1.06e+01      5.89e-02    7.25e-02      6.33e-01    6.63e-01    2.5e-04
   5000      9.63e+00    8.68e+00      8.83e-02    5.29e-02      7.13e-01    6.43e-01    1.8e-04
   5100      8.51e+00    7.54e+00      3.26e-02    4.80e-02      6.31e-01    5.59e-01    1.8e-04
   5200      8.35e+00    9.38e+00      4.77e-02    8.10e-03      6.19e-01    6.95e-01    1.8e-04
   5300      7.04e+00    8.80e+00      3.99e-03    1.73e-02      5.22e-01    6.52e-01    1.8e-04
   5400      7.96e+00    8.59e+00      2.14e-02    3.94e-02      5.90e-01    6.37e-01    1.8e-04
   5500      7.56e+00    9.71e+00      3.92e-02    7.99e-02      5.60e-01    7.19e-01    1.8e-04
   5600      8.03e+00    8.65e+00      4.47e-02    1.59e-02      5.95e-01    6.41e-01    1.8e-04
   5700      8.72e+00    1.06e+01      1.91e-02    1.16e-02      6.47e-01    7.89e-01    1.8e-04
   5800      6.49e+00    9.44e+00      4.72e-02    5.19e-02      4.81e-01    7.00e-01    1.8e-04
   5900      8.14e+00    8.53e+00      2.78e-02    2.92e-02      6.03e-01    6.32e-01    1.8e-04
   6000      7.03e+00    6.97e+00      4.96e-02    7.39e-03      6.17e-01    6.13e-01    1.3e-04
   6100      9.54e+00    5.12e+00      3.31e-02    4.87e-02      8.39e-01    4.49e-01    1.3e-04
   6200      7.45e+00    7.50e+00      2.88e-02    1.11e-02      6.55e-01    6.59e-01    1.3e-04
   6300      7.64e+00    9.12e+00      5.24e-02    1.53e-02      6.71e-01    8.02e-01    1.3e-04
   6400      7.30e+00    7.10e+00      4.29e-02    7.29e-03      6.41e-01    6.24e-01    1.3e-04
   6500      6.80e+00    6.73e+00      1.14e-02    3.18e-03      5.97e-01    5.92e-01    1.3e-04
   6600      7.62e+00    6.67e+00      8.05e-03    2.86e-02      6.70e-01    5.86e-01    1.3e-04
   6700      8.17e+00    7.10e+00      4.85e-02    5.94e-02      7.17e-01    6.23e-01    1.3e-04
   6800      8.20e+00    6.77e+00      5.42e-02    2.22e-02      7.20e-01    5.95e-01    1.3e-04
   6900      6.75e+00    6.28e+00      6.25e-02    5.72e-02      5.92e-01    5.51e-01    1.3e-04
   7000      7.64e+00    6.13e+00      1.32e-02    2.71e-02      7.95e-01    6.38e-01    9.1e-05
   7100      5.28e+00    6.11e+00      6.98e-02    2.31e-02      5.47e-01    6.36e-01    9.1e-05
   7200      4.97e+00    6.35e+00      6.25e-03    3.38e-02      5.18e-01    6.61e-01    9.1e-05
   7300      5.97e+00    5.39e+00      6.25e-02    3.87e-02      6.19e-01    5.60e-01    9.1e-05
   7400      5.14e+00    6.18e+00      1.19e-02    1.15e-02      5.36e-01    6.43e-01    9.1e-05
   7500      5.80e+00    5.62e+00      2.53e-02    4.03e-02      6.03e-01    5.85e-01    9.1e-05
   7600      5.82e+00    6.38e+00      4.19e-02    1.40e-02      6.05e-01    6.64e-01    9.1e-05
   7700      6.54e+00    6.47e+00      1.44e-02    2.11e-02      6.81e-01    6.73e-01    9.1e-05
   7800      6.64e+00    5.33e+00      3.38e-02    3.68e-02      6.91e-01    5.55e-01    9.1e-05
   7900      8.26e+00    6.19e+00      4.75e-03    5.08e-02      8.60e-01    6.43e-01    9.1e-05
   8000      4.83e+00    5.59e+00      5.22e-02    5.81e-02      5.94e-01    6.87e-01    6.5e-05
   8100      3.56e+00    5.61e+00      3.75e-03    3.34e-02      4.39e-01    6.90e-01    6.5e-05
   8200      5.37e+00    5.29e+00      3.66e-02    3.98e-03      6.61e-01    6.52e-01    6.5e-05
   8300      5.12e+00    4.46e+00      2.02e-02    1.32e-02      6.31e-01    5.50e-01    6.5e-05
   8400      5.53e+00    5.19e+00      1.22e-02    5.58e-03      6.82e-01    6.40e-01    6.5e-05
   8500      5.25e+00    5.42e+00      7.89e-03    1.52e-02      6.48e-01    6.68e-01    6.5e-05
   8600      6.60e+00    5.38e+00      7.19e-02    2.16e-02      8.11e-01    6.63e-01    6.5e-05
   8700      4.40e+00    5.07e+00      2.84e-02    4.71e-02      5.42e-01    6.23e-01    6.5e-05
   8800      4.71e+00    4.79e+00      9.57e-03    3.50e-02      5.80e-01    5.89e-01    6.5e-05
   8900      5.08e+00    3.86e+00      2.92e-02    2.04e-02      6.25e-01    4.75e-01    6.5e-05
   9000      4.05e+00    4.46e+00      3.97e-02    1.21e-02      5.89e-01    6.50e-01    4.6e-05
   9100      4.47e+00    3.79e+00      1.32e-02    1.66e-02      6.52e-01    5.52e-01    4.6e-05
   9200      3.86e+00    3.95e+00      4.36e-04    7.86e-04      5.63e-01    5.76e-01    4.6e-05
   9300      3.70e+00    3.73e+00      2.15e-02    1.87e-02      5.38e-01    5.43e-01    4.6e-05
   9400      4.76e+00    3.93e+00      2.28e-02    3.39e-03      6.93e-01    5.74e-01    4.6e-05
   9500      3.97e+00    6.39e+00      1.69e-02    3.01e-02      5.79e-01    9.31e-01    4.6e-05
   9600      3.96e+00    4.16e+00      4.60e-02    8.44e-03      5.75e-01    6.06e-01    4.6e-05
   9700      4.52e+00    4.45e+00      7.87e-02    2.64e-03      6.54e-01    6.49e-01    4.6e-05
   9800      4.23e+00    4.23e+00      1.99e-02    8.79e-03      6.17e-01    6.17e-01    4.6e-05
   9900      3.78e+00    4.21e+00      5.92e-03    1.05e-02      5.51e-01    6.14e-01    4.6e-05
  10000      2.64e+00    2.60e+00      1.36e-02    4.63e-03      4.55e-01    4.48e-01    3.3e-05
  10100      4.75e+00    3.52e+00      1.26e-02    2.15e-02      8.18e-01    6.05e-01    3.3e-05
  10200      3.39e+00    3.19e+00      6.86e-03    8.92e-03      5.84e-01    5.50e-01    3.3e-05
  10300      4.38e+00    4.21e+00      4.13e-02    1.07e-02      7.52e-01    7.24e-01    3.3e-05
  10400      2.96e+00    2.92e+00      2.32e-02    3.30e-02      5.09e-01    5.01e-01    3.3e-05
  10500      4.07e+00    3.55e+00      4.88e-03    8.10e-03      7.00e-01    6.12e-01    3.3e-05
  10600      3.47e+00    4.40e+00      2.50e-02    1.63e-03      5.97e-01    7.59e-01    3.3e-05
  10700      3.98e+00    3.39e+00      8.05e-03    1.44e-02      6.86e-01    5.83e-01    3.3e-05
  10800      2.95e+00    4.20e+00      1.83e-02    7.23e-02      5.07e-01    7.16e-01    3.3e-05
  10900      3.14e+00    3.77e+00      7.50e-04    6.80e-03      5.40e-01    6.49e-01    3.3e-05
  11000      2.82e+00    3.40e+00      1.99e-03    2.95e-02      5.73e-01    6.89e-01    2.3e-05
  11100      2.90e+00    3.39e+00      2.38e-02    1.23e-02      5.88e-01    6.89e-01    2.3e-05
  11200      2.95e+00    3.08e+00      3.09e-02    2.09e-02      5.97e-01    6.25e-01    2.3e-05
  11300      2.90e+00    3.39e+00      8.78e-03    7.90e-05      5.90e-01    6.89e-01    2.3e-05
  11400      3.52e+00    2.78e+00      2.72e-02    4.66e-02      7.13e-01    5.60e-01    2.3e-05
  11500      3.30e+00    2.81e+00      4.24e-03    2.97e-03      6.71e-01    5.71e-01    2.3e-05
  11600      3.03e+00    3.41e+00      1.44e-02    3.54e-02      6.14e-01    6.90e-01    2.3e-05
  11700      3.19e+00    3.06e+00      2.37e-02    2.19e-02      6.47e-01    6.21e-01    2.3e-05
  11800      3.06e+00    2.77e+00      1.88e-02    2.07e-02      6.22e-01    5.61e-01    2.3e-05
  11900      3.32e+00    2.08e+00      1.34e-02    1.13e-02      6.73e-01    4.22e-01    2.3e-05
  12000      3.31e+00    1.97e+00      1.95e-02    5.44e-03      7.90e-01    4.70e-01    1.7e-05
  12100      2.50e+00    2.22e+00      3.64e-02    2.62e-02      5.95e-01    5.28e-01    1.7e-05
  12200      2.27e+00    2.47e+00      2.86e-02    1.89e-02      5.39e-01    5.89e-01    1.7e-05
  12300      2.95e+00    2.55e+00      6.34e-03    3.06e-02      7.06e-01    6.07e-01    1.7e-05
  12400      2.63e+00    2.79e+00      1.63e-02    2.51e-02      6.27e-01    6.64e-01    1.7e-05
  12500      2.33e+00    2.87e+00      3.52e-02    6.01e-02      5.53e-01    6.76e-01    1.7e-05
  12600      1.89e+00    3.06e+00      3.99e-02    9.05e-03      4.46e-01    7.31e-01    1.7e-05
  12700      1.94e+00    2.51e+00      2.12e-02    8.30e-04      4.63e-01    6.00e-01    1.7e-05
  12800      2.39e+00    2.49e+00      2.38e-02    2.07e-02      5.69e-01    5.94e-01    1.7e-05
  12900      2.58e+00    2.59e+00      2.93e-02    2.58e-02      6.13e-01    6.17e-01    1.7e-05
  13000      2.76e+00    2.42e+00      3.10e-02    3.34e-02      7.71e-01    6.75e-01    1.2e-05
  13100      2.18e+00    2.15e+00      1.02e-02    8.66e-03      6.10e-01    6.02e-01    1.2e-05
  13200      1.91e+00    1.56e+00      7.52e-03    2.39e-03      5.36e-01    4.36e-01    1.2e-05
  13300      2.12e+00    2.27e+00      1.60e-04    2.83e-02      5.94e-01    6.34e-01    1.2e-05
  13400      2.13e+00    2.10e+00      6.84e-04    2.48e-02      5.96e-01    5.88e-01    1.2e-05
  13500      1.96e+00    2.06e+00      1.30e-02    1.44e-02      5.48e-01    5.76e-01    1.2e-05
  13600      1.54e+00    2.17e+00      4.20e-02    3.84e-03      4.22e-01    6.08e-01    1.2e-05
  13700      2.30e+00    2.66e+00      2.83e-02    3.17e-02      6.43e-01    7.43e-01    1.2e-05
  13800      2.05e+00    2.20e+00      1.75e-02    1.83e-02      5.74e-01    6.16e-01    1.2e-05
  13900      2.34e+00    2.12e+00      1.08e-02    2.93e-02      6.57e-01    5.91e-01    1.2e-05
  14000      2.07e+00    1.69e+00      1.41e-02    2.71e-02      6.77e-01    5.49e-01    8.3e-06
  14100      1.83e+00    1.85e+00      1.10e-02    3.61e-02      5.98e-01    5.97e-01    8.3e-06
  14200      1.93e+00    1.71e+00      1.24e-02    1.29e-02      6.32e-01    5.60e-01    8.3e-06
  14300      1.74e+00    1.73e+00      1.86e-03    2.41e-03      5.70e-01    5.68e-01    8.3e-06
  14400      2.07e+00    1.93e+00      9.77e-03    2.43e-02      6.77e-01    6.30e-01    8.3e-06
  14500      1.74e+00    2.06e+00      3.31e-02    8.08e-03      5.64e-01    6.73e-01    8.3e-06
  14600      1.81e+00    1.98e+00      5.83e-03    1.02e-02      5.91e-01    6.49e-01    8.3e-06
  14700      2.17e+00    2.03e+00      1.82e-02    2.53e-02      7.09e-01    6.60e-01    8.3e-06
  14800      1.94e+00    1.81e+00      1.76e-02    2.23e-02      6.34e-01    5.90e-01    8.3e-06
  14900      2.11e+00    1.91e+00      2.54e-02    1.44e-02      6.87e-01    6.25e-01    8.3e-06
  15000      1.56e+00    1.81e+00      5.83e-03    2.18e-02      5.95e-01    6.86e-01    5.9e-06
  15100      1.52e+00    1.49e+00      4.07e-03    3.48e-03      5.76e-01    5.67e-01    5.9e-06
  15200      1.64e+00    1.54e+00      2.14e-02    6.62e-04      6.22e-01    5.85e-01    5.9e-06
  15300      1.71e+00    1.54e+00      2.63e-02    1.26e-02      6.46e-01    5.84e-01    5.9e-06
  15400      1.59e+00    1.28e+00      1.05e-02    1.87e-02      6.03e-01    4.85e-01    5.9e-06
  15500      2.15e+00    1.52e+00      6.94e-02    1.18e-02      7.92e-01    5.77e-01    5.9e-06
  15600      1.52e+00    1.72e+00      4.12e-02    2.70e-02      5.66e-01    6.48e-01    5.9e-06
  15700      1.64e+00    1.49e+00      1.35e-02    2.70e-02      6.21e-01    5.59e-01    5.9e-06
  15800      1.67e+00    1.83e+00      2.66e-02    2.91e-02      6.29e-01    6.91e-01    5.9e-06
  15900      1.33e+00    1.99e+00      3.77e-03    4.02e-03      5.05e-01    7.56e-01    5.9e-06
  16000      1.54e+00    1.67e+00      7.82e-03    1.03e-02      6.76e-01    7.30e-01    4.2e-06
  16100      1.34e+00    1.48e+00      1.55e-02    2.19e-02      5.83e-01    6.46e-01    4.2e-06
  16200      1.46e+00    1.52e+00      2.11e-02    6.84e-03      6.34e-01    6.66e-01    4.2e-06
  16300      1.58e+00    1.31e+00      2.13e-02    4.25e-03      6.87e-01    5.73e-01    4.2e-06
  16400      1.27e+00    1.33e+00      1.82e-03    5.22e-02      5.55e-01    5.56e-01    4.2e-06
  16500      1.47e+00    1.93e+00      2.03e-02    6.48e-03      6.41e-01    8.44e-01    4.2e-06
  16600      1.40e+00    1.36e+00      1.04e-02    1.86e-02      6.12e-01    5.94e-01    4.2e-06
  16700      1.54e+00    1.36e+00      1.20e-02    1.96e-02      6.72e-01    5.91e-01    4.2e-06
  16800      1.25e+00    1.35e+00      3.36e-02    2.10e-02      5.37e-01    5.90e-01    4.2e-06
  16900      1.25e+00    1.50e+00      2.46e-02    2.40e-02      5.40e-01    6.54e-01    4.2e-06
  17000      1.28e+00    1.27e+00      4.16e-02    5.51e-02      6.22e-01    5.97e-01    3.0e-06
  17100      1.28e+00    1.35e+00      1.64e-02    1.52e-02      6.40e-01    6.74e-01    3.0e-06
  17200      1.39e+00    1.23e+00      1.51e-02    6.53e-03      6.92e-01    6.13e-01    3.0e-06
  17300      1.26e+00    1.22e+00      1.51e-02    1.59e-02      6.30e-01    6.09e-01    3.0e-06
  17400      1.34e+00    1.15e+00      5.76e-03    3.59e-03      6.70e-01    5.75e-01    3.0e-06
  17500      1.40e+00    1.33e+00      6.19e-03    2.79e-03      6.99e-01    6.66e-01    3.0e-06
  17600      1.19e+00    1.05e+00      1.81e-02    3.10e-02      5.89e-01    5.14e-01    3.0e-06
  17700      1.17e+00    8.54e-01      1.82e-02    1.70e-02      5.83e-01    4.22e-01    3.0e-06
  17800      1.11e+00    1.09e+00      2.36e-02    1.53e-02      5.48e-01    5.44e-01    3.0e-06
  17900      1.21e+00    1.14e+00      1.72e-02    4.83e-03      6.05e-01    5.73e-01    3.0e-06
  18000      1.50e+00    1.28e+00      2.97e-02    1.04e-02      8.39e-01    7.21e-01    2.1e-06
  18100      1.01e+00    1.23e+00      1.43e-02    2.38e-02      5.68e-01    6.86e-01    2.1e-06
  18200      1.04e+00    8.70e-01      2.78e-02    7.49e-03      5.75e-01    4.91e-01    2.1e-06
  18300      9.62e-01    9.62e-01      4.10e-03    6.68e-03      5.44e-01    5.44e-01    2.1e-06
  18400      1.01e+00    9.76e-01      1.88e-02    2.25e-02      5.66e-01    5.43e-01    2.1e-06
  18500      1.19e+00    1.12e+00      8.63e-03    1.05e-02      6.74e-01    6.34e-01    2.1e-06
  18600      1.08e+00    9.48e-01      2.77e-02    2.50e-02      6.00e-01    5.25e-01    2.1e-06
  18700      1.07e+00    1.14e+00      5.21e-04    2.93e-02      6.06e-01    6.32e-01    2.1e-06
  18800      1.17e+00    1.12e+00      2.83e-02    1.67e-03      6.49e-01    6.35e-01    2.1e-06
  18900      1.26e+00    1.10e+00      6.58e-02    8.60e-03      6.53e-01    6.19e-01    2.1e-06
  19000      1.01e+00    8.82e-01      1.67e-03    2.36e-02      6.36e-01    5.45e-01    1.5e-06
  19100      8.84e-01    9.33e-01      3.13e-02    1.35e-02      5.37e-01    5.86e-01    1.5e-06
  19200      1.06e+00    1.00e+00      3.04e-02    1.64e-02      6.53e-01    6.28e-01    1.5e-06
  19300      9.68e-01    1.02e+00      3.08e-02    2.27e-02      5.92e-01    6.34e-01    1.5e-06
  19400      1.04e+00    1.09e+00      5.76e-03    2.13e-02      6.59e-01    6.77e-01    1.5e-06
  19500      1.03e+00    1.06e+00      1.49e-02    2.11e-02      6.49e-01    6.63e-01    1.5e-06
  19600      8.39e-01    1.05e+00      1.32e-02    4.90e-02      5.26e-01    6.17e-01    1.5e-06
  19700      9.84e-01    1.00e+00      2.29e-02    1.30e-02      6.11e-01    6.28e-01    1.5e-06
  19800      8.81e-01    1.09e+00      2.18e-02    2.40e-02      5.46e-01    6.77e-01    1.5e-06
  19900      9.90e-01    8.29e-01      3.68e-02    1.47e-02      5.99e-01    5.18e-01    1.5e-06
  20000      8.76e-01    9.64e-01      1.44e-02    2.54e-03      6.04e-01    6.70e-01    1.1e-06
  20100      6.44e-01    8.00e-01      9.84e-03    2.33e-02      4.45e-01    5.42e-01    1.1e-06
  20200      9.14e-01    8.72e-01      1.38e-02    1.38e-02      6.30e-01    6.02e-01    1.1e-06
  20300      7.73e-01    8.42e-01      1.20e-02    9.92e-03      5.33e-01    5.82e-01    1.1e-06
  20400      8.12e-01    8.43e-01      3.20e-02    3.35e-03      5.37e-01    5.85e-01    1.1e-06
  20500      8.02e-01    8.32e-01      2.63e-02    1.53e-02      5.39e-01    5.72e-01    1.1e-06
  20600      8.73e-01    9.22e-01      1.98e-02    1.38e-02      5.97e-01    6.37e-01    1.1e-06
  20700      6.19e-01    1.09e+00      1.48e-02    6.88e-03      4.23e-01    7.55e-01    1.1e-06
  20800      9.07e-01    6.49e-01      1.76e-02    1.67e-02      6.23e-01    4.42e-01    1.1e-06
  20900      9.03e-01    9.64e-01      3.84e-02    1.71e-02      5.93e-01    6.64e-01    1.1e-06
  21000      8.95e-01    9.35e-01      6.38e-03    2.44e-02      6.74e-01    6.90e-01    7.6e-07
  21100      8.70e-01    8.43e-01      1.48e-02    3.16e-02      6.50e-01    6.08e-01    7.6e-07
  21200      8.13e-01    7.83e-01      9.57e-03    1.46e-02      6.10e-01    5.84e-01    7.6e-07
  21300      8.40e-01    8.99e-01      6.33e-03    2.34e-02      6.32e-01    6.63e-01    7.6e-07
  21400      1.12e+00    8.15e-01      1.35e-02    4.44e-02      8.38e-01    5.57e-01    7.6e-07
  21500      7.37e-01    8.12e-01      1.58e-02    1.23e-02      5.48e-01    6.08e-01    7.6e-07
  21600      7.59e-01    7.95e-01      1.12e-02    1.49e-02      5.68e-01    5.93e-01    7.6e-07
  21700      8.41e-01    7.32e-01      2.19e-02    8.88e-03      6.21e-01    5.49e-01    7.6e-07
  21800      8.81e-01    1.04e+00      2.65e-02    5.43e-03      6.46e-01    7.87e-01    7.6e-07
  21900      8.97e-01    8.19e-01      7.81e-03    2.29e-02      6.74e-01    6.02e-01    7.6e-07
  22000      8.95e-01    8.03e-01      1.59e-02    2.41e-03      7.14e-01    6.47e-01    5.4e-07
  22100      7.74e-01    7.48e-01      3.82e-02    1.79e-02      5.76e-01    5.93e-01    5.4e-07
  22200      7.52e-01    7.66e-01      4.05e-03    6.10e-03      6.06e-01    6.16e-01    5.4e-07
  22300      7.40e-01    7.23e-01      8.86e-03    2.59e-02      5.94e-01    5.60e-01    5.4e-07
  22400      7.35e-01    7.66e-01      4.46e-03    1.12e-02      5.92e-01    6.13e-01    5.4e-07
  22500      9.62e-01    8.54e-01      6.82e-03    4.09e-02      7.74e-01    6.39e-01    5.4e-07
  22600      6.83e-01    8.21e-01      1.92e-02    2.53e-02      5.37e-01    6.43e-01    5.4e-07
  22700      8.45e-01    8.80e-01      1.15e-02    5.04e-04      6.77e-01    7.09e-01    5.4e-07
  22800      6.92e-01    7.29e-01      2.42e-02    1.10e-02      5.37e-01    5.84e-01    5.4e-07
  22900      7.76e-01    8.06e-01      8.23e-03    1.68e-02      6.23e-01    6.41e-01    5.4e-07
  23000      8.47e-01    5.91e-01      2.31e-02    1.62e-02      7.04e-01    4.91e-01    3.8e-07
  23100      6.97e-01    6.37e-01      1.65e-02    3.06e-02      5.83e-01    5.02e-01    3.8e-07
  23200      5.30e-01    7.56e-01      1.18e-02    1.87e-02      4.44e-01    6.31e-01    3.8e-07
  23300      7.92e-01    6.57e-01      1.14e-02    1.95e-02      6.69e-01    5.43e-01    3.8e-07
  23400      8.22e-01    7.65e-01      7.11e-04    1.18e-02      6.99e-01    6.46e-01    3.8e-07
  23500      7.09e-01    7.90e-01      1.31e-02    1.35e-02      5.96e-01    6.66e-01    3.8e-07
  23600      7.98e-01    7.98e-01      1.60e-02    3.16e-02      6.70e-01    6.45e-01    3.8e-07
  23700      1.06e+00    6.93e-01      6.51e-02    3.26e-02      7.90e-01    5.49e-01    3.8e-07
  23800      7.56e-01    7.17e-01      1.45e-02    3.52e-02      6.35e-01    5.64e-01    3.8e-07
  23900      7.17e-01    7.85e-01      1.69e-02    7.71e-03      5.99e-01    6.66e-01    3.8e-07
  24000      6.48e-01    9.32e-01      7.71e-03    6.12e-02      5.72e-01    7.12e-01    2.7e-07
  24100      8.16e-01    6.82e-01      2.16e-02    6.35e-03      7.08e-01    6.03e-01    2.7e-07
  24200      8.11e-01    6.19e-01      5.20e-02    3.22e-02      6.23e-01    5.03e-01    2.7e-07
  24300      7.86e-01    6.29e-01      1.01e-02    9.48e-03      6.93e-01    5.53e-01    2.7e-07
  24400      7.44e-01    7.37e-01      2.27e-03    1.48e-02      6.59e-01    6.46e-01    2.7e-07
  24500      8.04e-01    6.05e-01      2.89e-02    9.76e-03      6.85e-01    5.32e-01    2.7e-07
  24600      6.74e-01    7.44e-01      1.87e-02    1.23e-02      5.83e-01    6.54e-01    2.7e-07
  24700      7.30e-01    6.23e-01      9.07e-03    9.90e-03      6.44e-01    5.48e-01    2.7e-07
  24800      5.75e-01    6.85e-01      6.79e-03    2.40e-02      5.08e-01    5.84e-01    2.7e-07
  24900      6.29e-01    1.25e+00      6.55e-03    3.80e-02      5.55e-01    1.08e+00    2.7e-07
  25000      6.62e-01    7.52e-01      1.82e-02    3.17e-03      5.92e-01    6.88e-01    1.9e-07
  25100      6.53e-01    6.92e-01      1.12e-02    3.65e-02      5.92e-01    5.78e-01    1.9e-07
  25200      7.12e-01    6.62e-01      1.57e-02    2.25e-02      6.42e-01    5.85e-01    1.9e-07
  25300      6.78e-01    7.75e-01      1.80e-02    2.56e-02      6.08e-01    6.85e-01    1.9e-07
  25400      7.51e-01    6.92e-01      1.07e-02    1.04e-02      6.83e-01    6.29e-01    1.9e-07
  25500      9.08e-01    7.01e-01      4.97e-02    9.25e-03      7.52e-01    6.38e-01    1.9e-07
  25600      6.32e-01    6.72e-01      1.01e-02    1.08e-02      5.74e-01    6.11e-01    1.9e-07
  25700      7.14e-01    9.08e-01      1.67e-02    5.63e-02      6.43e-01    7.29e-01    1.9e-07
  25800      8.56e-01    7.49e-01      6.08e-02    2.59e-02      6.54e-01    6.61e-01    1.9e-07
  25900      6.82e-01    7.39e-01      1.77e-02    1.96e-02      6.11e-01    6.62e-01    1.9e-07
  26000      7.23e-01    5.95e-01      2.88e-03    1.55e-02      6.77e-01    5.46e-01    1.4e-07
