Step,TotEng
9900.0,-2650.0343
10000.0,-2649.8151
10100.0,-2648.4068
10200.0,-2650.2863
10300.0,-2650.0548
10400.0,-2647.2364
10500.0,-2648.7226
10600.0,-2650.917
10700.0,-2648.9599
10800.0,-2649.9963
10900.0,-2647.7974
11000.0,-2648.0864
11100.0,-2647.9609
11200.0,-2648.8382
11300.0,-2649.2589
11400.0,-2649.8777
11500.0,-2648.7184
11600.0,-2649.2582
11700.0,-2649.8465
11800.0,-2649.4491
11900.0,-2648.7897
12000.0,-2648.1406
12100.0,-2648.0771
12200.0,-2648.6651
12300.0,-2649.6162
12400.0,-2650.1591
12500.0,-2647.6432
12600.0,-2649.2466
12700.0,-2650.0062
12800.0,-2649.1624
12900.0,-2647.7369
13000.0,-2646.2495
13100.0,-2647.1413
13200.0,-2648.1878
13300.0,-2647.8142
13400.0,-2649.1827
13500.0,-2649.3235
13600.0,-2650.6784
13700.0,-2647.7811
13800.0,-2646.9557
13900.0,-2646.5022
14000.0,-2649.3239
14100.0,-2648.5984
14200.0,-2648.9943
14300.0,-2648.3833
14400.0,-2649.5911
14500.0,-2649.8978
14600.0,-2650.4248
14700.0,-2649.6432
14800.0,-2647.577
14900.0,-2648.7087
15000.0,-2649.8098
15100.0,-2648.9814
15200.0,-2648.0359
15300.0,-2647.8374
15400.0,-2647.6896
15500.0,-2649.121
15600.0,-2650.1687
15700.0,-2649.9482
15800.0,-2647.9292
15900.0,-2647.645
16000.0,-2648.204
16100.0,-2649.3087
16200.0,-2649.1223
16300.0,-2649.4689
16400.0,-2648.8683
16500.0,-2647.0547
16600.0,-2650.585
16700.0,-2649.5211
16800.0,-2648.7962
16900.0,-2650.2569
17000.0,-2649.1941
17100.0,-2650.0433
17200.0,-2649.596
17300.0,-2648.5196
17400.0,-2647.2297
17500.0,-2646.5415
17600.0,-2649.1538
17700.0,-2649.0462
17800.0,-2647.7264
17900.0,-2650.5254
18000.0,-2650.2403
18100.0,-2649.2539
18200.0,-2646.4155
18300.0,-2646.4693
18400.0,-2649.3873
18500.0,-2648.8061
18600.0,-2649.8146
18700.0,-2647.9691
18800.0,-2649.9513
18900.0,-2650.0387
19000.0,-2649.5461
19100.0,-2646.4233
19200.0,-2648.0905
19300.0,-2650.0555
19400.0,-2650.2541
19500.0,-2647.418
19600.0,-2650.4176
19700.0,-2649.0688
19800.0,-2649.035
19900.0,-2648.1799
20000.0,-2648.5957
20100.0,-2649.4169
20200.0,-2650.0158
20300.0,-2645.6293
20400.0,-2648.0078
20500.0,-2648.6906
20600.0,-2647.8487
20700.0,-2650.6093
20800.0,-2649.3521
20900.0,-2649.6644
21000.0,-2647.9695
21100.0,-2648.666
21200.0,-2648.4422
21300.0,-2649.5658
21400.0,-2649.7323
21500.0,-2648.0062
21600.0,-2649.253
21700.0,-2649.446
21800.0,-2650.6279
21900.0,-2650.5222
22000.0,-2647.2853
22100.0,-2647.4277
22200.0,-2647.4753
22300.0,-2648.4449
22400.0,-2649.0
22500.0,-2647.9895
22600.0,-2650.1679
22700.0,-2649.1775
22800.0,-2649.8741
22900.0,-2649.9822
23000.0,-2649.7967
23100.0,-2648.3311
23200.0,-2648.5686
23300.0,-2648.7607
23400.0,-2649.1633
23500.0,-2649.3593
23600.0,-2649.5804
23700.0,-2647.7162
23800.0,-2649.2907
23900.0,-2648.2324
24000.0,-2648.6102
24100.0,-2646.9778
24200.0,-2647.7236
24300.0,-2648.1083
24400.0,-2649.2241
24500.0,-2648.4729
24600.0,-2648.1325
24700.0,-2649.5927
24800.0,-2648.8743
24900.0,-2649.9772
25000.0,-2649.5683
25100.0,-2649.3531
25200.0,-2648.3937
25300.0,-2648.4751
25400.0,-2648.8406
25500.0,-2649.5313
25600.0,-2648.0019
25700.0,-2650.0721
25800.0,-2649.4269
25900.0,-2650.424
26000.0,-2650.3788
26100.0,-2648.5784
26200.0,-2648.8302
26300.0,-2649.3146
26400.0,-2649.3476
26500.0,-2650.4668
26600.0,-2650.3745
26700.0,-2648.5269
26800.0,-2648.7158
26900.0,-2646.2737
27000.0,-2646.7386
27100.0,-2648.2771
27200.0,-2648.5495
27300.0,-2650.9574
27400.0,-2650.1518
27500.0,-2649.1583
27600.0,-2647.9925
27700.0,-2648.9183
27800.0,-2649.3153
27900.0,-2650.8577
28000.0,-2649.2215
28100.0,-2648.7884
28200.0,-2648.7956
28300.0,-2648.2603
28400.0,-2648.0988
28500.0,-2648.0222
28600.0,-2649.4244
28700.0,-2650.141
28800.0,-2647.8124
28900.0,-2647.7481
29000.0,-2646.2726
29100.0,-2647.193
29200.0,-2648.2897
29300.0,-2648.6794
29400.0,-2650.0609
29500.0,-2649.4448
29600.0,-2649.4217
29700.0,-2647.326
29800.0,-2648.3582
29900.0,-2648.2078
30000.0,-2648.8985
30100.0,-2649.6654
30200.0,-2648.6947
30300.0,-2649.6657
30400.0,-2648.7725
30500.0,-2647.8227
30600.0,-2647.432
30700.0,-2648.9285
30800.0,-2649.0705
30900.0,-2649.1053
31000.0,-2648.7325
31100.0,-2648.2715
31200.0,-2649.7902
31300.0,-2651.2944
31400.0,-2651.0769
31500.0,-2647.2755
31600.0,-2647.6669
31700.0,-2648.4414
31800.0,-2650.5975
31900.0,-2648.3915
32000.0,-2648.413
32100.0,-2648.3085
32200.0,-2648.1272
32300.0,-2649.3669
32400.0,-2651.2076
32500.0,-2649.0738
32600.0,-2648.0109
32700.0,-2644.9312
32800.0,-2646.1789
32900.0,-2648.0899
33000.0,-2648.8498
33100.0,-2650.9987
33200.0,-2652.0607
33300.0,-2649.0523
33400.0,-2648.2745
33500.0,-2646.9768
33600.0,-2647.9505
33700.0,-2648.4331
33800.0,-2648.439
33900.0,-2650.2559
34000.0,-2649.4905
34100.0,-2650.182
34200.0,-2648.2618
34300.0,-2648.8881
34400.0,-2648.1067
34500.0,-2649.5743
34600.0,-2649.8607
34700.0,-2650.2437
34800.0,-2648.045
34900.0,-2646.5052
35000.0,-2646.921
35100.0,-2648.9309
35200.0,-2648.7105
35300.0,-2648.385
35400.0,-2648.9694
35500.0,-2649.5771
35600.0,-2648.9841
35700.0,-2649.5193
35800.0,-2648.57
35900.0,-2650.456
36000.0,-2648.9158
36100.0,-2649.1124
36200.0,-2649.7298
36300.0,-2648.6602
36400.0,-2647.8124
36500.0,-2648.2643
36600.0,-2648.7174
36700.0,-2649.3164
36800.0,-2648.5508
36900.0,-2650.0487
37000.0,-2649.8143
37100.0,-2651.1134
37200.0,-2650.6503
37300.0,-2648.0848
37400.0,-2646.7175
37500.0,-2648.9417
37600.0,-2648.4058
37700.0,-2649.1305
37800.0,-2649.3707
37900.0,-2650.2688
38000.0,-2649.9065
38100.0,-2647.2061
38200.0,-2647.5212
38300.0,-2648.6846
38400.0,-2648.7806
38500.0,-2650.845
38600.0,-2648.7244
38700.0,-2647.1148
38800.0,-2644.8155
38900.0,-2648.583
39000.0,-2648.9667
39100.0,-2648.7416
39200.0,-2648.0075
39300.0,-2649.2971
39400.0,-2649.3565
39500.0,-2650.425
39600.0,-2647.914
39700.0,-2648.7031
39800.0,-2649.7147
39900.0,-2649.0913
40000.0,-2649.7238
40100.0,-2649.3508
40200.0,-2647.671
40300.0,-2648.5301
40400.0,-2649.1114
40500.0,-2648.6
40600.0,-2648.1706
40700.0,-2650.3282
40800.0,-2650.9065
40900.0,-2648.1118
41000.0,-2647.7087
41100.0,-2646.8132
41200.0,-2649.545
41300.0,-2647.8738
41400.0,-2648.8433
41500.0,-2648.9034
41600.0,-2648.5503
41700.0,-2649.1374
41800.0,-2650.6496
41900.0,-2648.2422
42000.0,-2646.4681
42100.0,-2647.2707
42200.0,-2648.1899
42300.0,-2649.3361
42400.0,-2649.3766
42500.0,-2649.9785
42600.0,-2651.2785
42700.0,-2649.4776
42800.0,-2650.2719
42900.0,-2648.0711
43000.0,-2647.8417
43100.0,-2648.9463
43200.0,-2649.384
43300.0,-2647.6968
43400.0,-2648.8093
43500.0,-2649.1057
43600.0,-2647.4262
43700.0,-2647.8888
43800.0,-2648.9864
43900.0,-2648.8638
44000.0,-2651.0248
44100.0,-2648.558
44200.0,-2646.1418
44300.0,-2647.2103
44400.0,-2648.3178
44500.0,-2648.8572
44600.0,-2649.9848
44700.0,-2650.7814
44800.0,-2649.1468
44900.0,-2648.7547
45000.0,-2650.2361
45100.0,-2647.193
45200.0,-2646.8683
45300.0,-2648.2296
45400.0,-2648.2218
45500.0,-2648.2501
45600.0,-2650.7541
45700.0,-2649.9261
45800.0,-2648.2555
45900.0,-2649.0041
46000.0,-2649.4158
46100.0,-2648.7142
46200.0,-2648.6814
46300.0,-2650.9765
46400.0,-2649.519
46500.0,-2650.2193
46600.0,-2647.9914
46700.0,-2648.695
46800.0,-2647.0896
46900.0,-2649.6883
47000.0,-2649.3892
47100.0,-2648.8074
47200.0,-2650.0542
47300.0,-2649.9394
47400.0,-2650.2347
47500.0,-2650.1669
47600.0,-2648.7917
47700.0,-2648.07
47800.0,-2646.2789
47900.0,-2647.4746
48000.0,-2648.225
48100.0,-2648.1649
48200.0,-2648.4321
48300.0,-2650.8227
48400.0,-2648.0279
48500.0,-2648.3169
48600.0,-2648.2061
48700.0,-2649.0297
48800.0,-2650.8217
48900.0,-2650.0147
49000.0,-2648.2016
49100.0,-2649.2041
49200.0,-2648.2493
49300.0,-2648.1717
49400.0,-2650.3025
49500.0,-2648.248
49600.0,-2649.3568
49700.0,-2650.0335
49800.0,-2649.9725
49900.0,-2648.7266
50000.0,-2647.8694
50100.0,-2646.6128
50200.0,-2648.3479
50300.0,-2647.5086
50400.0,-2648.4231
50500.0,-2649.5445
50600.0,-2648.6788
50700.0,-2649.9032
50800.0,-2649.14
50900.0,-2650.8743
51000.0,-2648.917
51100.0,-2647.5276
51200.0,-2649.8299
51300.0,-2647.409
51400.0,-2649.6275
51500.0,-2647.5231
51600.0,-2647.4235
51700.0,-2648.5838
51800.0,-2648.8758
51900.0,-2649.9182
52000.0,-2649.6404
52100.0,-2647.7531
52200.0,-2646.1864
52300.0,-2648.4935
52400.0,-2648.655
52500.0,-2647.8605
52600.0,-2648.291
52700.0,-2648.9722
52800.0,-2647.9511
52900.0,-2648.4471
53000.0,-2649.3653
53100.0,-2649.3949
53200.0,-2650.0518
53300.0,-2648.8547
53400.0,-2646.1085
53500.0,-2647.7416
53600.0,-2649.4726
53700.0,-2649.8624
53800.0,-2648.5566
53900.0,-2649.5394
54000.0,-2650.8125
54100.0,-2648.3718
54200.0,-2646.7928
54300.0,-2646.8986
54400.0,-2647.9646
54500.0,-2648.5278
54600.0,-2648.7332
54700.0,-2648.9384
54800.0,-2649.9691
54900.0,-2649.9835
55000.0,-2649.8409
55100.0,-2650.2096
55200.0,-2648.3896
55300.0,-2647.673
55400.0,-2648.6854
55500.0,-2648.4765
55600.0,-2647.723
55700.0,-2648.3451
55800.0,-2649.1108
55900.0,-2651.7741
56000.0,-2649.4541
56100.0,-2649.05
56200.0,-2648.4723
56300.0,-2647.5212
56400.0,-2648.74
56500.0,-2650.2181
56600.0,-2649.265
56700.0,-2648.6674
56800.0,-2648.1556
56900.0,-2648.9572
57000.0,-2650.4706
57100.0,-2649.5641
57200.0,-2647.9017
57300.0,-2646.5644
57400.0,-2648.6987
57500.0,-2648.6859
57600.0,-2648.325
57700.0,-2649.5333
57800.0,-2650.347
57900.0,-2649.1048
58000.0,-2649.6907
58100.0,-2648.0186
58200.0,-2647.9119
58300.0,-2649.3979
58400.0,-2649.3974
58500.0,-2648.9754
58600.0,-2647.6901
58700.0,-2650.6381
58800.0,-2650.6102
58900.0,-2648.3714
59000.0,-2647.1549
59100.0,-2647.6858
59200.0,-2648.9032
59300.0,-2648.2588
59400.0,-2649.4945
59500.0,-2650.0857
59600.0,-2650.9448
59700.0,-2651.7277
59800.0,-2649.0726
59900.0,-2648.5203
60000.0,-2649.8569
60100.0,-2649.3674
60200.0,-2647.9214
60300.0,-2649.251
60400.0,-2647.5722
60500.0,-2647.9397
60600.0,-2648.1749
60700.0,-2650.0401
60800.0,-2649.1244
60900.0,-2648.328
61000.0,-2650.9127
61100.0,-2650.1961
61200.0,-2649.6501
61300.0,-2648.5393
61400.0,-2648.1704
61500.0,-2649.1454
61600.0,-2648.6029
61700.0,-2647.3397
61800.0,-2649.0043
61900.0,-2647.7328
62000.0,-2648.8412
62100.0,-2649.327
62200.0,-2648.8667
62300.0,-2648.8642
62400.0,-2648.3666
62500.0,-2648.2117
62600.0,-2649.9863
62700.0,-2648.4081
62800.0,-2647.9028
62900.0,-2648.0331
63000.0,-2647.5286
63100.0,-2648.7828
63200.0,-2649.8343
63300.0,-2649.1415
63400.0,-2651.1424
63500.0,-2650.7511
63600.0,-2649.0323
63700.0,-2646.4549
63800.0,-2647.49
63900.0,-2649.1711
64000.0,-2648.8445
64100.0,-2649.4355
64200.0,-2648.9752
64300.0,-2649.834
64400.0,-2651.1079
64500.0,-2651.13
64600.0,-2648.939
64700.0,-2646.3589
64800.0,-2648.121
64900.0,-2648.7176
65000.0,-2650.4653
65100.0,-2648.2725
65200.0,-2649.7382
65300.0,-2649.4022
65400.0,-2647.9509
65500.0,-2648.8755
65600.0,-2650.6258
65700.0,-2649.9329
65800.0,-2648.8498
65900.0,-2649.6605
66000.0,-2647.4893
66100.0,-2650.919
66200.0,-2650.7081
66300.0,-2650.784
66400.0,-2647.3746
66500.0,-2647.766
66600.0,-2648.2311
66700.0,-2649.4863
66800.0,-2649.5453
66900.0,-2648.9262
67000.0,-2648.7842
67100.0,-2647.1166
67200.0,-2649.3342
67300.0,-2647.6052
67400.0,-2648.6402
67500.0,-2648.5034
67600.0,-2647.8727
67700.0,-2648.6959
67800.0,-2650.4025
67900.0,-2649.4301
68000.0,-2647.1974
68100.0,-2648.4331
68200.0,-2650.1637
68300.0,-2649.0236
68400.0,-2649.1446
68500.0,-2649.0433
68600.0,-2647.4532
68700.0,-2647.8856
68800.0,-2648.0384
68900.0,-2651.0167
69000.0,-2649.6035
69100.0,-2648.8298
69200.0,-2647.8094
69300.0,-2648.1711
69400.0,-2649.007
69500.0,-2650.0325
69600.0,-2650.0364
69700.0,-2649.8669
69800.0,-2648.072
69900.0,-2646.0599
70000.0,-2648.1533
70100.0,-2649.8967
70200.0,-2649.9338
70300.0,-2648.3559
70400.0,-2650.0331
70500.0,-2650.8857
70600.0,-2651.593
70700.0,-2649.2973
70800.0,-2647.7959
70900.0,-2647.793
71000.0,-2648.5277
71100.0,-2648.9076
71200.0,-2649.8762
71300.0,-2648.2397
71400.0,-2650.6073
71500.0,-2648.9607
71600.0,-2648.5271
71700.0,-2647.8007
71800.0,-2647.8315
71900.0,-2649.3758
72000.0,-2649.9511
72100.0,-2648.8278
72200.0,-2650.4115
72300.0,-2648.3844
72400.0,-2648.6764
72500.0,-2648.6505
72600.0,-2649.0969
72700.0,-2648.9115
72800.0,-2648.5636
72900.0,-2649.4687
73000.0,-2650.7853
73100.0,-2649.4118
73200.0,-2648.6852
73300.0,-2647.695
73400.0,-2647.3211
73500.0,-2649.1027
73600.0,-2648.9282
73700.0,-2648.885
73800.0,-2648.5754
73900.0,-2649.6435
74000.0,-2648.9231
74100.0,-2648.3248
74200.0,-2647.5881
74300.0,-2647.5451
74400.0,-2647.6535
74500.0,-2647.4272
74600.0,-2648.7367
74700.0,-2649.4447
74800.0,-2649.8332
74900.0,-2649.3745
75000.0,-2647.0439
75100.0,-2647.1748
75200.0,-2648.241
75300.0,-2649.4697
75400.0,-2648.9801
75500.0,-2649.0308
75600.0,-2649.0005
75700.0,-2649.7316
75800.0,-2650.4045
75900.0,-2648.8947
76000.0,-2648.784
76100.0,-2646.1261
76200.0,-2649.1633
76300.0,-2648.7069
76400.0,-2649.0029
76500.0,-2648.4001
76600.0,-2649.6874
76700.0,-2650.3298
76800.0,-2650.5251
76900.0,-2647.1393
77000.0,-2647.2193
77100.0,-2648.3937
77200.0,-2650.828
77300.0,-2648.8536
77400.0,-2650.2789
77500.0,-2649.0311
77600.0,-2649.5901
77700.0,-2649.8886
77800.0,-2648.2458
77900.0,-2646.9313
78000.0,-2648.3874
78100.0,-2648.7591
78200.0,-2648.1288
78300.0,-2647.7082
78400.0,-2649.068
78500.0,-2648.9242
78600.0,-2649.969
78700.0,-2650.6784
78800.0,-2649.34
78900.0,-2648.2863
79000.0,-2647.4784
79100.0,-2648.2646
79200.0,-2649.2503
79300.0,-2648.6299
79400.0,-2650.1093
79500.0,-2649.6164
79600.0,-2649.5803
79700.0,-2651.5936
79800.0,-2649.2012
79900.0,-2648.8998
80000.0,-2648.2015
80100.0,-2648.792
80200.0,-2650.0635
80300.0,-2648.6267
80400.0,-2648.8348
80500.0,-2649.1514
80600.0,-2650.3855
80700.0,-2649.4509
80800.0,-2648.7928
80900.0,-2649.1504
81000.0,-2648.5601
81100.0,-2647.7929
81200.0,-2646.9027
81300.0,-2648.8164
81400.0,-2647.9111
81500.0,-2648.156
81600.0,-2649.8772
81700.0,-2649.7696
81800.0,-2650.3209
81900.0,-2649.6448
82000.0,-2648.9035
82100.0,-2645.9414
82200.0,-2649.1206
82300.0,-2647.6983
82400.0,-2649.0235
82500.0,-2647.141
82600.0,-2647.666
82700.0,-2648.6398
82800.0,-2649.3187
82900.0,-2648.7019
83000.0,-2647.7512
83100.0,-2647.3245
83200.0,-2646.6267
83300.0,-2648.7517
83400.0,-2648.2587
83500.0,-2649.8602
83600.0,-2648.4941
83700.0,-2649.96
83800.0,-2650.0437
83900.0,-2650.9826
84000.0,-2648.7461
84100.0,-2646.919
84200.0,-2646.7808
84300.0,-2647.6621
84400.0,-2648.9965
84500.0,-2648.7813
84600.0,-2648.5258
84700.0,-2648.1172
84800.0,-2646.9889
84900.0,-2647.8234
85000.0,-2648.4001
85100.0,-2648.8192
85200.0,-2648.4208
85300.0,-2648.9719
85400.0,-2649.614
85500.0,-2648.5205
85600.0,-2647.9683
85700.0,-2647.8587
85800.0,-2648.5098
85900.0,-2648.5607
86000.0,-2648.249
86100.0,-2649.6938
86200.0,-2647.0466
86300.0,-2648.8788
86400.0,-2648.4896
86500.0,-2649.3776
86600.0,-2647.2965
86700.0,-2646.8021
86800.0,-2648.389
86900.0,-2649.0603
87000.0,-2648.7341
87100.0,-2650.0192
87200.0,-2649.9276
87300.0,-2648.8358
87400.0,-2649.8484
87500.0,-2648.5865
87600.0,-2650.3545
87700.0,-2647.2641
87800.0,-2647.8237
87900.0,-2650.3792
88000.0,-2648.5082
88100.0,-2648.9791
88200.0,-2647.6882
88300.0,-2648.8797
88400.0,-2648.0153
88500.0,-2650.2172
88600.0,-2648.8577
88700.0,-2649.8592
88800.0,-2648.0067
88900.0,-2647.6623
89000.0,-2648.1556
89100.0,-2648.7235
89200.0,-2649.7193
89300.0,-2649.0898
89400.0,-2649.9599
89500.0,-2649.7655
89600.0,-2649.5813
89700.0,-2648.0255
89800.0,-2647.3917
89900.0,-2648.5813
90000.0,-2648.7014
90100.0,-2649.5973
90200.0,-2648.0972
90300.0,-2648.2472
90400.0,-2650.2521
90500.0,-2650.8037
90600.0,-2649.9813
90700.0,-2648.2115
90800.0,-2648.7795
90900.0,-2651.1257
91000.0,-2650.8597
91100.0,-2648.4659
91200.0,-2648.2805
91300.0,-2648.9755
91400.0,-2649.4312
91500.0,-2650.3025
91600.0,-2647.5133
91700.0,-2648.4521
91800.0,-2648.1056
91900.0,-2650.0563
92000.0,-2647.3496
92100.0,-2650.7689
92200.0,-2649.7787
92300.0,-2647.9554
92400.0,-2647.7404
92500.0,-2648.4764
92600.0,-2647.5101
92700.0,-2646.7927
92800.0,-2649.155
92900.0,-2649.4027
93000.0,-2648.682
93100.0,-2649.9225
93200.0,-2647.8196
93300.0,-2648.0243
93400.0,-2647.8813
93500.0,-2648.3389
93600.0,-2649.1437
93700.0,-2648.9276
93800.0,-2648.3562
93900.0,-2648.7289
94000.0,-2648.4928
94100.0,-2649.6282
94200.0,-2649.087
94300.0,-2649.4445
94400.0,-2649.5068
94500.0,-2647.6938
94600.0,-2647.2674
94700.0,-2648.1136
94800.0,-2649.4548
94900.0,-2647.0196
95000.0,-2649.1167
95100.0,-2649.0002
95200.0,-2651.1618
95300.0,-2649.2834
95400.0,-2650.3749
95500.0,-2646.0196
95600.0,-2649.0736
95700.0,-2648.3001
95800.0,-2648.9705
95900.0,-2649.4137
96000.0,-2648.5605
96100.0,-2647.8732
96200.0,-2648.2316
96300.0,-2648.5124
96400.0,-2649.7736
96500.0,-2649.7766
96600.0,-2645.5706
96700.0,-2646.5952
96800.0,-2649.4093
96900.0,-2648.0587
97000.0,-2649.128
97100.0,-2648.5425
97200.0,-2651.3886
97300.0,-2647.6144
97400.0,-2647.812
97500.0,-2648.3925
97600.0,-2650.0781
97700.0,-2648.8874
97800.0,-2649.6554
97900.0,-2648.6133
98000.0,-2648.778
98100.0,-2650.8719
98200.0,-2650.8316
98300.0,-2648.1844
98400.0,-2648.543
98500.0,-2647.8894
98600.0,-2647.9533
98700.0,-2648.1203
98800.0,-2649.7279
98900.0,-2648.0167
99000.0,-2649.3202
99100.0,-2650.5977
99200.0,-2651.7747
99300.0,-2646.7233
99400.0,-2647.3308
99500.0,-2649.4862
99600.0,-2648.7541
99700.0,-2648.273
99800.0,-2647.5439
99900.0,-2649.995
100000.0,-2648.5129
