#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   4900      2.38e+00    3.31e+00      3.17e-03    8.15e-03      1.49e-01    2.07e-01    2.5e-04
   5000      2.68e+00    2.35e+00      1.97e-02    2.12e-02      1.98e-01    1.74e-01    1.8e-04
   5100      2.24e+00    2.63e+00      5.06e-03    4.94e-03      1.66e-01    1.95e-01    1.8e-04
   5200      2.25e+00    2.13e+00      2.03e-03    8.31e-03      1.67e-01    1.58e-01    1.8e-04
   5300      2.46e+00    2.17e+00      9.29e-03    6.56e-03      1.82e-01    1.61e-01    1.8e-04
   5400      2.60e+00    2.31e+00      1.57e-02    1.34e-02      1.93e-01    1.71e-01    1.8e-04
   5500      2.45e+00    2.47e+00      5.14e-05    5.59e-03      1.82e-01    1.83e-01    1.8e-04
   5600      2.15e+00    2.30e+00      4.63e-03    7.39e-03      1.59e-01    1.71e-01    1.8e-04
   5700      2.44e+00    2.16e+00      5.06e-03    1.95e-03      1.81e-01    1.60e-01    1.8e-04
   5800      2.87e+00    2.31e+00      2.19e-02    2.42e-02      2.13e-01    1.71e-01    1.8e-04
   5900      2.16e+00    2.09e+00      1.46e-02    8.86e-03      1.60e-01    1.55e-01    1.8e-04
   6000      2.81e+00    1.88e+00      1.54e-02    6.65e-03      2.47e-01    1.65e-01    1.3e-04
   6100      1.88e+00    2.08e+00      2.08e-03    3.56e-03      1.66e-01    1.83e-01    1.3e-04
   6200      1.98e+00    1.91e+00      6.81e-03    6.92e-03      1.74e-01    1.68e-01    1.3e-04
   6300      2.02e+00    2.27e+00      1.78e-02    1.12e-02      1.77e-01    1.99e-01    1.3e-04
   6400      2.58e+00    1.74e+00      1.29e-02    8.85e-03      2.27e-01    1.53e-01    1.3e-04
   6500      2.28e+00    2.20e+00      9.00e-03    5.67e-03      2.01e-01    1.93e-01    1.3e-04
   6600      2.34e+00    1.68e+00      9.99e-04    8.28e-04      2.06e-01    1.48e-01    1.3e-04
   6700      2.52e+00    1.92e+00      1.43e-03    4.39e-03      2.22e-01    1.69e-01    1.3e-04
   6800      2.34e+00    2.05e+00      5.08e-03    6.53e-03      2.06e-01    1.80e-01    1.3e-04
   6900      2.51e+00    1.90e+00      2.55e-04    6.27e-04      2.21e-01    1.67e-01    1.3e-04
   7000      1.49e+00    1.97e+00      9.51e-03    8.31e-03      1.55e-01    2.05e-01    9.1e-05
   7100      1.52e+00    1.33e+00      7.77e-03    8.37e-03      1.58e-01    1.38e-01    9.1e-05
   7200      1.68e+00    1.36e+00      1.12e-03    1.98e-03      1.75e-01    1.42e-01    9.1e-05
   7300      1.77e+00    1.78e+00      2.97e-03    4.45e-04      1.84e-01    1.85e-01    9.1e-05
   7400      1.65e+00    1.66e+00      4.95e-04    2.30e-03      1.72e-01    1.73e-01    9.1e-05
   7500      1.53e+00    1.86e+00      4.26e-05    6.03e-03      1.60e-01    1.93e-01    9.1e-05
   7600      1.50e+00    1.36e+00      3.45e-03    8.83e-03      1.56e-01    1.41e-01    9.1e-05
   7700      1.87e+00    1.69e+00      2.96e-03    5.00e-03      1.95e-01    1.76e-01    9.1e-05
   7800      2.03e+00    1.59e+00      1.32e-04    3.00e-03      2.12e-01    1.66e-01    9.1e-05
   7900      1.42e+00    1.57e+00      3.09e-03    6.20e-03      1.48e-01    1.63e-01    9.1e-05
   8000      1.12e+00    1.79e+00      6.16e-04    7.95e-03      1.38e-01    2.21e-01    6.5e-05
   8100      1.17e+00    1.48e+00      2.74e-03    3.01e-03      1.44e-01    1.82e-01    6.5e-05
   8200      1.38e+00    1.56e+00      7.13e-03    9.09e-04      1.70e-01    1.93e-01    6.5e-05
   8300      1.47e+00    1.42e+00      6.75e-03    9.71e-04      1.81e-01    1.76e-01    6.5e-05
   8400      1.15e+00    1.64e+00      1.34e-04    1.95e-03      1.42e-01    2.03e-01    6.5e-05
   8500      1.44e+00    1.44e+00      1.16e-02    5.72e-03      1.77e-01    1.77e-01    6.5e-05
   8600      1.15e+00    1.41e+00      6.67e-03    7.37e-03      1.41e-01    1.73e-01    6.5e-05
   8700      1.82e+00    1.42e+00      7.48e-03    6.39e-03      2.24e-01    1.75e-01    6.5e-05
   8800      1.18e+00    1.26e+00      1.32e-02    3.65e-03      1.45e-01    1.56e-01    6.5e-05
   8900      1.25e+00    1.96e+00      7.47e-03    3.50e-04      1.54e-01    2.41e-01    6.5e-05
   9000      9.54e-01    1.15e+00      2.57e-04    8.76e-04      1.39e-01    1.67e-01    4.6e-05
   9100      1.00e+00    1.53e+00      1.12e-04    8.69e-03      1.47e-01    2.23e-01    4.6e-05
   9200      1.18e+00    1.38e+00      4.21e-03    4.44e-03      1.72e-01    2.00e-01    4.6e-05
   9300      1.39e+00    1.50e+00      5.21e-03    8.78e-03      2.03e-01    2.19e-01    4.6e-05
   9400      1.13e+00    1.18e+00      1.54e-03    9.14e-03      1.65e-01    1.72e-01    4.6e-05
   9500      1.19e+00    1.03e+00      3.26e-03    5.57e-03      1.73e-01    1.51e-01    4.6e-05
   9600      1.17e+00    1.19e+00      1.37e-04    3.31e-03      1.70e-01    1.74e-01    4.6e-05
   9700      1.35e+00    1.24e+00      4.22e-03    2.45e-05      1.97e-01    1.80e-01    4.6e-05
   9800      9.98e-01    1.28e+00      4.12e-03    4.49e-03      1.45e-01    1.87e-01    4.6e-05
   9900      1.03e+00    9.80e-01      2.24e-05    1.46e-04      1.50e-01    1.43e-01    4.6e-05
  10000      9.89e-01    7.54e-01      3.30e-03    2.66e-03      1.70e-01    1.30e-01    3.3e-05
  10100      6.85e-01    1.01e+00      4.80e-03    2.31e-04      1.18e-01    1.74e-01    3.3e-05
  10200      8.37e-01    8.81e-01      9.25e-04    4.97e-03      1.44e-01    1.52e-01    3.3e-05
  10300      9.00e-01    9.90e-01      2.61e-03    8.01e-04      1.55e-01    1.71e-01    3.3e-05
  10400      9.71e-01    1.03e+00      3.03e-03    3.97e-03      1.67e-01    1.78e-01    3.3e-05
  10500      7.45e-01    9.76e-01      4.24e-03    9.63e-04      1.28e-01    1.68e-01    3.3e-05
  10600      9.32e-01    1.03e+00      2.73e-03    4.91e-04      1.61e-01    1.77e-01    3.3e-05
  10700      9.13e-01    8.02e-01      1.50e-03    1.50e-03      1.57e-01    1.38e-01    3.3e-05
  10800      9.82e-01    1.18e+00      5.61e-03    5.25e-03      1.69e-01    2.03e-01    3.3e-05
  10900      1.21e+00    9.58e-01      2.90e-03    3.47e-04      2.09e-01    1.65e-01    3.3e-05
  11000      8.60e-01    6.93e-01      7.27e-04    1.69e-03      1.75e-01    1.41e-01    2.3e-05
  11100      1.18e+00    7.71e-01      7.19e-03    7.90e-03      2.40e-01    1.56e-01    2.3e-05
  11200      7.76e-01    9.48e-01      6.44e-03    2.70e-03      1.57e-01    1.92e-01    2.3e-05
  11300      9.79e-01    8.36e-01      5.83e-03    1.32e-03      1.99e-01    1.70e-01    2.3e-05
  11400      8.37e-01    1.22e+00      6.47e-04    1.85e-03      1.70e-01    2.48e-01    2.3e-05
  11500      8.64e-01    9.64e-01      1.24e-03    5.98e-03      1.75e-01    1.96e-01    2.3e-05
  11600      9.93e-01    8.74e-01      5.27e-03    5.13e-03      2.02e-01    1.77e-01    2.3e-05
  11700      8.95e-01    8.74e-01      1.87e-03    6.12e-04      1.82e-01    1.77e-01    2.3e-05
  11800      9.98e-01    1.02e+00      3.17e-03    4.95e-03      2.03e-01    2.06e-01    2.3e-05
  11900      7.54e-01    8.48e-01      3.95e-05    3.63e-03      1.53e-01    1.72e-01    2.3e-05
  12000      6.76e-01    8.19e-01      6.41e-03    2.63e-03      1.61e-01    1.96e-01    1.7e-05
  12100      6.51e-01    6.53e-01      4.42e-03    7.70e-04      1.55e-01    1.56e-01    1.7e-05
  12200      9.04e-01    8.05e-01      4.89e-03    4.62e-03      2.16e-01    1.92e-01    1.7e-05
  12300      7.29e-01    7.02e-01      1.04e-03    2.15e-04      1.74e-01    1.68e-01    1.7e-05
  12400      7.33e-01    8.39e-01      3.69e-03    6.76e-03      1.75e-01    2.00e-01    1.7e-05
  12500      6.94e-01    6.43e-01      8.68e-04    3.91e-03      1.66e-01    1.54e-01    1.7e-05
  12600      7.83e-01    8.30e-01      4.51e-04    2.73e-03      1.87e-01    1.98e-01    1.7e-05
  12700      7.07e-01    7.39e-01      1.27e-03    2.62e-03      1.69e-01    1.77e-01    1.7e-05
  12800      6.58e-01    7.26e-01      2.00e-03    1.83e-03      1.57e-01    1.73e-01    1.7e-05
  12900      6.99e-01    7.49e-01      3.76e-03    2.25e-03      1.67e-01    1.79e-01    1.7e-05
  13000      6.88e-01    4.76e-01      1.51e-03    3.55e-03      1.93e-01    1.33e-01    1.2e-05
  13100      5.17e-01    7.24e-01      1.03e-03    3.94e-03      1.45e-01    2.03e-01    1.2e-05
  13200      5.06e-01    6.95e-01      6.14e-03    7.90e-04      1.41e-01    1.95e-01    1.2e-05
  13300      6.44e-01    7.28e-01      2.45e-03    2.18e-03      1.80e-01    2.04e-01    1.2e-05
  13400      6.99e-01    6.80e-01      3.93e-03    3.28e-03      1.96e-01    1.90e-01    1.2e-05
  13500      6.44e-01    5.85e-01      4.24e-04    2.95e-03      1.80e-01    1.64e-01    1.2e-05
  13600      6.11e-01    4.98e-01      8.55e-04    4.35e-03      1.71e-01    1.39e-01    1.2e-05
  13700      5.62e-01    5.48e-01      6.88e-04    1.89e-03      1.57e-01    1.54e-01    1.2e-05
  13800      5.07e-01    7.11e-01      3.72e-03    4.37e-03      1.42e-01    1.99e-01    1.2e-05
  13900      5.87e-01    6.47e-01      8.81e-03    4.53e-03      1.63e-01    1.81e-01    1.2e-05
  14000      5.50e-01    5.35e-01      7.12e-03    1.33e-03      1.79e-01    1.75e-01    8.3e-06
  14100      5.47e-01    5.05e-01      5.47e-04    2.30e-04      1.79e-01    1.65e-01    8.3e-06
  14200      4.59e-01    5.03e-01      2.61e-03    4.53e-04      1.50e-01    1.65e-01    8.3e-06
  14300      4.93e-01    4.74e-01      1.44e-03    3.51e-03      1.61e-01    1.55e-01    8.3e-06
  14400      5.22e-01    6.06e-01      1.46e-03    1.42e-03      1.71e-01    1.98e-01    8.3e-06
  14500      5.42e-01    5.99e-01      4.46e-03    3.27e-03      1.77e-01    1.96e-01    8.3e-06
  14600      5.52e-01    5.24e-01      4.22e-04    2.47e-04      1.81e-01    1.71e-01    8.3e-06
  14700      4.69e-01    6.03e-01      5.76e-04    2.59e-03      1.54e-01    1.97e-01    8.3e-06
  14800      5.97e-01    5.59e-01      2.93e-03    3.02e-03      1.95e-01    1.83e-01    8.3e-06
  14900      5.74e-01    5.19e-01      1.81e-03    1.44e-03      1.88e-01    1.70e-01    8.3e-06
  15000      5.80e-01    4.54e-01      2.31e-03    2.84e-03      2.20e-01    1.73e-01    5.9e-06
  15100      4.27e-01    4.34e-01      1.94e-03    1.35e-03      1.62e-01    1.65e-01    5.9e-06
  15200      4.55e-01    4.39e-01      7.70e-03    4.19e-03      1.71e-01    1.66e-01    5.9e-06
  15300      3.77e-01    3.76e-01      1.15e-03    3.57e-03      1.43e-01    1.43e-01    5.9e-06
  15400      3.96e-01    4.95e-01      3.26e-04    2.35e-03      1.50e-01    1.88e-01    5.9e-06
  15500      4.01e-01    3.73e-01      5.61e-04    3.42e-03      1.52e-01    1.41e-01    5.9e-06
  15600      3.81e-01    3.85e-01      3.32e-03    5.87e-03      1.44e-01    1.46e-01    5.9e-06
  15700      4.38e-01    4.37e-01      1.66e-03    6.52e-04      1.67e-01    1.66e-01    5.9e-06
  15800      4.68e-01    4.51e-01      4.14e-03    2.61e-03      1.77e-01    1.71e-01    5.9e-06
  15900      4.76e-01    5.34e-01      6.60e-04    1.60e-03      1.81e-01    2.03e-01    5.9e-06
  16000      3.38e-01    3.91e-01      2.68e-03    5.11e-03      1.48e-01    1.71e-01    4.2e-06
  16100      2.93e-01    3.42e-01      9.18e-03    5.74e-03      1.24e-01    1.48e-01    4.2e-06
  16200      3.43e-01    4.33e-01      1.07e-03    7.40e-04      1.50e-01    1.90e-01    4.2e-06
  16300      4.10e-01    3.47e-01      4.97e-04    2.04e-04      1.80e-01    1.52e-01    4.2e-06
  16400      3.61e-01    4.29e-01      2.82e-03    2.77e-03      1.58e-01    1.88e-01    4.2e-06
  16500      3.87e-01    4.33e-01      1.69e-03    8.59e-04      1.70e-01    1.90e-01    4.2e-06
  16600      3.18e-01    3.43e-01      2.80e-03    4.95e-03      1.39e-01    1.49e-01    4.2e-06
  16700      3.30e-01    3.33e-01      1.35e-03    1.61e-03      1.45e-01    1.46e-01    4.2e-06
  16800      3.93e-01    4.08e-01      3.25e-03    2.01e-03      1.72e-01    1.79e-01    4.2e-06
  16900      3.62e-01    4.19e-01      3.25e-03    3.75e-03      1.58e-01    1.83e-01    4.2e-06
  17000      4.31e-01    3.52e-01      5.00e-03    8.51e-04      2.15e-01    1.76e-01    3.0e-06
  17100      2.71e-01    3.51e-01      5.58e-03    2.59e-03      1.34e-01    1.76e-01    3.0e-06
  17200      4.02e-01    3.42e-01      1.58e-03    1.22e-03      2.01e-01    1.71e-01    3.0e-06
  17300      3.81e-01    3.39e-01      1.63e-03    8.12e-04      1.90e-01    1.70e-01    3.0e-06
  17400      3.81e-01    2.64e-01      9.88e-04    5.40e-04      1.91e-01    1.32e-01    3.0e-06
  17500      4.42e-01    3.53e-01      3.41e-04    1.35e-03      2.21e-01    1.77e-01    3.0e-06
  17600      3.34e-01    2.64e-01      4.89e-04    2.32e-03      1.67e-01    1.32e-01    3.0e-06
  17700      3.36e-01    3.44e-01      9.40e-04    1.58e-03      1.68e-01    1.72e-01    3.0e-06
  17800      3.49e-01    3.38e-01      6.18e-03    6.03e-03      1.73e-01    1.68e-01    3.0e-06
  17900      3.93e-01    3.57e-01      5.76e-03    2.98e-03      1.96e-01    1.78e-01    3.0e-06
  18000      2.43e-01    4.14e-01      1.02e-03    1.01e-03      1.37e-01    2.34e-01    2.1e-06
  18100      2.50e-01    2.77e-01      2.42e-03    2.20e-03      1.41e-01    1.57e-01    2.1e-06
  18200      2.80e-01    3.20e-01      1.06e-03    8.91e-04      1.58e-01    1.81e-01    2.1e-06
  18300      2.45e-01    2.99e-01      3.37e-05    2.19e-03      1.39e-01    1.69e-01    2.1e-06
  18400      2.84e-01    3.09e-01      1.54e-03    1.67e-03      1.60e-01    1.75e-01    2.1e-06
  18500      2.83e-01    3.15e-01      3.52e-03    1.68e-03      1.59e-01    1.78e-01    2.1e-06
  18600      2.55e-01    3.38e-01      1.12e-03    1.87e-03      1.44e-01    1.91e-01    2.1e-06
  18700      2.98e-01    3.44e-01      1.66e-03    1.40e-03      1.69e-01    1.95e-01    2.1e-06
  18800      2.74e-01    3.49e-01      4.38e-04    2.02e-03      1.55e-01    1.97e-01    2.1e-06
  18900      3.54e-01    2.74e-01      6.50e-04    2.00e-04      2.00e-01    1.55e-01    2.1e-06
  19000      3.08e-01    2.70e-01      3.86e-03    1.42e-03      1.93e-01    1.70e-01    1.5e-06
  19100      3.00e-01    3.42e-01      4.07e-03    3.24e-03      1.88e-01    2.15e-01    1.5e-06
  19200      2.85e-01    2.43e-01      3.01e-03    2.23e-03      1.80e-01    1.53e-01    1.5e-06
  19300      3.28e-01    3.01e-01      5.68e-04    2.88e-03      2.07e-01    1.90e-01    1.5e-06
  19400      2.16e-01    2.68e-01      4.90e-03    1.12e-03      1.34e-01    1.69e-01    1.5e-06
  19500      2.32e-01    3.07e-01      4.26e-03    3.08e-04      1.45e-01    1.94e-01    1.5e-06
  19600      2.73e-01    3.45e-01      1.38e-03    6.30e-03      1.72e-01    2.15e-01    1.5e-06
  19700      2.35e-01    2.69e-01      3.12e-03    2.20e-03      1.48e-01    1.69e-01    1.5e-06
  19800      2.33e-01    1.83e-01      1.27e-04    7.78e-04      1.47e-01    1.16e-01    1.5e-06
  19900      2.81e-01    2.63e-01      1.36e-04    5.82e-04      1.78e-01    1.66e-01    1.5e-06
  20000      2.12e-01    2.79e-01      1.56e-03    5.67e-03      1.47e-01    1.92e-01    1.1e-06
  20100      2.74e-01    1.96e-01      1.12e-03    6.97e-03      1.90e-01    1.31e-01    1.1e-06
  20200      2.08e-01    3.14e-01      1.33e-03    5.93e-03      1.44e-01    2.16e-01    1.1e-06
  20300      2.29e-01    2.32e-01      2.29e-03    5.01e-03      1.59e-01    1.59e-01    1.1e-06
  20400      2.46e-01    2.75e-01      2.31e-03    3.29e-03      1.70e-01    1.90e-01    1.1e-06
  20500      2.72e-01    2.49e-01      1.69e-03    2.78e-04      1.89e-01    1.73e-01    1.1e-06
  20600      2.30e-01    2.48e-01      8.97e-05    4.69e-03      1.60e-01    1.71e-01    1.1e-06
  20700      2.58e-01    2.22e-01      2.21e-03    7.94e-04      1.79e-01    1.54e-01    1.1e-06
  20800      1.94e-01    2.58e-01      3.02e-03    1.58e-03      1.34e-01    1.79e-01    1.1e-06
  20900      1.85e-01    2.13e-01      2.01e-03    2.26e-03      1.28e-01    1.47e-01    1.1e-06
  21000      1.99e-01    2.60e-01      3.33e-03    4.78e-03      1.49e-01    1.94e-01    7.6e-07
  21100      3.18e-01    1.92e-01      4.62e-03    3.90e-04      2.38e-01    1.45e-01    7.6e-07
  21200      2.58e-01    2.20e-01      1.04e-03    1.65e-03      1.94e-01    1.66e-01    7.6e-07
  21300      2.57e-01    2.15e-01      2.70e-03    1.15e-03      1.93e-01    1.62e-01    7.6e-07
  21400      2.53e-01    2.05e-01      3.49e-04    2.99e-03      1.91e-01    1.54e-01    7.6e-07
  21500      2.26e-01    2.20e-01      6.27e-03    8.72e-04      1.66e-01    1.66e-01    7.6e-07
  21600      1.98e-01    2.32e-01      3.09e-03    8.30e-03      1.48e-01    1.68e-01    7.6e-07
  21700      2.06e-01    1.58e-01      1.09e-04    3.78e-03      1.56e-01    1.17e-01    7.6e-07
  21800      2.36e-01    2.24e-01      2.78e-03    2.74e-03      1.77e-01    1.68e-01    7.6e-07
  21900      1.82e-01    2.20e-01      5.33e-03    2.75e-03      1.34e-01    1.65e-01    7.6e-07
  22000      2.10e-01    1.99e-01      3.63e-04    1.54e-03      1.69e-01    1.60e-01    5.4e-07
  22100      2.01e-01    1.82e-01      9.34e-04    3.34e-03      1.62e-01    1.45e-01    5.4e-07
  22200      2.34e-01    2.36e-01      1.68e-03    2.75e-03      1.88e-01    1.90e-01    5.4e-07
  22300      2.14e-01    1.66e-01      2.27e-03    2.27e-03      1.71e-01    1.33e-01    5.4e-07
  22400      2.10e-01    1.82e-01      8.20e-04    6.90e-04      1.69e-01    1.46e-01    5.4e-07
  22500      1.90e-01    1.57e-01      1.44e-03    1.75e-03      1.53e-01    1.26e-01    5.4e-07
  22600      2.09e-01    2.39e-01      8.00e-04    2.88e-03      1.68e-01    1.92e-01    5.4e-07
  22700      2.43e-01    2.10e-01      1.80e-03    3.22e-04      1.95e-01    1.69e-01    5.4e-07
  22800      1.97e-01    2.11e-01      2.92e-03    1.15e-03      1.58e-01    1.70e-01    5.4e-07
  22900      2.27e-01    2.45e-01      1.59e-03    1.96e-03      1.83e-01    1.97e-01    5.4e-07
  23000      2.36e-01    1.74e-01      1.51e-03    3.99e-03      2.00e-01    1.45e-01    3.8e-07
  23100      1.79e-01    1.98e-01      9.89e-04    6.14e-04      1.52e-01    1.68e-01    3.8e-07
  23200      2.26e-01    2.07e-01      1.31e-03    4.14e-04      1.92e-01    1.76e-01    3.8e-07
  23300      1.94e-01    1.82e-01      2.55e-03    4.04e-03      1.64e-01    1.52e-01    3.8e-07
  23400      1.72e-01    1.93e-01      3.29e-03    1.43e-03      1.45e-01    1.63e-01    3.8e-07
  23500      1.65e-01    2.08e-01      1.83e-04    6.15e-04      1.40e-01    1.77e-01    3.8e-07
  23600      1.83e-01    2.28e-01      4.85e-03    1.10e-04      1.52e-01    1.94e-01    3.8e-07
  23700      1.88e-01    1.68e-01      2.70e-03    2.81e-03      1.59e-01    1.42e-01    3.8e-07
  23800      1.51e-01    1.81e-01      4.64e-03    2.34e-03      1.25e-01    1.53e-01    3.8e-07
  23900      2.07e-01    1.83e-01      1.44e-03    1.06e-05      1.76e-01    1.55e-01    3.8e-07
  24000      1.77e-01    2.01e-01      2.73e-04    1.17e-03      1.57e-01    1.78e-01    2.7e-07
  24100      2.02e-01    1.86e-01      4.24e-03    2.82e-03      1.77e-01    1.64e-01    2.7e-07
  24200      1.91e-01    1.68e-01      8.25e-04    2.04e-03      1.69e-01    1.49e-01    2.7e-07
  24300      1.63e-01    1.99e-01      2.95e-04    6.82e-03      1.45e-01    1.70e-01    2.7e-07
  24400      2.24e-01    1.88e-01      3.32e-03    2.07e-03      1.97e-01    1.66e-01    2.7e-07
  24500      2.06e-01    2.05e-01      4.90e-03    2.25e-03      1.80e-01    1.81e-01    2.7e-07
  24600      1.95e-01    1.89e-01      1.64e-03    5.75e-03      1.73e-01    1.63e-01    2.7e-07
  24700      1.94e-01    1.96e-01      3.47e-06    4.72e-03      1.72e-01    1.71e-01    2.7e-07
  24800      2.03e-01    1.97e-01      2.15e-03    2.63e-03      1.80e-01    1.74e-01    2.7e-07
  24900      2.25e-01    1.93e-01      5.23e-03    9.18e-04      1.96e-01    1.71e-01    2.7e-07
  25000      1.70e-01    1.87e-01      9.32e-04    9.53e-04      1.55e-01    1.71e-01    1.9e-07
  25100      1.75e-01    1.95e-01      5.55e-04    4.83e-05      1.60e-01    1.79e-01    1.9e-07
  25200      1.88e-01    1.95e-01      2.96e-04    6.26e-04      1.72e-01    1.78e-01    1.9e-07
  25300      1.87e-01    1.45e-01      3.19e-03    3.95e-03      1.69e-01    1.30e-01    1.9e-07
  25400      2.18e-01    1.58e-01      1.31e-03    3.35e-03      2.00e-01    1.42e-01    1.9e-07
  25500      1.69e-01    1.57e-01      2.13e-03    1.69e-03      1.54e-01    1.43e-01    1.9e-07
  25600      1.81e-01    2.00e-01      1.77e-03    5.45e-05      1.65e-01    1.83e-01    1.9e-07
  25700      1.80e-01    1.70e-01      9.08e-04    3.69e-03      1.65e-01    1.53e-01    1.9e-07
  25800      1.56e-01    1.54e-01      3.24e-05    3.90e-03      1.43e-01    1.38e-01    1.9e-07
  25900      1.91e-01    2.00e-01      2.51e-03    3.64e-03      1.74e-01    1.82e-01    1.9e-07
  26000      1.92e-01    1.79e-01      1.98e-03    2.18e-03      1.79e-01    1.67e-01    1.4e-07
