#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   7100      2.34e+00    1.98e+00      1.42e-03    8.08e-04      1.52e-01    1.28e-01    2.4e-04
   7200      2.67e+00    2.01e+00      2.17e-02    2.32e-02      1.73e-01    1.29e-01    2.4e-04
   7300      2.61e+00    2.82e+00      9.65e-03    7.22e-03      1.69e-01    1.83e-01    2.4e-04
   7400      2.98e+00    2.63e+00      1.70e-02    1.81e-02      1.93e-01    1.70e-01    2.4e-04
   7500      2.94e+00    2.80e+00      1.18e-03    3.50e-03      1.90e-01    1.81e-01    2.4e-04
   7600      2.40e+00    1.80e+00      2.88e-03    3.52e-03      1.55e-01    1.16e-01    2.4e-04
   7700      2.04e+00    2.33e+00      3.58e-03    4.16e-03      1.32e-01    1.51e-01    2.4e-04
   7800      2.76e+00    2.65e+00      2.98e-03    7.90e-04      1.79e-01    1.72e-01    2.4e-04
   7900      2.66e+00    2.32e+00      1.03e-02    1.52e-02      1.72e-01    1.50e-01    2.4e-04
   8000      1.81e+00    2.15e+00      9.68e-04    1.80e-03      1.30e-01    1.54e-01    1.9e-04
   8100      2.17e+00    2.22e+00      1.03e-02    1.08e-02      1.56e-01    1.59e-01    1.9e-04
   8200      1.99e+00    2.46e+00      8.97e-03    4.20e-03      1.42e-01    1.76e-01    1.9e-04
   8300      2.52e+00    2.23e+00      2.67e-02    2.08e-02      1.80e-01    1.60e-01    1.9e-04
   8400      1.59e+00    2.41e+00      1.90e-03    2.96e-03      1.14e-01    1.73e-01    1.9e-04
   8500      1.92e+00    2.36e+00      1.97e-02    2.13e-02      1.37e-01    1.69e-01    1.9e-04
   8600      1.96e+00    2.16e+00      1.01e-02    7.95e-03      1.41e-01    1.55e-01    1.9e-04
   8700      2.01e+00    2.19e+00      3.04e-03    1.17e-03      1.44e-01    1.57e-01    1.9e-04
   8800      3.06e+00    2.20e+00      2.94e-02    2.64e-02      2.19e-01    1.57e-01    1.9e-04
   8900      2.84e+00    3.04e+00      1.49e-02    1.67e-02      2.03e-01    2.18e-01    1.9e-04
   9000      1.68e+00    1.69e+00      7.40e-03    6.65e-03      1.34e-01    1.34e-01    1.6e-04
   9100      2.15e+00    2.45e+00      2.13e-04    7.77e-03      1.71e-01    1.94e-01    1.6e-04
   9200      1.61e+00    2.35e+00      5.21e-03    9.04e-03      1.28e-01    1.87e-01    1.6e-04
   9300      2.00e+00    1.80e+00      1.10e-02    7.61e-03      1.59e-01    1.43e-01    1.6e-04
   9400      1.88e+00    2.00e+00      1.39e-02    1.83e-02      1.49e-01    1.59e-01    1.6e-04
   9500      1.73e+00    1.84e+00      1.37e-02    8.81e-03      1.37e-01    1.46e-01    1.6e-04
   9600      1.62e+00    2.35e+00      2.08e-02    2.31e-02      1.28e-01    1.86e-01    1.6e-04
   9700      1.78e+00    1.62e+00      1.51e-03    3.02e-03      1.42e-01    1.29e-01    1.6e-04
   9800      1.36e+00    1.76e+00      7.00e-03    1.43e-02      1.08e-01    1.39e-01    1.6e-04
   9900      1.80e+00    1.70e+00      4.10e-03    5.27e-05      1.43e-01    1.35e-01    1.6e-04
  10000      1.70e+00    1.37e+00      1.88e-02    1.87e-02      1.49e-01    1.20e-01    1.3e-04
  10100      1.72e+00    1.64e+00      1.33e-03    2.75e-04      1.51e-01    1.44e-01    1.3e-04
  10200      1.72e+00    1.44e+00      1.14e-02    1.43e-02      1.51e-01    1.27e-01    1.3e-04
  10300      1.69e+00    1.63e+00      5.68e-03    3.75e-03      1.48e-01    1.43e-01    1.3e-04
  10400      1.66e+00    1.44e+00      6.52e-03    3.07e-03      1.46e-01    1.27e-01    1.3e-04
  10500      1.83e+00    1.65e+00      7.88e-03    3.43e-03      1.61e-01    1.45e-01    1.3e-04
  10600      1.68e+00    1.83e+00      6.42e-03    2.79e-03      1.48e-01    1.61e-01    1.3e-04
  10700      2.00e+00    1.25e+00      6.69e-03    4.94e-03      1.76e-01    1.10e-01    1.3e-04
  10800      1.54e+00    2.05e+00      4.20e-03    2.98e-03      1.35e-01    1.80e-01    1.3e-04
  10900      1.77e+00    1.77e+00      3.88e-03    7.19e-04      1.55e-01    1.56e-01    1.3e-04
  11000      1.46e+00    1.36e+00      2.47e-03    2.97e-03      1.42e-01    1.33e-01    1.0e-04
  11100      1.26e+00    1.50e+00      2.56e-03    6.19e-03      1.23e-01    1.46e-01    1.0e-04
  11200      1.45e+00    2.02e+00      2.20e-03    6.72e-04      1.41e-01    1.96e-01    1.0e-04
  11300      1.47e+00    1.26e+00      1.30e-03    1.72e-03      1.43e-01    1.22e-01    1.0e-04
  11400      1.46e+00    2.28e+00      2.31e-03    4.82e-03      1.42e-01    2.22e-01    1.0e-04
  11500      1.53e+00    1.67e+00      6.63e-03    9.20e-03      1.48e-01    1.62e-01    1.0e-04
  11600      1.36e+00    1.55e+00      4.89e-03    2.97e-03      1.32e-01    1.50e-01    1.0e-04
  11700      1.54e+00    1.15e+00      1.37e-03    6.58e-03      1.50e-01    1.12e-01    1.0e-04
  11800      1.60e+00    1.75e+00      6.22e-03    1.56e-03      1.56e-01    1.70e-01    1.0e-04
  11900      1.70e+00    1.65e+00      7.95e-03    1.55e-02      1.65e-01    1.61e-01    1.0e-04
  12000      1.85e+00    1.62e+00      3.38e-03    6.75e-04      2.00e-01    1.74e-01    8.5e-05
  12100      1.27e+00    1.40e+00      1.88e-03    4.20e-03      1.36e-01    1.50e-01    8.5e-05
  12200      1.28e+00    1.65e+00      3.98e-03    1.27e-03      1.37e-01    1.78e-01    8.5e-05
  12300      1.04e+00    1.23e+00      3.82e-03    3.17e-03      1.12e-01    1.33e-01    8.5e-05
  12400      1.64e+00    1.55e+00      1.62e-03    1.19e-03      1.77e-01    1.67e-01    8.5e-05
  12500      1.68e+00    1.40e+00      7.37e-03    1.12e-03      1.80e-01    1.50e-01    8.5e-05
  12600      9.94e-01    1.47e+00      8.12e-04    3.23e-03      1.07e-01    1.58e-01    8.5e-05
  12700      1.15e+00    1.29e+00      4.41e-04    4.12e-04      1.24e-01    1.39e-01    8.5e-05
  12800      1.29e+00    1.45e+00      1.85e-03    3.19e-03      1.39e-01    1.56e-01    8.5e-05
  12900      1.59e+00    1.37e+00      1.10e-02    1.11e-02      1.71e-01    1.47e-01    8.5e-05
  13000      1.21e+00    1.45e+00      1.39e-03    3.76e-05      1.44e-01    1.73e-01    6.9e-05
  13100      9.16e-01    1.19e+00      1.75e-03    3.29e-03      1.09e-01    1.42e-01    6.9e-05
  13200      1.25e+00    1.23e+00      2.85e-03    4.49e-03      1.49e-01    1.46e-01    6.9e-05
  13300      1.22e+00    1.29e+00      1.07e-02    7.64e-03      1.46e-01    1.54e-01    6.9e-05
  13400      1.30e+00    1.30e+00      1.00e-02    4.06e-03      1.54e-01    1.55e-01    6.9e-05
  13500      9.98e-01    1.34e+00      4.18e-03    1.69e-03      1.19e-01    1.60e-01    6.9e-05
  13600      1.06e+00    1.08e+00      3.78e-03    3.42e-03      1.26e-01    1.29e-01    6.9e-05
  13700      1.19e+00    1.22e+00      8.08e-03    8.35e-03      1.41e-01    1.45e-01    6.9e-05
  13800      9.39e-01    1.32e+00      1.73e-03    2.67e-03      1.12e-01    1.57e-01    6.9e-05
  13900      1.13e+00    1.28e+00      5.02e-03    2.20e-03      1.35e-01    1.52e-01    6.9e-05
  14000      1.01e+00    9.88e-01      1.03e-02    4.80e-03      1.33e-01    1.30e-01    5.7e-05
  14100      8.96e-01    1.22e+00      5.33e-04    8.41e-04      1.18e-01    1.61e-01    5.7e-05
  14200      9.41e-01    1.09e+00      7.34e-03    5.69e-03      1.24e-01    1.44e-01    5.7e-05
  14300      1.29e+00    1.10e+00      5.17e-03    6.56e-04      1.70e-01    1.45e-01    5.7e-05
  14400      1.12e+00    1.34e+00      1.07e-04    4.73e-03      1.48e-01    1.77e-01    5.7e-05
  14500      1.19e+00    1.22e+00      1.51e-03    3.39e-03      1.57e-01    1.61e-01    5.7e-05
  14600      1.29e+00    1.40e+00      3.14e-03    1.55e-04      1.70e-01    1.85e-01    5.7e-05
  14700      1.26e+00    1.07e+00      1.55e-03    9.35e-04      1.66e-01    1.41e-01    5.7e-05
  14800      9.34e-01    1.15e+00      5.39e-03    4.11e-03      1.23e-01    1.51e-01    5.7e-05
  14900      1.00e+00    1.11e+00      1.44e-03    6.61e-04      1.32e-01    1.47e-01    5.7e-05
  15000      8.48e-01    9.31e-01      2.70e-03    2.85e-03      1.24e-01    1.36e-01    4.6e-05
  15100      9.42e-01    9.53e-01      5.78e-03    4.23e-03      1.37e-01    1.39e-01    4.6e-05
  15200      1.12e+00    9.06e-01      1.07e-02    9.34e-03      1.63e-01    1.32e-01    4.6e-05
  15300      1.11e+00    9.46e-01      2.25e-03    2.80e-03      1.61e-01    1.38e-01    4.6e-05
  15400      8.63e-01    1.18e+00      3.06e-03    3.90e-03      1.26e-01    1.72e-01    4.6e-05
  15500      1.30e+00    7.34e-01      2.39e-03    2.25e-03      1.89e-01    1.07e-01    4.6e-05
  15600      1.09e+00    8.69e-01      4.59e-03    9.66e-04      1.59e-01    1.27e-01    4.6e-05
  15700      1.21e+00    1.03e+00      1.79e-03    1.63e-04      1.77e-01    1.50e-01    4.6e-05
  15800      1.27e+00    1.04e+00      7.18e-03    2.64e-03      1.85e-01    1.52e-01    4.6e-05
  15900      8.22e-01    9.64e-01      2.61e-03    2.17e-04      1.20e-01    1.40e-01    4.6e-05
  16000      8.71e-01    9.28e-01      2.79e-03    5.66e-03      1.40e-01    1.49e-01    3.8e-05
  16100      1.00e+00    8.56e-01      1.62e-03    7.82e-05      1.62e-01    1.38e-01    3.8e-05
  16200      8.57e-01    1.02e+00      1.12e-04    1.05e-03      1.38e-01    1.64e-01    3.8e-05
  16300      8.46e-01    8.82e-01      1.07e-03    2.26e-03      1.36e-01    1.42e-01    3.8e-05
  16400      1.09e+00    9.81e-01      1.23e-03    4.61e-03      1.76e-01    1.58e-01    3.8e-05
  16500      6.84e-01    9.29e-01      4.34e-03    2.42e-03      1.10e-01    1.50e-01    3.8e-05
  16600      8.05e-01    9.08e-01      3.83e-03    3.67e-03      1.30e-01    1.46e-01    3.8e-05
  16700      1.03e+00    7.87e-01      2.73e-03    2.44e-03      1.66e-01    1.27e-01    3.8e-05
  16800      9.69e-01    1.01e+00      1.07e-03    3.92e-06      1.56e-01    1.62e-01    3.8e-05
  16900      8.51e-01    9.28e-01      3.68e-03    2.09e-03      1.37e-01    1.49e-01    3.8e-05
  17000      9.54e-01    7.25e-01      3.62e-03    1.76e-04      1.70e-01    1.29e-01    3.1e-05
  17100      5.26e-01    8.58e-01      2.31e-03    7.19e-04      9.35e-02    1.53e-01    3.1e-05
  17200      9.37e-01    8.39e-01      3.10e-04    5.32e-05      1.67e-01    1.49e-01    3.1e-05
  17300      6.52e-01    9.56e-01      7.34e-04    3.62e-03      1.16e-01    1.70e-01    3.1e-05
  17400      6.64e-01    6.17e-01      7.66e-03    7.71e-03      1.18e-01    1.09e-01    3.1e-05
  17500      7.21e-01    9.16e-01      4.50e-03    6.96e-04      1.28e-01    1.63e-01    3.1e-05
  17600      8.92e-01    7.05e-01      2.10e-03    7.07e-04      1.59e-01    1.26e-01    3.1e-05
  17700      6.57e-01    7.45e-01      2.74e-03    3.20e-03      1.17e-01    1.33e-01    3.1e-05
  17800      6.92e-01    7.41e-01      2.27e-03    4.56e-03      1.23e-01    1.32e-01    3.1e-05
  17900      1.08e+00    9.63e-01      1.05e-03    3.15e-03      1.92e-01    1.71e-01    3.1e-05
  18000      6.05e-01    1.04e+00      6.18e-03    2.49e-03      1.19e-01    2.05e-01    2.5e-05
  18100      6.94e-01    7.54e-01      2.29e-05    1.37e-04      1.36e-01    1.48e-01    2.5e-05
  18200      6.24e-01    6.68e-01      1.15e-03    3.87e-03      1.23e-01    1.31e-01    2.5e-05
  18300      6.65e-01    8.04e-01      4.44e-05    2.66e-05      1.31e-01    1.58e-01    2.5e-05
  18400      6.28e-01    6.36e-01      5.41e-04    8.72e-04      1.23e-01    1.25e-01    2.5e-05
  18500      7.18e-01    7.34e-01      5.22e-03    1.87e-03      1.41e-01    1.44e-01    2.5e-05
  18600      7.53e-01    9.85e-01      2.42e-03    3.15e-04      1.48e-01    1.94e-01    2.5e-05
  18700      7.18e-01    8.27e-01      3.72e-04    2.65e-03      1.41e-01    1.62e-01    2.5e-05
  18800      7.67e-01    7.08e-01      1.48e-03    9.70e-04      1.51e-01    1.39e-01    2.5e-05
  18900      7.48e-01    7.31e-01      9.68e-04    3.06e-03      1.47e-01    1.44e-01    2.5e-05
  19000      6.30e-01    6.35e-01      8.20e-04    5.72e-03      1.37e-01    1.37e-01    2.0e-05
  19100      6.58e-01    6.54e-01      1.64e-03    3.29e-05      1.43e-01    1.42e-01    2.0e-05
  19200      6.57e-01    5.63e-01      5.11e-03    2.95e-03      1.42e-01    1.22e-01    2.0e-05
  19300      7.56e-01    8.52e-01      4.16e-03    4.39e-03      1.64e-01    1.85e-01    2.0e-05
  19400      5.39e-01    7.60e-01      6.80e-04    1.12e-03      1.17e-01    1.65e-01    2.0e-05
  19500      9.06e-01    6.52e-01      2.04e-03    1.12e-03      1.97e-01    1.41e-01    2.0e-05
  19600      6.21e-01    6.57e-01      7.95e-03    2.78e-05      1.34e-01    1.42e-01    2.0e-05
  19700      5.72e-01    6.71e-01      2.46e-04    3.89e-04      1.24e-01    1.46e-01    2.0e-05
  19800      6.18e-01    6.32e-01      2.85e-03    3.47e-03      1.34e-01    1.37e-01    2.0e-05
  19900      7.16e-01    6.47e-01      4.28e-03    1.37e-03      1.55e-01    1.40e-01    2.0e-05
  20000      5.61e-01    6.74e-01      1.25e-04    4.92e-03      1.34e-01    1.61e-01    1.7e-05
  20100      4.87e-01    4.71e-01      1.29e-03    2.33e-03      1.16e-01    1.12e-01    1.7e-05
  20200      6.60e-01    5.59e-01      1.94e-03    1.05e-03      1.58e-01    1.34e-01    1.7e-05
  20300      5.68e-01    6.76e-01      2.02e-03    2.15e-03      1.36e-01    1.62e-01    1.7e-05
  20400      5.55e-01    5.28e-01      5.64e-03    2.41e-03      1.32e-01    1.26e-01    1.7e-05
  20500      5.91e-01    6.11e-01      1.12e-03    1.44e-03      1.41e-01    1.46e-01    1.7e-05
  20600      8.13e-01    6.22e-01      1.27e-03    1.45e-03      1.94e-01    1.49e-01    1.7e-05
  20700      5.90e-01    6.09e-01      5.96e-03    6.18e-04      1.41e-01    1.45e-01    1.7e-05
  20800      4.81e-01    5.56e-01      3.94e-03    2.20e-03      1.15e-01    1.33e-01    1.7e-05
  20900      6.33e-01    6.01e-01      2.15e-03    7.15e-03      1.51e-01    1.43e-01    1.7e-05
  21000      5.22e-01    6.24e-01      2.99e-03    6.81e-04      1.37e-01    1.64e-01    1.3e-05
  21100      4.34e-01    4.37e-01      1.22e-03    5.32e-04      1.14e-01    1.15e-01    1.3e-05
  21200      5.80e-01    5.44e-01      6.00e-03    2.26e-03      1.52e-01    1.43e-01    1.3e-05
  21300      5.19e-01    6.66e-01      4.91e-03    2.51e-03      1.36e-01    1.75e-01    1.3e-05
  21400      4.48e-01    4.95e-01      1.85e-03    3.26e-03      1.18e-01    1.30e-01    1.3e-05
  21500      5.38e-01    6.12e-01      1.84e-03    1.40e-04      1.41e-01    1.61e-01    1.3e-05
  21600      4.67e-01    5.01e-01      2.64e-03    2.85e-03      1.23e-01    1.32e-01    1.3e-05
  21700      5.15e-01    3.95e-01      8.97e-04    5.52e-04      1.36e-01    1.04e-01    1.3e-05
  21800      5.85e-01    5.21e-01      1.02e-04    8.60e-04      1.54e-01    1.37e-01    1.3e-05
  21900      3.68e-01    4.98e-01      4.00e-03    3.52e-03      9.64e-02    1.31e-01    1.3e-05
  22000      4.10e-01    5.22e-01      1.87e-03    4.11e-03      1.18e-01    1.51e-01    1.1e-05
  22100      4.74e-01    4.02e-01      3.56e-03    7.02e-03      1.37e-01    1.15e-01    1.1e-05
  22200      4.35e-01    5.89e-01      1.80e-03    2.70e-03      1.26e-01    1.70e-01    1.1e-05
  22300      4.95e-01    4.99e-01      2.28e-03    7.81e-05      1.43e-01    1.44e-01    1.1e-05
  22400      4.72e-01    3.98e-01      3.04e-03    1.92e-03      1.36e-01    1.15e-01    1.1e-05
  22500      5.61e-01    3.59e-01      5.47e-03    4.77e-03      1.62e-01    1.03e-01    1.1e-05
  22600      4.04e-01    6.63e-01      1.44e-03    1.99e-03      1.17e-01    1.92e-01    1.1e-05
  22700      4.34e-01    5.59e-01      5.91e-03    2.03e-03      1.25e-01    1.62e-01    1.1e-05
  22800      6.03e-01    6.21e-01      1.01e-03    1.19e-03      1.75e-01    1.80e-01    1.1e-05
  22900      5.11e-01    4.76e-01      4.84e-03    2.41e-04      1.47e-01    1.38e-01    1.1e-05
  23000      5.16e-01    3.88e-01      2.86e-03    5.80e-03      1.64e-01    1.22e-01    8.9e-06
  23100      4.96e-01    5.25e-01      3.30e-03    3.63e-03      1.57e-01    1.66e-01    8.9e-06
  23200      4.38e-01    4.81e-01      1.69e-03    3.38e-03      1.39e-01    1.52e-01    8.9e-06
  23300      4.15e-01    3.84e-01      2.29e-03    2.65e-03      1.32e-01    1.22e-01    8.9e-06
  23400      6.23e-01    4.62e-01      2.37e-03    1.17e-03      1.98e-01    1.47e-01    8.9e-06
  23500      3.40e-01    3.45e-01      3.42e-03    3.16e-03      1.07e-01    1.09e-01    8.9e-06
  23600      4.40e-01    4.43e-01      9.06e-04    1.30e-03      1.40e-01    1.41e-01    8.9e-06
  23700      4.42e-01    4.28e-01      4.06e-03    9.85e-04      1.40e-01    1.36e-01    8.9e-06
  23800      5.02e-01    4.06e-01      7.33e-04    8.22e-04      1.59e-01    1.29e-01    8.9e-06
  23900      5.57e-01    4.14e-01      1.33e-03    6.04e-04      1.77e-01    1.31e-01    8.9e-06
  24000      3.91e-01    3.96e-01      7.32e-04    2.68e-03      1.36e-01    1.38e-01    7.3e-06
  24100      3.69e-01    4.00e-01      2.73e-03    3.95e-03      1.28e-01    1.39e-01    7.3e-06
  24200      3.20e-01    3.75e-01      5.52e-03    2.81e-03      1.10e-01    1.30e-01    7.3e-06
  24300      4.75e-01    4.29e-01      2.33e-03    4.66e-03      1.65e-01    1.49e-01    7.3e-06
  24400      3.86e-01    4.25e-01      1.38e-03    1.76e-03      1.34e-01    1.48e-01    7.3e-06
  24500      3.35e-01    4.70e-01      4.96e-04    1.59e-03      1.17e-01    1.63e-01    7.3e-06
  24600      3.13e-01    4.19e-01      3.99e-04    3.90e-03      1.09e-01    1.46e-01    7.3e-06
  24700      4.44e-01    4.41e-01      1.65e-03    5.11e-03      1.54e-01    1.53e-01    7.3e-06
  24800      3.76e-01    3.93e-01      3.54e-04    2.56e-03      1.31e-01    1.37e-01    7.3e-06
  24900      5.44e-01    4.14e-01      1.52e-03    1.75e-03      1.89e-01    1.44e-01    7.3e-06
  25000      3.43e-01    3.99e-01      7.29e-04    4.43e-04      1.30e-01    1.52e-01    5.9e-06
  25100      3.13e-01    4.24e-01      2.32e-03    5.49e-05      1.19e-01    1.61e-01    5.9e-06
  25200      3.51e-01    3.48e-01      5.06e-03    1.10e-03      1.33e-01    1.32e-01    5.9e-06
  25300      3.53e-01    3.25e-01      2.05e-03    5.01e-03      1.34e-01    1.23e-01    5.9e-06
  25400      3.29e-01    3.57e-01      3.88e-04    4.37e-05      1.25e-01    1.36e-01    5.9e-06
  25500      4.49e-01    2.90e-01      1.63e-03    3.01e-05      1.70e-01    1.10e-01    5.9e-06
  25600      4.46e-01    3.84e-01      2.20e-03    3.01e-05      1.70e-01    1.46e-01    5.9e-06
  25700      4.61e-01    3.25e-01      1.11e-04    1.57e-04      1.75e-01    1.24e-01    5.9e-06
  25800      4.16e-01    4.18e-01      5.60e-04    4.63e-03      1.58e-01    1.58e-01    5.9e-06
  25900      3.80e-01    4.21e-01      4.22e-03    2.87e-05      1.44e-01    1.60e-01    5.9e-06
  26000      2.78e-01    2.98e-01      5.12e-04    6.78e-04      1.15e-01    1.23e-01    4.8e-06
