#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  26100      4.03e-01    3.77e-01      2.72e-03    2.95e-03      1.67e-01    1.56e-01    4.8e-06
  26200      2.88e-01    3.57e-01      8.90e-04    8.27e-04      1.19e-01    1.48e-01    4.8e-06
  26300      3.79e-01    2.63e-01      2.61e-03    5.86e-03      1.57e-01    1.07e-01    4.8e-06
  26400      2.99e-01    3.88e-01      3.88e-03    2.91e-03      1.23e-01    1.61e-01    4.8e-06
  26500      3.61e-01    3.20e-01      2.54e-04    1.09e-03      1.50e-01    1.32e-01    4.8e-06
  26600      3.14e-01    3.39e-01      1.35e-03    1.59e-03      1.30e-01    1.40e-01    4.8e-06
  26700      3.93e-01    3.28e-01      2.12e-03    2.12e-04      1.63e-01    1.36e-01    4.8e-06
  26800      2.97e-01    3.66e-01      2.00e-03    9.52e-05      1.23e-01    1.52e-01    4.8e-06
  26900      2.58e-01    3.91e-01      1.69e-03    7.49e-04      1.07e-01    1.62e-01    4.8e-06
  27000      2.80e-01    2.92e-01      4.39e-03    3.81e-03      1.25e-01    1.31e-01    3.9e-06
  27100      3.23e-01    2.90e-01      1.85e-03    7.13e-03      1.46e-01    1.28e-01    3.9e-06
  27200      3.57e-01    2.80e-01      2.30e-03    1.21e-03      1.61e-01    1.26e-01    3.9e-06
  27300      3.08e-01    3.75e-01      2.36e-03    2.59e-03      1.39e-01    1.69e-01    3.9e-06
  27400      3.65e-01    3.16e-01      3.08e-03    1.91e-04      1.64e-01    1.42e-01    3.9e-06
  27500      2.91e-01    3.69e-01      1.90e-03    1.26e-03      1.31e-01    1.66e-01    3.9e-06
  27600      4.08e-01    3.24e-01      2.99e-03    2.02e-03      1.83e-01    1.46e-01    3.9e-06
  27700      3.89e-01    2.88e-01      2.60e-04    5.71e-04      1.75e-01    1.30e-01    3.9e-06
  27800      2.38e-01    3.59e-01      2.00e-03    9.77e-04      1.07e-01    1.62e-01    3.9e-06
  27900      3.24e-01    2.34e-01      4.41e-03    9.99e-04      1.45e-01    1.05e-01    3.9e-06
  28000      2.84e-01    2.31e-01      9.65e-04    3.83e-03      1.38e-01    1.12e-01    3.2e-06
  28100      2.51e-01    3.03e-01      1.01e-03    5.65e-03      1.23e-01    1.46e-01    3.2e-06
  28200      2.97e-01    2.31e-01      6.68e-04    7.31e-04      1.45e-01    1.13e-01    3.2e-06
  28300      3.03e-01    3.15e-01      1.99e-03    2.60e-03      1.48e-01    1.53e-01    3.2e-06
  28400      2.52e-01    2.55e-01      4.42e-03    1.39e-03      1.22e-01    1.25e-01    3.2e-06
  28500      2.76e-01    2.88e-01      3.60e-04    1.35e-03      1.35e-01    1.40e-01    3.2e-06
  28600      3.17e-01    3.17e-01      3.66e-03    1.77e-03      1.54e-01    1.55e-01    3.2e-06
  28700      2.58e-01    2.62e-01      2.21e-03    1.84e-03      1.26e-01    1.28e-01    3.2e-06
  28800      3.00e-01    2.96e-01      4.63e-04    1.21e-03      1.46e-01    1.44e-01    3.2e-06
  28900      2.54e-01    4.79e-01      5.55e-03    6.41e-03      1.22e-01    2.32e-01    3.2e-06
  29000      2.71e-01    2.18e-01      5.03e-03    6.70e-05      1.41e-01    1.15e-01    2.6e-06
  29100      2.49e-01    3.02e-01      2.99e-03    4.03e-04      1.31e-01    1.59e-01    2.6e-06
  29200      2.78e-01    2.76e-01      2.74e-03    2.12e-03      1.46e-01    1.45e-01    2.6e-06
  29300      3.11e-01    2.46e-01      1.99e-03    3.29e-03      1.64e-01    1.29e-01    2.6e-06
  29400      2.94e-01    2.60e-01      2.24e-03    9.95e-04      1.54e-01    1.37e-01    2.6e-06
  29500      3.51e-01    3.13e-01      9.46e-04    1.26e-03      1.85e-01    1.65e-01    2.6e-06
  29600      2.36e-01    2.95e-01      2.30e-03    6.56e-04      1.24e-01    1.55e-01    2.6e-06
  29700      2.71e-01    2.61e-01      2.59e-03    2.55e-03      1.42e-01    1.37e-01    2.6e-06
  29800      2.20e-01    3.89e-01      4.08e-03    3.21e-04      1.14e-01    2.05e-01    2.6e-06
  29900      2.61e-01    2.40e-01      5.58e-04    2.63e-03      1.38e-01    1.26e-01    2.6e-06
  30000      1.92e-01    2.85e-01      2.76e-03    2.29e-03      1.08e-01    1.61e-01    2.1e-06
  30100      2.73e-01    2.41e-01      1.79e-03    3.32e-03      1.54e-01    1.35e-01    2.1e-06
  30200      2.43e-01    2.35e-01      1.36e-03    1.81e-04      1.37e-01    1.33e-01    2.1e-06
  30300      2.21e-01    1.85e-01      6.57e-03    1.65e-03      1.22e-01    1.04e-01    2.1e-06
  30400      2.32e-01    2.22e-01      1.01e-03    5.98e-04      1.31e-01    1.26e-01    2.1e-06
  30500      3.27e-01    2.54e-01      7.02e-04    3.38e-03      1.85e-01    1.43e-01    2.1e-06
  30600      2.78e-01    2.85e-01      4.94e-04    1.05e-03      1.57e-01    1.61e-01    2.1e-06
  30700      2.05e-01    2.05e-01      7.84e-04    2.10e-03      1.16e-01    1.16e-01    2.1e-06
  30800      2.19e-01    2.65e-01      4.63e-03    3.71e-03      1.22e-01    1.49e-01    2.1e-06
  30900      2.47e-01    2.51e-01      2.50e-03    4.84e-03      1.39e-01    1.41e-01    2.1e-06
  31000      2.23e-01    2.47e-01      1.60e-03    1.32e-04      1.35e-01    1.49e-01    1.7e-06
  31100      2.62e-01    2.51e-01      2.90e-03    1.46e-03      1.58e-01    1.52e-01    1.7e-06
  31200      2.29e-01    2.96e-01      7.54e-04    1.87e-03      1.38e-01    1.79e-01    1.7e-06
  31300      2.47e-01    3.36e-01      4.83e-03    3.90e-03      1.48e-01    2.03e-01    1.7e-06
  31400      2.54e-01    2.09e-01      1.44e-03    1.48e-03      1.53e-01    1.26e-01    1.7e-06
  31500      1.75e-01    2.70e-01      1.21e-03    7.72e-03      1.06e-01    1.60e-01    1.7e-06
  31600      2.43e-01    2.03e-01      2.56e-03    1.56e-03      1.47e-01    1.22e-01    1.7e-06
  31700      2.22e-01    2.81e-01      4.81e-03    1.11e-04      1.32e-01    1.70e-01    1.7e-06
  31800      2.18e-01    2.44e-01      3.93e-03    5.71e-04      1.31e-01    1.48e-01    1.7e-06
  31900      2.70e-01    2.25e-01      2.46e-03    2.68e-03      1.63e-01    1.36e-01    1.7e-06
  32000      2.28e-01    1.87e-01      7.41e-04    3.76e-03      1.47e-01    1.19e-01    1.4e-06
  32100      2.14e-01    1.81e-01      1.56e-04    6.24e-04      1.38e-01    1.17e-01    1.4e-06
  32200      1.81e-01    2.32e-01      5.46e-04    3.10e-03      1.16e-01    1.49e-01    1.4e-06
  32300      2.94e-01    2.23e-01      2.66e-03    5.50e-04      1.89e-01    1.44e-01    1.4e-06
  32400      2.14e-01    1.78e-01      4.84e-04    7.57e-04      1.38e-01    1.15e-01    1.4e-06
  32500      1.90e-01    2.26e-01      4.21e-04    1.27e-03      1.22e-01    1.45e-01    1.4e-06
  32600      2.07e-01    3.10e-01      9.28e-04    3.03e-03      1.34e-01    1.99e-01    1.4e-06
  32700      2.08e-01    2.38e-01      1.25e-03    5.84e-04      1.34e-01    1.54e-01    1.4e-06
  32800      2.11e-01    2.32e-01      1.89e-03    2.76e-03      1.36e-01    1.49e-01    1.4e-06
  32900      2.54e-01    1.88e-01      1.09e-03    9.41e-04      1.63e-01    1.21e-01    1.4e-06
  33000      2.04e-01    2.07e-01      1.45e-03    3.80e-05      1.39e-01    1.41e-01    1.1e-06
  33100      1.91e-01    1.60e-01      9.56e-04    3.41e-03      1.31e-01    1.08e-01    1.1e-06
  33200      2.10e-01    2.32e-01      4.42e-03    2.81e-03      1.41e-01    1.58e-01    1.1e-06
  33300      1.85e-01    2.34e-01      1.62e-03    3.37e-03      1.26e-01    1.59e-01    1.1e-06
  33400      1.57e-01    2.33e-01      1.60e-03    1.70e-05      1.07e-01    1.59e-01    1.1e-06
  33500      1.97e-01    1.81e-01      1.76e-03    1.56e-03      1.34e-01    1.23e-01    1.1e-06
  33600      2.69e-01    2.15e-01      9.91e-05    2.69e-03      1.84e-01    1.46e-01    1.1e-06
  33700      2.89e-01    2.24e-01      1.71e-03    2.30e-03      1.97e-01    1.52e-01    1.1e-06
  33800      2.22e-01    1.91e-01      3.09e-05    4.19e-03      1.51e-01    1.28e-01    1.1e-06
  33900      2.40e-01    2.02e-01      4.75e-04    1.80e-03      1.64e-01    1.37e-01    1.1e-06
  34000      1.93e-01    2.14e-01      4.72e-04    2.38e-03      1.39e-01    1.53e-01    9.3e-07
  34100      2.09e-01    2.10e-01      7.19e-04    1.33e-03      1.50e-01    1.51e-01    9.3e-07
  34200      1.90e-01    2.97e-01      1.90e-03    9.22e-04      1.36e-01    2.13e-01    9.3e-07
  34300      2.24e-01    2.26e-01      7.17e-04    1.12e-03      1.61e-01    1.62e-01    9.3e-07
  34400      1.69e-01    2.27e-01      1.05e-03    3.83e-03      1.22e-01    1.61e-01    9.3e-07
  34500      1.61e-01    1.73e-01      1.07e-03    3.32e-03      1.16e-01    1.23e-01    9.3e-07
  34600      2.28e-01    1.97e-01      1.87e-03    9.78e-04      1.64e-01    1.42e-01    9.3e-07
  34700      2.38e-01    1.55e-01      1.06e-03    3.71e-04      1.71e-01    1.11e-01    9.3e-07
  34800      1.99e-01    1.96e-01      3.39e-03    9.51e-04      1.42e-01    1.41e-01    9.3e-07
  34900      2.44e-01    2.10e-01      9.43e-04    2.04e-03      1.75e-01    1.51e-01    9.3e-07
  35000      2.13e-01    1.79e-01      2.23e-03    5.19e-04      1.60e-01    1.35e-01    7.6e-07
  35100      1.55e-01    1.75e-01      9.59e-04    9.72e-04      1.17e-01    1.32e-01    7.6e-07
  35200      2.08e-01    2.24e-01      3.23e-05    9.47e-04      1.57e-01    1.69e-01    7.6e-07
  35300      2.32e-01    1.93e-01      2.78e-06    3.10e-03      1.75e-01    1.44e-01    7.6e-07
  35400      1.95e-01    1.96e-01      3.05e-03    4.65e-03      1.46e-01    1.45e-01    7.6e-07
  35500      1.59e-01    1.81e-01      1.17e-03    2.95e-04      1.19e-01    1.36e-01    7.6e-07
  35600      1.64e-01    1.66e-01      1.09e-03    1.08e-03      1.23e-01    1.25e-01    7.6e-07
  35700      1.58e-01    2.12e-01      3.73e-04    1.31e-03      1.19e-01    1.59e-01    7.6e-07
  35800      1.52e-01    1.68e-01      2.64e-04    1.18e-03      1.14e-01    1.26e-01    7.6e-07
  35900      2.06e-01    2.22e-01      2.80e-03    2.60e-03      1.54e-01    1.66e-01    7.6e-07
  36000      1.66e-01    2.07e-01      9.74e-04    1.20e-03      1.30e-01    1.63e-01    6.2e-07
  36100      2.14e-01    1.59e-01      3.59e-03    3.39e-03      1.66e-01    1.23e-01    6.2e-07
  36200      1.49e-01    1.92e-01      6.85e-05    6.36e-03      1.17e-01    1.46e-01    6.2e-07
  36300      2.24e-01    1.95e-01      3.81e-03    8.09e-04      1.74e-01    1.53e-01    6.2e-07
  36400      1.57e-01    1.72e-01      3.59e-03    2.25e-03      1.22e-01    1.34e-01    6.2e-07
  36500      1.39e-01    1.81e-01      7.56e-04    7.62e-04      1.09e-01    1.42e-01    6.2e-07
  36600      1.48e-01    1.72e-01      1.21e-03    2.02e-04      1.16e-01    1.35e-01    6.2e-07
  36700      1.41e-01    2.71e-01      3.45e-03    1.85e-04      1.09e-01    2.13e-01    6.2e-07
  36800      2.23e-01    1.77e-01      2.11e-03    7.49e-04      1.75e-01    1.39e-01    6.2e-07
  36900      1.70e-01    1.65e-01      1.05e-03    2.77e-03      1.34e-01    1.28e-01    6.2e-07
  37000      1.75e-01    1.59e-01      1.86e-03    1.17e-03      1.42e-01    1.29e-01    5.1e-07
  37100      1.78e-01    1.90e-01      1.09e-03    8.07e-04      1.45e-01    1.55e-01    5.1e-07
  37200      1.54e-01    1.53e-01      1.29e-03    1.99e-04      1.25e-01    1.25e-01    5.1e-07
  37300      1.54e-01    1.78e-01      4.17e-03    2.82e-03      1.23e-01    1.44e-01    5.1e-07
  37400      1.88e-01    1.59e-01      1.58e-03    2.54e-04      1.53e-01    1.29e-01    5.1e-07
  37500      1.74e-01    1.95e-01      6.60e-03    2.44e-03      1.36e-01    1.59e-01    5.1e-07
  37600      1.58e-01    1.61e-01      3.24e-03    8.50e-04      1.27e-01    1.31e-01    5.1e-07
  37700      1.76e-01    2.06e-01      2.47e-04    2.68e-03      1.44e-01    1.67e-01    5.1e-07
  37800      1.60e-01    1.95e-01      2.61e-04    5.15e-04      1.30e-01    1.59e-01    5.1e-07
  37900      1.78e-01    1.73e-01      1.60e-03    1.41e-03      1.45e-01    1.41e-01    5.1e-07
  38000      1.50e-01    1.89e-01      1.54e-03    3.29e-03      1.26e-01    1.58e-01    4.1e-07
  38100      1.90e-01    1.64e-01      8.06e-03    1.69e-03      1.51e-01    1.37e-01    4.1e-07
  38200      1.17e-01    1.77e-01      3.86e-03    2.18e-04      9.56e-02    1.49e-01    4.1e-07
  38300      1.93e-01    2.23e-01      9.32e-04    4.41e-03      1.62e-01    1.86e-01    4.1e-07
  38400      1.38e-01    1.67e-01      2.25e-03    1.49e-03      1.15e-01    1.40e-01    4.1e-07
  38500      1.62e-01    1.46e-01      2.91e-03    1.85e-04      1.35e-01    1.23e-01    4.1e-07
  38600      1.75e-01    1.48e-01      6.86e-03    1.38e-03      1.40e-01    1.25e-01    4.1e-07
  38700      1.56e-01    2.53e-01      2.19e-03    7.78e-04      1.31e-01    2.13e-01    4.1e-07
  38800      1.77e-01    1.96e-01      2.70e-03    1.98e-05      1.48e-01    1.65e-01    4.1e-07
  38900      1.88e-01    1.85e-01      1.55e-03    5.60e-03      1.58e-01    1.52e-01    4.1e-07
  39000      1.64e-01    2.02e-01      2.38e-03    2.81e-03      1.41e-01    1.74e-01    3.4e-07
  39100      1.43e-01    2.35e-01      1.13e-03    2.08e-03      1.24e-01    2.03e-01    3.4e-07
  39200      1.96e-01    1.87e-01      1.23e-03    3.22e-04      1.70e-01    1.61e-01    3.4e-07
  39300      2.25e-01    1.80e-01      3.80e-03    3.14e-03      1.93e-01    1.54e-01    3.4e-07
  39400      1.38e-01    1.71e-01      5.00e-03    1.67e-03      1.14e-01    1.48e-01    3.4e-07
  39500      1.83e-01    1.76e-01      5.77e-04    1.77e-03      1.58e-01    1.52e-01    3.4e-07
  39600      1.45e-01    1.64e-01      6.58e-04    6.57e-04      1.25e-01    1.42e-01    3.4e-07
  39700      1.51e-01    1.67e-01      1.40e-03    3.79e-05      1.31e-01    1.45e-01    3.4e-07
  39800      1.63e-01    1.44e-01      5.79e-04    3.61e-03      1.41e-01    1.23e-01    3.4e-07
  39900      1.52e-01    1.79e-01      1.66e-03    3.68e-04      1.31e-01    1.55e-01    3.4e-07
  40000      1.48e-01    1.86e-01      4.07e-04    1.61e-03      1.31e-01    1.64e-01    2.7e-07
  40100      1.38e-01    1.76e-01      2.65e-04    1.43e-03      1.22e-01    1.56e-01    2.7e-07
  40200      1.32e-01    1.58e-01      1.06e-03    2.51e-04      1.16e-01    1.40e-01    2.7e-07
  40300      1.98e-01    1.80e-01      2.50e-03    5.40e-04      1.75e-01    1.59e-01    2.7e-07
  40400      1.75e-01    1.55e-01      2.11e-03    5.83e-04      1.54e-01    1.37e-01    2.7e-07
  40500      1.84e-01    1.81e-01      1.63e-03    5.79e-04      1.62e-01    1.61e-01    2.7e-07
  40600      1.55e-01    1.50e-01      1.29e-03    1.18e-04      1.37e-01    1.33e-01    2.7e-07
  40700      1.31e-01    1.65e-01      1.04e-04    3.63e-03      1.17e-01    1.44e-01    2.7e-07
  40800      1.54e-01    1.31e-01      1.81e-03    2.45e-03      1.36e-01    1.15e-01    2.7e-07
  40900      1.69e-01    1.76e-01      7.72e-03    3.17e-03      1.40e-01    1.54e-01    2.7e-07
  41000      1.38e-01    1.65e-01      6.95e-04    5.15e-03      1.25e-01    1.45e-01    2.2e-07
  41100      1.86e-01    1.50e-01      3.11e-03    7.43e-04      1.66e-01    1.35e-01    2.2e-07
  41200      1.35e-01    1.92e-01      5.73e-04    1.75e-03      1.22e-01    1.73e-01    2.2e-07
  41300      1.53e-01    1.62e-01      2.13e-04    1.12e-03      1.38e-01    1.47e-01    2.2e-07
  41400      1.51e-01    1.70e-01      2.94e-03    1.50e-03      1.35e-01    1.54e-01    2.2e-07
  41500      1.63e-01    1.44e-01      1.96e-03    3.38e-03      1.47e-01    1.28e-01    2.2e-07
  41600      1.36e-01    1.93e-01      5.02e-04    1.62e-03      1.23e-01    1.74e-01    2.2e-07
  41700      1.74e-01    1.61e-01      8.30e-04    5.31e-03      1.57e-01    1.41e-01    2.2e-07
  41800      1.49e-01    1.51e-01      3.63e-04    2.54e-03      1.35e-01    1.35e-01    2.2e-07
  41900      1.58e-01    1.43e-01      2.33e-03    1.35e-03      1.42e-01    1.29e-01    2.2e-07
  42000      2.15e-01    1.41e-01      2.62e-03    1.64e-03      1.97e-01    1.29e-01    1.8e-07
  42100      1.78e-01    1.36e-01      3.00e-03    7.98e-04      1.63e-01    1.25e-01    1.8e-07
  42200      1.37e-01    1.35e-01      1.91e-03    1.40e-03      1.26e-01    1.24e-01    1.8e-07
  42300      1.23e-01    1.73e-01      3.86e-03    7.39e-04      1.09e-01    1.59e-01    1.8e-07
  42400      1.67e-01    1.40e-01      2.87e-04    1.57e-04      1.54e-01    1.29e-01    1.8e-07
  42500      1.46e-01    1.52e-01      7.77e-04    9.47e-04      1.34e-01    1.40e-01    1.8e-07
  42600      1.42e-01    1.61e-01      5.34e-04    2.34e-03      1.31e-01    1.47e-01    1.8e-07
  42700      1.64e-01    1.21e-01      1.45e-03    1.07e-03      1.50e-01    1.11e-01    1.8e-07
  42800      2.00e-01    1.64e-01      1.34e-03    4.20e-03      1.84e-01    1.48e-01    1.8e-07
  42900      1.46e-01    1.66e-01      1.38e-03    3.60e-04      1.34e-01    1.52e-01    1.8e-07
  43000      1.70e-01    2.56e-01      1.61e-03    6.85e-03      1.58e-01    2.33e-01    1.5e-07
  43100      1.72e-01    1.33e-01      7.71e-03    3.78e-03      1.51e-01    1.21e-01    1.5e-07
  43200      1.68e-01    1.42e-01      5.98e-04    1.15e-03      1.57e-01    1.32e-01    1.5e-07
  43300      1.47e-01    1.32e-01      5.37e-04    6.75e-04      1.38e-01    1.23e-01    1.5e-07
  43400      1.57e-01    1.49e-01      7.81e-04    6.54e-03      1.47e-01    1.31e-01    1.5e-07
  43500      1.41e-01    1.65e-01      1.60e-03    1.27e-03      1.31e-01    1.54e-01    1.5e-07
  43600      1.98e-01    1.73e-01      6.49e-04    2.13e-03      1.85e-01    1.61e-01    1.5e-07
  43700      1.24e-01    1.72e-01      3.50e-04    2.22e-04      1.16e-01    1.60e-01    1.5e-07
  43800      1.70e-01    2.56e-01      2.26e-04    6.99e-03      1.58e-01    2.34e-01    1.5e-07
  43900      1.49e-01    1.46e-01      5.53e-04    2.68e-03      1.39e-01    1.35e-01    1.5e-07
  44000      1.27e-01    1.56e-01      5.18e-03    3.63e-04      1.14e-01    1.47e-01    1.2e-07
  44100      1.35e-01    1.85e-01      2.20e-03    2.40e-03      1.26e-01    1.74e-01    1.2e-07
  44200      1.52e-01    1.35e-01      2.91e-03    8.46e-04      1.42e-01    1.28e-01    1.2e-07
  44300      1.59e-01    1.71e-01      3.93e-03    1.79e-03      1.48e-01    1.61e-01    1.2e-07
  44400      1.58e-01    1.46e-01      2.67e-03    1.75e-03      1.48e-01    1.37e-01    1.2e-07
  44500      1.81e-01    1.37e-01      2.27e-03    2.18e-03      1.70e-01    1.29e-01    1.2e-07
  44600      1.70e-01    1.33e-01      1.60e-03    3.32e-03      1.60e-01    1.23e-01    1.2e-07
  44700      1.22e-01    1.43e-01      1.18e-03    2.45e-03      1.15e-01    1.34e-01    1.2e-07
  44800      1.17e-01    1.71e-01      3.00e-03    7.24e-03      1.08e-01    1.53e-01    1.2e-07
  44900      1.46e-01    1.59e-01      8.11e-05    1.25e-03      1.38e-01    1.50e-01    1.2e-07
  45000      1.30e-01    1.16e-01      3.58e-03    1.62e-04      1.21e-01    1.11e-01    9.8e-08
  45100      1.31e-01    1.33e-01      3.25e-03    2.80e-03      1.23e-01    1.25e-01    9.8e-08
  45200      1.03e-01    1.30e-01      3.33e-03    3.76e-03      9.56e-02    1.21e-01    9.8e-08
  45300      1.14e-01    1.39e-01      3.57e-03    1.45e-03      1.06e-01    1.32e-01    9.8e-08
  45400      1.52e-01    1.51e-01      3.23e-04    2.60e-03      1.45e-01    1.43e-01    9.8e-08
  45500      1.79e-01    1.26e-01      5.92e-04    3.10e-04      1.71e-01    1.20e-01    9.8e-08
  45600      1.36e-01    1.71e-01      4.84e-04    6.82e-04      1.30e-01    1.63e-01    9.8e-08
  45700      1.71e-01    1.43e-01      7.23e-04    2.38e-03      1.63e-01    1.36e-01    9.8e-08
  45800      1.22e-01    1.69e-01      6.45e-04    3.81e-03      1.16e-01    1.59e-01    9.8e-08
  45900      1.60e-01    1.43e-01      6.59e-04    1.99e-03      1.53e-01    1.35e-01    9.8e-08
  46000      1.66e-01    1.58e-01      3.24e-03    2.45e-03      1.58e-01    1.51e-01    8.0e-08
  46100      1.42e-01    1.20e-01      2.40e-03    6.93e-04      1.36e-01    1.15e-01    8.0e-08
  46200      1.46e-01    1.61e-01      4.12e-05    3.86e-03      1.41e-01    1.52e-01    8.0e-08
  46300      2.02e-01    1.28e-01      3.17e-03    2.80e-04      1.93e-01    1.24e-01    8.0e-08
  46400      1.34e-01    1.15e-01      5.30e-03    7.42e-04      1.22e-01    1.10e-01    8.0e-08
  46500      1.30e-01    1.44e-01      3.96e-03    2.72e-03      1.22e-01    1.37e-01    8.0e-08
  46600      1.62e-01    1.44e-01      2.83e-03    1.44e-03      1.54e-01    1.38e-01    8.0e-08
  46700      1.57e-01    1.48e-01      3.84e-04    1.28e-04      1.51e-01    1.42e-01    8.0e-08
  46800      1.83e-01    1.90e-01      3.29e-03    1.24e-03      1.74e-01    1.82e-01    8.0e-08
  46900      1.22e-01    1.68e-01      1.22e-03    6.09e-04      1.17e-01    1.62e-01    8.0e-08
  47000      1.38e-01    1.48e-01      1.15e-03    4.62e-03      1.34e-01    1.39e-01    6.5e-08
  47100      1.46e-01    1.41e-01      3.57e-03    2.35e-03      1.39e-01    1.36e-01    6.5e-08
  47200      1.43e-01    1.35e-01      2.20e-04    1.81e-03      1.38e-01    1.30e-01    6.5e-08
  47300      1.37e-01    2.05e-01      2.92e-03    1.94e-03      1.31e-01    1.98e-01    6.5e-08
  47400      1.80e-01    1.51e-01      3.16e-04    3.67e-03      1.74e-01    1.44e-01    6.5e-08
  47500      1.52e-01    1.42e-01      2.78e-03    1.04e-03      1.46e-01    1.38e-01    6.5e-08
  47600      1.13e-01    1.25e-01      6.81e-05    8.01e-04      1.09e-01    1.21e-01    6.5e-08
  47700      1.66e-01    1.44e-01      1.11e-03    1.11e-03      1.61e-01    1.40e-01    6.5e-08
  47800      1.46e-01    1.08e-01      6.73e-03    7.74e-04      1.32e-01    1.04e-01    6.5e-08
  47900      1.28e-01    1.65e-01      8.20e-04    1.28e-03      1.24e-01    1.59e-01    6.5e-08
  48000      1.50e-01    1.38e-01      1.93e-03    3.27e-03      1.45e-01    1.33e-01    5.3e-08
  48100      1.30e-01    1.19e-01      2.00e-03    2.35e-04      1.25e-01    1.16e-01    5.3e-08
  48200      1.38e-01    1.34e-01      1.73e-03    1.96e-03      1.33e-01    1.30e-01    5.3e-08
  48300      1.23e-01    1.33e-01      1.41e-03    1.98e-03      1.19e-01    1.29e-01    5.3e-08
  48400      1.35e-01    1.42e-01      1.79e-03    2.51e-03      1.31e-01    1.37e-01    5.3e-08
  48500      1.50e-01    1.20e-01      4.61e-03    2.39e-03      1.41e-01    1.15e-01    5.3e-08
  48600      1.22e-01    1.64e-01      4.19e-04    1.69e-03      1.19e-01    1.59e-01    5.3e-08
  48700      1.80e-01    1.56e-01      1.45e-03    3.87e-04      1.76e-01    1.52e-01    5.3e-08
  48800      1.12e-01    2.19e-01      2.45e-03    9.86e-04      1.07e-01    2.13e-01    5.3e-08
  48900      1.32e-01    1.94e-01      2.75e-03    4.38e-03      1.27e-01    1.86e-01    5.3e-08
  49000      1.33e-01    2.09e-01      3.65e-04    3.09e-04      1.30e-01    2.04e-01    4.3e-08
  49100      1.18e-01    1.73e-01      1.53e-03    3.23e-03      1.14e-01    1.68e-01    4.3e-08
  49200      1.34e-01    1.37e-01      8.93e-04    1.25e-03      1.31e-01    1.34e-01    4.3e-08
  49300      1.94e-01    1.44e-01      2.82e-03    1.10e-03      1.89e-01    1.40e-01    4.3e-08
  49400      1.18e-01    1.36e-01      3.55e-04    1.73e-04      1.16e-01    1.33e-01    4.3e-08
  49500      1.68e-01    1.66e-01      1.64e-03    3.25e-03      1.64e-01    1.60e-01    4.3e-08
  49600      1.67e-01    1.56e-01      2.34e-04    1.61e-04      1.64e-01    1.52e-01    4.3e-08
  49700      1.46e-01    1.45e-01      5.87e-03    1.04e-04      1.36e-01    1.42e-01    4.3e-08
  49800      1.47e-01    1.58e-01      4.75e-04    3.18e-03      1.44e-01    1.53e-01    4.3e-08
  49900      1.45e-01    1.63e-01      1.40e-03    1.30e-03      1.41e-01    1.59e-01    4.3e-08
  50000      1.56e-01    1.52e-01      5.98e-04    4.40e-03      1.54e-01    1.45e-01    3.5e-08
