#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  25800      8.25e-01    7.34e-01      6.78e-03    2.77e-03      3.13e-01    2.79e-01    5.9e-06
  25900      7.73e-01    4.79e-01      1.81e-03    5.54e-03      2.94e-01    1.81e-01    5.9e-06
  26000      7.76e-01    5.04e-01      4.59e-03    4.21e-03      3.21e-01    2.09e-01    4.8e-06
  26100      8.59e-01    8.94e-01      1.23e-02    1.04e-02      3.54e-01    3.69e-01    4.8e-06
  26200      6.78e-01    6.93e-01      6.07e-03    5.66e-03      2.80e-01    2.87e-01    4.8e-06
  26300      6.30e-01    7.19e-01      4.07e-03    2.14e-03      2.61e-01    2.98e-01    4.8e-06
  26400      6.54e-01    8.40e-01      4.86e-03    2.82e-02      2.71e-01    3.36e-01    4.8e-06
  26500      7.34e-01    6.69e-01      1.67e-02    1.92e-03      2.99e-01    2.77e-01    4.8e-06
  26600      5.54e-01    4.35e-01      7.26e-03    1.24e-03      2.28e-01    1.80e-01    4.8e-06
  26700      8.92e-01    4.97e-01      1.30e-02    6.49e-03      3.67e-01    2.05e-01    4.8e-06
  26800      7.97e-01    5.43e-01      1.42e-02    3.71e-04      3.27e-01    2.25e-01    4.8e-06
  26900      6.04e-01    7.80e-01      2.46e-03    3.74e-03      2.50e-01    3.23e-01    4.8e-06
  27000      7.94e-01    4.65e-01      7.04e-03    8.52e-03      3.57e-01    2.07e-01    3.9e-06
  27100      9.47e-01    7.18e-01      5.02e-03    1.10e-02      4.26e-01    3.21e-01    3.9e-06
  27200      4.93e-01    5.99e-01      1.23e-02    1.20e-03      2.18e-01    2.70e-01    3.9e-06
  27300      6.22e-01    4.30e-01      6.86e-03    4.26e-03      2.79e-01    1.93e-01    3.9e-06
  27400      7.01e-01    5.32e-01      4.38e-04    5.53e-03      3.16e-01    2.39e-01    3.9e-06
  27500      6.86e-01    6.37e-01      5.96e-03    8.16e-03      3.08e-01    2.86e-01    3.9e-06
  27600      4.22e-01    3.96e-01      1.50e-03    5.24e-03      1.90e-01    1.77e-01    3.9e-06
  27700      5.11e-01    6.31e-01      1.08e-03    2.58e-03      2.30e-01    2.84e-01    3.9e-06
  27800      7.19e-01    6.81e-01      7.10e-03    1.63e-02      3.23e-01    3.02e-01    3.9e-06
  27900      6.35e-01    9.22e-01      1.19e-02    2.70e-03      2.83e-01    4.15e-01    3.9e-06
  28000      6.23e-01    4.85e-01      2.22e-03    2.29e-03      3.04e-01    2.37e-01    3.2e-06
  28100      6.98e-01    5.89e-01      4.76e-03    6.16e-03      3.40e-01    2.87e-01    3.2e-06
  28200      6.78e-01    6.37e-01      2.42e-02    1.64e-03      3.18e-01    3.11e-01    3.2e-06
  28300      6.14e-01    5.17e-01      1.94e-02    5.92e-03      2.91e-01    2.51e-01    3.2e-06
  28400      5.22e-01    5.71e-01      9.23e-03    1.76e-03      2.53e-01    2.79e-01    3.2e-06
  28500      6.07e-01    3.70e-01      1.65e-03    1.38e-03      2.96e-01    1.80e-01    3.2e-06
  28600      3.63e-01    5.27e-01      3.72e-03    3.93e-03      1.77e-01    2.57e-01    3.2e-06
  28700      4.88e-01    4.80e-01      2.27e-03    6.27e-04      2.38e-01    2.34e-01    3.2e-06
  28800      2.72e-01    5.56e-01      1.21e-03    9.08e-04      1.33e-01    2.71e-01    3.2e-06
  28900      5.72e-01    4.04e-01      1.03e-02    3.74e-03      2.76e-01    1.97e-01    3.2e-06
  29000      6.20e-01    5.50e-01      9.20e-03    1.88e-03      3.24e-01    2.89e-01    2.6e-06
  29100      6.40e-01    5.57e-01      5.81e-03    6.73e-03      3.36e-01    2.92e-01    2.6e-06
  29200      8.85e-01    5.01e-01      1.83e-03    6.33e-04      4.66e-01    2.64e-01    2.6e-06
  29300      5.39e-01    4.23e-01      6.14e-03    1.08e-03      2.83e-01    2.23e-01    2.6e-06
  29400      5.02e-01    4.77e-01      7.87e-03    2.66e-04      2.62e-01    2.51e-01    2.6e-06
  29500      6.02e-01    5.42e-01      1.37e-03    9.09e-04      3.17e-01    2.86e-01    2.6e-06
  29600      5.49e-01    5.71e-01      1.38e-03    1.31e-02      2.89e-01    2.96e-01    2.6e-06
  29700      5.28e-01    5.59e-01      8.08e-03    1.77e-03      2.76e-01    2.94e-01    2.6e-06
  29800      6.04e-01    5.06e-01      4.68e-03    1.46e-03      3.18e-01    2.67e-01    2.6e-06
  29900      2.42e-01    4.15e-01      2.30e-03    1.04e-02      1.27e-01    2.14e-01    2.6e-06
  30000      4.27e-01    4.54e-01      8.39e-03    6.71e-03      2.39e-01    2.55e-01    2.1e-06
  30100      4.65e-01    5.70e-01      4.09e-03    2.70e-03      2.62e-01    3.22e-01    2.1e-06
  30200      3.17e-01    4.57e-01      2.60e-03    5.44e-03      1.79e-01    2.58e-01    2.1e-06
  30300      4.47e-01    6.23e-01      4.21e-03    1.40e-03      2.52e-01    3.52e-01    2.1e-06
  30400      6.08e-01    5.19e-01      2.73e-02    7.01e-04      3.23e-01    2.94e-01    2.1e-06
  30500      5.60e-01    3.19e-01      3.15e-03    2.15e-03      3.17e-01    1.80e-01    2.1e-06
  30600      5.27e-01    5.26e-01      4.09e-03    4.49e-03      2.98e-01    2.97e-01    2.1e-06
  30700      5.68e-01    2.57e-01      3.59e-04    8.44e-04      3.21e-01    1.45e-01    2.1e-06
  30800      4.92e-01    5.42e-01      7.45e-03    7.83e-04      2.77e-01    3.07e-01    2.1e-06
  30900      4.07e-01    6.12e-01      1.07e-03    5.09e-03      2.31e-01    3.46e-01    2.1e-06
  31000      4.58e-01    5.81e-01      1.22e-02    1.15e-02      2.71e-01    3.48e-01    1.7e-06
  31100      4.79e-01    5.05e-01      3.79e-03    1.19e-03      2.89e-01    3.06e-01    1.7e-06
  31200      4.21e-01    4.37e-01      2.12e-03    1.86e-03      2.55e-01    2.64e-01    1.7e-06
  31300      4.12e-01    4.38e-01      9.71e-04    2.10e-03      2.49e-01    2.65e-01    1.7e-06
  31400      4.58e-01    4.46e-01      1.04e-03    4.88e-04      2.77e-01    2.70e-01    1.7e-06
  31500      5.34e-01    5.57e-01      2.09e-03    4.68e-03      3.23e-01    3.37e-01    1.7e-06
  31600      7.03e-01    4.32e-01      1.10e-03    1.41e-03      4.26e-01    2.61e-01    1.7e-06
  31700      4.56e-01    5.23e-01      9.14e-03    1.42e-03      2.72e-01    3.17e-01    1.7e-06
  31800      3.96e-01    4.92e-01      4.24e-03    1.29e-03      2.39e-01    2.98e-01    1.7e-06
  31900      6.12e-01    4.51e-01      1.03e-02    7.73e-03      3.67e-01    2.71e-01    1.7e-06
  32000      2.08e-01    3.98e-01      4.84e-03    6.14e-03      1.32e-01    2.55e-01    1.4e-06
  32100      1.96e-01    4.22e-01      7.46e-04    1.77e-03      1.27e-01    2.72e-01    1.4e-06
  32200      4.36e-01    4.76e-01      3.74e-04    1.64e-04      2.81e-01    3.07e-01    1.4e-06
  32300      4.03e-01    4.30e-01      7.31e-03    9.62e-04      2.57e-01    2.77e-01    1.4e-06
  32400      4.73e-01    3.60e-01      1.90e-04    7.05e-03      3.05e-01    2.29e-01    1.4e-06
  32500      5.28e-01    4.77e-01      1.23e-03    5.18e-03      3.40e-01    3.06e-01    1.4e-06
  32600      5.12e-01    4.07e-01      6.87e-03    3.84e-04      3.28e-01    2.63e-01    1.4e-06
  32700      4.66e-01    4.23e-01      5.82e-03    2.47e-03      2.99e-01    2.72e-01    1.4e-06
  32800      4.43e-01    4.76e-01      6.68e-03    1.43e-03      2.84e-01    3.07e-01    1.4e-06
  32900      4.40e-01    3.38e-01      5.34e-03    8.97e-03      2.82e-01    2.13e-01    1.4e-06
  33000      4.10e-01    4.73e-01      5.11e-03    8.06e-03      2.79e-01    3.20e-01    1.1e-06
  33100      4.47e-01    5.07e-01      1.75e-03    5.97e-03      3.05e-01    3.45e-01    1.1e-06
  33200      4.79e-01    4.48e-01      8.05e-03    9.22e-04      3.24e-01    3.06e-01    1.1e-06
  33300      5.23e-01    4.10e-01      3.39e-04    3.61e-03      3.57e-01    2.79e-01    1.1e-06
  33400      3.67e-01    3.49e-01      4.66e-04    7.93e-04      2.50e-01    2.38e-01    1.1e-06
  33500      4.34e-01    3.05e-01      9.74e-04    1.06e-03      2.96e-01    2.08e-01    1.1e-06
  33600      2.80e-01    4.90e-01      1.24e-03    4.96e-03      1.91e-01    3.34e-01    1.1e-06
  33700      3.73e-01    4.07e-01      3.09e-03    1.44e-02      2.54e-01    2.67e-01    1.1e-06
  33800      4.62e-01    4.73e-01      4.55e-03    4.52e-03      3.14e-01    3.22e-01    1.1e-06
  33900      4.73e-01    4.45e-01      1.39e-03    1.04e-02      3.23e-01    2.99e-01    1.1e-06
  34000      4.22e-01    3.95e-01      7.56e-04    1.73e-02      3.04e-01    2.67e-01    9.3e-07
  34100      4.27e-01    3.75e-01      1.29e-02    4.51e-03      2.98e-01    2.68e-01    9.3e-07
  34200      4.22e-01    3.91e-01      6.51e-03    2.06e-03      3.02e-01    2.81e-01    9.3e-07
  34300      6.22e-01    4.16e-01      4.54e-05    3.33e-03      4.48e-01    2.99e-01    9.3e-07
  34400      4.79e-01    2.11e-01      2.93e-03    4.98e-03      3.44e-01    1.49e-01    9.3e-07
  34500      3.55e-01    3.90e-01      8.39e-04    1.26e-03      2.56e-01    2.80e-01    9.3e-07
  34600      4.38e-01    3.34e-01      1.18e-03    4.71e-03      3.15e-01    2.38e-01    9.3e-07
  34700      3.23e-01    4.07e-01      4.39e-03    1.25e-03      2.31e-01    2.93e-01    9.3e-07
  34800      3.87e-01    3.92e-01      6.23e-03    5.97e-03      2.76e-01    2.80e-01    9.3e-07
  34900      4.43e-01    3.76e-01      4.50e-03    5.97e-03      3.18e-01    2.68e-01    9.3e-07
  35000      3.01e-01    3.63e-01      1.02e-02    7.40e-04      2.19e-01    2.73e-01    7.6e-07
  35100      2.67e-01    3.67e-01      6.69e-03    3.52e-04      1.98e-01    2.77e-01    7.6e-07
  35200      3.46e-01    4.63e-01      2.61e-03    1.23e-02      2.60e-01    3.42e-01    7.6e-07
  35300      3.06e-01    3.85e-01      2.36e-03    1.17e-02      2.30e-01    2.82e-01    7.6e-07
  35400      6.19e-01    3.90e-01      3.84e-03    1.54e-03      4.66e-01    2.94e-01    7.6e-07
  35500      3.72e-01    2.23e-01      4.27e-03    2.46e-03      2.80e-01    1.68e-01    7.6e-07
  35600      4.46e-01    2.74e-01      1.33e-02    9.30e-03      3.27e-01    1.99e-01    7.6e-07
  35700      3.20e-01    2.44e-01      8.93e-03    5.88e-03      2.36e-01    1.80e-01    7.6e-07
  35800      3.99e-01    3.24e-01      1.48e-02    4.77e-03      2.88e-01    2.43e-01    7.6e-07
  35900      2.36e-01    3.59e-01      4.03e-03    1.97e-03      1.76e-01    2.70e-01    7.6e-07
  36000      2.95e-01    4.22e-01      7.41e-03    5.13e-04      2.28e-01    3.31e-01    6.2e-07
  36100      4.55e-01    3.57e-01      9.46e-03    8.88e-04      3.53e-01    2.81e-01    6.2e-07
  36200      3.00e-01    3.72e-01      7.27e-03    9.37e-03      2.31e-01    2.87e-01    6.2e-07
  36300      3.01e-01    4.21e-01      1.26e-03    2.57e-03      2.37e-01    3.31e-01    6.2e-07
  36400      4.11e-01    2.41e-01      2.51e-03    2.89e-03      3.23e-01    1.89e-01    6.2e-07
  36500      4.07e-01    3.92e-01      2.33e-03    2.90e-03      3.20e-01    3.07e-01    6.2e-07
  36600      3.12e-01    2.62e-01      1.21e-03    5.52e-03      2.45e-01    2.03e-01    6.2e-07
  36700      3.80e-01    3.59e-01      5.47e-03    4.14e-03      2.96e-01    2.81e-01    6.2e-07
  36800      4.27e-01    3.05e-01      5.35e-03    1.70e-03      3.34e-01    2.39e-01    6.2e-07
  36900      2.71e-01    2.84e-01      4.65e-03    2.53e-03      2.11e-01    2.22e-01    6.2e-07
  37000      3.40e-01    3.88e-01      9.04e-03    1.42e-03      2.71e-01    3.16e-01    5.1e-07
  37100      4.39e-01    2.14e-01      2.59e-02    3.12e-03      3.19e-01    1.73e-01    5.1e-07
  37200      2.97e-01    3.43e-01      6.95e-03    3.42e-03      2.38e-01    2.78e-01    5.1e-07
  37300      3.36e-01    3.59e-01      6.54e-03    3.89e-03      2.71e-01    2.91e-01    5.1e-07
  37400      3.66e-01    3.48e-01      9.76e-04    1.33e-03      2.98e-01    2.84e-01    5.1e-07
  37500      1.83e-01    3.43e-01      1.80e-03    2.20e-03      1.49e-01    2.79e-01    5.1e-07
  37600      3.20e-01    3.01e-01      1.57e-04    4.77e-03      2.61e-01    2.44e-01    5.1e-07
  37700      3.65e-01    3.77e-01      7.59e-03    3.14e-03      2.94e-01    3.06e-01    5.1e-07
  37800      3.82e-01    3.79e-01      6.76e-03    8.09e-03      3.08e-01    3.05e-01    5.1e-07
  37900      3.52e-01    3.64e-01      7.47e-03    1.84e-03      2.83e-01    2.96e-01    5.1e-07
  38000      3.16e-01    3.63e-01      7.65e-03    2.17e-04      2.61e-01    3.06e-01    4.1e-07
  38100      3.63e-01    3.65e-01      7.92e-04    1.12e-02      3.06e-01    2.99e-01    4.1e-07
  38200      3.74e-01    3.55e-01      8.18e-03    8.08e-03      3.10e-01    2.94e-01    4.1e-07
  38300      3.18e-01    3.65e-01      1.60e-03    3.28e-03      2.68e-01    3.06e-01    4.1e-07
  38400      3.77e-01    2.16e-01      3.64e-03    2.60e-03      3.17e-01    1.81e-01    4.1e-07
  38500      3.07e-01    3.64e-01      3.86e-03    9.35e-03      2.57e-01    3.00e-01    4.1e-07
  38600      2.84e-01    2.51e-01      3.58e-03    1.06e-02      2.38e-01    2.00e-01    4.1e-07
  38700      4.03e-01    3.35e-01      7.51e-03    3.49e-03      3.36e-01    2.81e-01    4.1e-07
  38800      3.74e-01    3.10e-01      1.85e-02    3.08e-03      2.91e-01    2.60e-01    4.1e-07
  38900      3.73e-01    4.05e-01      6.84e-04    7.52e-03      3.14e-01    3.37e-01    4.1e-07
  39000      1.59e-01    3.26e-01      6.15e-05    1.92e-03      1.37e-01    2.82e-01    3.4e-07
  39100      3.35e-01    3.09e-01      2.70e-03    3.84e-03      2.90e-01    2.66e-01    3.4e-07
  39200      3.44e-01    3.61e-01      1.72e-03    3.85e-03      2.98e-01    3.12e-01    3.4e-07
  39300      3.26e-01    3.13e-01      2.69e-03    5.42e-04      2.82e-01    2.71e-01    3.4e-07
  39400      3.67e-01    3.33e-01      4.63e-04    5.14e-03      3.17e-01    2.86e-01    3.4e-07
  39500      5.20e-01    3.04e-01      4.51e-03    3.11e-03      4.49e-01    2.62e-01    3.4e-07
  39600      3.17e-01    3.18e-01      2.10e-03    3.56e-04      2.74e-01    2.75e-01    3.4e-07
  39700      2.44e-01    3.05e-01      9.72e-03    1.53e-03      2.01e-01    2.63e-01    3.4e-07
  39800      4.24e-01    3.19e-01      1.72e-03    7.24e-04      3.67e-01    2.76e-01    3.4e-07
  39900      3.56e-01    3.54e-01      1.80e-03    5.25e-04      3.08e-01    3.07e-01    3.4e-07
  40000      4.10e-01    3.22e-01      2.42e-02    1.26e-03      3.23e-01    2.85e-01    2.7e-07
  40100      3.84e-01    2.91e-01      8.44e-04    3.03e-03      3.40e-01    2.57e-01    2.7e-07
  40200      3.17e-01    2.32e-01      1.12e-03    4.27e-03      2.81e-01    2.04e-01    2.7e-07
  40300      3.78e-01    3.51e-01      4.87e-03    8.81e-03      3.34e-01    3.05e-01    2.7e-07
  40400      2.98e-01    2.89e-01      4.31e-03    9.14e-03      2.63e-01    2.48e-01    2.7e-07
  40500      3.03e-01    2.77e-01      3.01e-03    1.10e-02      2.68e-01    2.34e-01    2.7e-07
  40600      2.03e-01    2.44e-01      9.86e-04    1.86e-03      1.79e-01    2.16e-01    2.7e-07
  40700      2.31e-01    3.30e-01      7.64e-03    3.75e-03      1.98e-01    2.91e-01    2.7e-07
  40800      3.44e-01    2.58e-01      7.02e-03    4.08e-03      3.01e-01    2.27e-01    2.7e-07
  40900      2.70e-01    2.91e-01      3.41e-03    2.35e-03      2.38e-01    2.57e-01    2.7e-07
  41000      3.04e-01    3.59e-01      1.72e-03    8.48e-03      2.74e-01    3.19e-01    2.2e-07
  41100      3.94e-01    2.28e-01      7.67e-03    2.78e-03      3.52e-01    2.05e-01    2.2e-07
  41200      3.81e-01    3.09e-01      1.41e-03    3.27e-03      3.44e-01    2.79e-01    2.2e-07
  41300      3.37e-01    2.72e-01      2.07e-03    7.17e-03      3.04e-01    2.41e-01    2.2e-07
  41400      2.86e-01    3.02e-01      4.28e-03    3.09e-03      2.57e-01    2.72e-01    2.2e-07
  41500      4.70e-01    3.58e-01      1.39e-03    5.22e-03      4.25e-01    3.22e-01    2.2e-07
  41600      3.78e-01    3.68e-01      1.44e-02    6.00e-03      3.27e-01    3.30e-01    2.2e-07
  41700      3.31e-01    3.32e-01      3.05e-03    1.08e-02      2.99e-01    2.91e-01    2.2e-07
  41800      3.10e-01    3.56e-01      9.91e-03    9.54e-04      2.72e-01    3.22e-01    2.2e-07
  41900      3.05e-01    2.44e-01      7.75e-03    4.16e-03      2.71e-01    2.18e-01    2.2e-07
  42000      2.77e-01    2.69e-01      1.24e-03    5.95e-03      2.54e-01    2.44e-01    1.8e-07
  42100      4.08e-01    3.60e-01      1.06e-02    4.55e-03      3.68e-01    3.30e-01    1.8e-07
  42200      2.91e-01    2.49e-01      8.39e-03    9.42e-03      2.61e-01    2.19e-01    1.8e-07
  42300      3.29e-01    2.72e-01      8.60e-03    4.68e-03      2.96e-01    2.48e-01    1.8e-07
  42400      3.01e-01    3.08e-01      4.82e-04    2.74e-04      2.77e-01    2.84e-01    1.8e-07
  42500      3.29e-01    3.09e-01      6.39e-03    1.23e-03      2.99e-01    2.84e-01    1.8e-07
  42600      2.29e-01    3.53e-01      9.02e-03    4.47e-03      2.01e-01    3.23e-01    1.8e-07
  42700      3.37e-01    2.65e-01      1.18e-02    8.63e-03      2.98e-01    2.36e-01    1.8e-07
  42800      2.08e-01    3.41e-01      2.52e-04    7.03e-03      1.91e-01    3.10e-01    1.8e-07
  42900      3.22e-01    3.16e-01      1.37e-03    8.56e-03      2.96e-01    2.85e-01    1.8e-07
  43000      3.37e-01    2.14e-01      7.26e-05    5.85e-03      3.14e-01    1.96e-01    1.5e-07
  43100      3.27e-01    2.01e-01      1.32e-03    2.12e-03      3.06e-01    1.87e-01    1.5e-07
  43200      2.79e-01    2.68e-01      1.35e-03    1.95e-03      2.60e-01    2.50e-01    1.5e-07
  43300      1.38e-01    3.30e-01      2.26e-03    9.70e-03      1.27e-01    3.00e-01    1.5e-07
  43400      1.41e-01    2.98e-01      5.92e-04    3.28e-03      1.32e-01    2.77e-01    1.5e-07
  43500      3.30e-01    2.93e-01      7.50e-04    3.49e-03      3.08e-01    2.72e-01    1.5e-07
  43600      3.39e-01    2.69e-01      1.80e-04    1.81e-03      3.16e-01    2.51e-01    1.5e-07
  43700      2.74e-01    2.62e-01      1.04e-03    1.23e-02      2.56e-01    2.28e-01    1.5e-07
  43800      4.83e-01    2.15e-01      5.66e-03    6.35e-03      4.49e-01    1.96e-01    1.5e-07
  43900      3.01e-01    3.45e-01      4.76e-03    1.26e-03      2.79e-01    3.22e-01    1.5e-07
  44000      3.36e-01    2.70e-01      1.35e-03    3.04e-04      3.17e-01    2.55e-01    1.2e-07
  44100      3.78e-01    2.99e-01      3.35e-04    1.65e-03      3.57e-01    2.82e-01    1.2e-07
  44200      2.97e-01    2.62e-01      6.85e-03    4.28e-03      2.76e-01    2.45e-01    1.2e-07
  44300      2.64e-01    3.28e-01      1.91e-03    6.10e-03      2.49e-01    3.07e-01    1.2e-07
  44400      3.39e-01    3.26e-01      1.81e-02    1.02e-02      2.91e-01    2.99e-01    1.2e-07
  44500      3.16e-01    3.64e-01      3.41e-03    1.01e-02      2.98e-01    3.36e-01    1.2e-07
  44600      2.42e-01    1.42e-01      9.14e-03    1.10e-04      2.19e-01    1.34e-01    1.2e-07
  44700      3.38e-01    2.01e-01      5.11e-03    3.21e-03      3.17e-01    1.89e-01    1.2e-07
  44800      2.57e-01    2.91e-01      5.97e-03    4.96e-03      2.38e-01    2.73e-01    1.2e-07
  44900      2.70e-01    2.85e-01      6.68e-04    1.66e-03      2.55e-01    2.69e-01    1.2e-07
  45000      3.39e-01    3.27e-01      2.66e-03    3.49e-03      3.23e-01    3.11e-01    9.8e-08
  45100      2.87e-01    3.51e-01      5.88e-03    7.65e-03      2.71e-01    3.31e-01    9.8e-08
  45200      3.30e-01    1.97e-01      7.52e-03    2.33e-03      3.10e-01    1.87e-01    9.8e-08
  45300      3.39e-01    2.19e-01      1.91e-05    3.67e-03      3.23e-01    2.08e-01    9.8e-08
  45400      3.85e-01    2.87e-01      2.47e-02    9.82e-03      3.19e-01    2.64e-01    9.8e-08
  45500      2.46e-01    3.43e-01      5.63e-03    8.95e-03      2.31e-01    3.20e-01    9.8e-08
  45600      2.45e-01    3.47e-01      7.33e-03    5.34e-04      2.28e-01    3.31e-01    9.8e-08
  45700      2.98e-01    2.87e-01      4.43e-03    8.48e-03      2.82e-01    2.67e-01    9.8e-08
  45800      2.58e-01    1.90e-01      2.43e-03    8.50e-04      2.46e-01    1.81e-01    9.8e-08
  45900      3.12e-01    2.88e-01      1.24e-03    7.04e-03      2.98e-01    2.70e-01    9.8e-08
  46000      3.02e-01    2.84e-01      3.87e-03    5.81e-03      2.89e-01    2.70e-01    8.0e-08
  46100      3.01e-01    2.42e-01      7.94e-03    5.95e-03      2.83e-01    2.29e-01    8.0e-08
  46200      3.81e-01    2.90e-01      1.30e-04    1.45e-04      3.67e-01    2.79e-01    8.0e-08
  46300      2.94e-01    2.53e-01      3.01e-03    6.91e-03      2.82e-01    2.38e-01    8.0e-08
  46400      2.91e-01    4.02e-01      6.53e-03    1.99e-03      2.76e-01    3.86e-01    8.0e-08
  46500      2.65e-01    2.58e-01      4.87e-03    7.35e-03      2.52e-01    2.42e-01    8.0e-08
  46600      1.85e-01    2.75e-01      3.75e-03    7.28e-03      1.76e-01    2.59e-01    8.0e-08
  46700      3.27e-01    2.86e-01      2.49e-03    1.21e-03      3.14e-01    2.75e-01    8.0e-08
  46800      2.47e-01    3.01e-01      2.45e-03    2.73e-03      2.37e-01    2.89e-01    8.0e-08
  46900      2.48e-01    3.36e-01      7.64e-03    9.36e-04      2.32e-01    3.23e-01    8.0e-08
  47000      3.43e-01    1.45e-01      6.84e-03    4.01e-03      3.29e-01    1.37e-01    6.5e-08
  47100      2.38e-01    2.84e-01      1.76e-04    8.82e-03      2.31e-01    2.67e-01    6.5e-08
  47200      3.13e-01    3.17e-01      7.79e-05    2.53e-03      3.04e-01    3.07e-01    6.5e-08
  47300      2.48e-01    2.78e-01      3.31e-03    1.58e-03      2.39e-01    2.70e-01    6.5e-08
  47400      2.38e-01    3.05e-01      1.06e-03    9.84e-03      2.30e-01    2.86e-01    6.5e-08
  47500      4.80e-01    3.63e-01      2.36e-03    7.27e-03      4.65e-01    3.47e-01    6.5e-08
  47600      3.30e-01    2.33e-01      1.09e-03    9.74e-03      3.19e-01    2.13e-01    6.5e-08
  47700      4.61e-01    2.93e-01      7.23e-04    1.04e-03      4.47e-01    2.84e-01    6.5e-08
  47800      2.84e-01    3.64e-01      5.91e-03    8.75e-05      2.72e-01    3.52e-01    6.5e-08
  47900      2.99e-01    2.43e-01      1.46e-03    3.12e-03      2.90e-01    2.35e-01    6.5e-08
  48000      2.96e-01    3.30e-01      7.49e-03    8.29e-03      2.83e-01    3.15e-01    5.3e-08
  48100      2.51e-01    3.57e-01      7.28e-03    1.10e-02      2.39e-01    3.38e-01    5.3e-08
  48200      2.20e-01    3.16e-01      5.17e-03    2.84e-03      2.11e-01    3.07e-01    5.3e-08
  48300      2.89e-01    3.53e-01      5.20e-03    9.86e-03      2.79e-01    3.36e-01    5.3e-08
  48400      3.49e-01    2.48e-01      7.27e-03    8.24e-03      3.36e-01    2.33e-01    5.3e-08
  48500      3.38e-01    2.35e-01      7.73e-03    4.22e-03      3.25e-01    2.27e-01    5.3e-08
  48600      2.46e-01    2.42e-01      6.50e-03    3.30e-03      2.35e-01    2.35e-01    5.3e-08
  48700      3.27e-01    3.14e-01      3.35e-03    8.33e-04      3.17e-01    3.06e-01    5.3e-08
  48800      2.57e-01    2.89e-01      1.96e-04    1.71e-03      2.50e-01    2.81e-01    5.3e-08
  48900      2.68e-01    3.15e-01      1.15e-04    1.59e-03      2.61e-01    3.06e-01    5.3e-08
  49000      3.18e-01    2.84e-01      5.97e-03    1.92e-03      3.08e-01    2.78e-01    4.3e-08
  49100      3.17e-01    2.93e-01      1.52e-02    3.39e-03      2.88e-01    2.86e-01    4.3e-08
  49200      3.12e-01    2.79e-01      8.03e-04    6.73e-03      3.05e-01    2.69e-01    4.3e-08
  49300      2.67e-01    2.43e-01      6.28e-03    5.39e-04      2.57e-01    2.38e-01    4.3e-08
  49400      3.28e-01    2.50e-01      1.71e-03    5.52e-03      3.21e-01    2.41e-01    4.3e-08
  49500      3.22e-01    2.88e-01      9.12e-04    8.66e-03      3.15e-01    2.74e-01    4.3e-08
  49600      3.30e-01    2.99e-01      1.18e-03    8.76e-03      3.23e-01    2.85e-01    4.3e-08
  49700      1.53e-01    2.82e-01      1.81e-03    9.88e-03      1.49e-01    2.66e-01    4.3e-08
  49800      3.05e-01    2.98e-01      7.46e-03    1.56e-02      2.94e-01    2.67e-01    4.3e-08
  49900      1.40e-01    2.56e-01      4.30e-04    4.01e-03      1.38e-01    2.48e-01    4.3e-08
  50000      2.82e-01    3.00e-01      3.45e-04    2.68e-03      2.77e-01    2.94e-01    3.5e-08
