#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  26100      2.26e-01    1.85e-01      4.89e-03    5.03e-03      2.09e-01    1.71e-01    1.4e-07
  26200      1.90e-01    1.86e-01      3.91e-03    3.59e-03      1.77e-01    1.73e-01    1.4e-07
  26300      1.91e-01    2.08e-01      3.44e-04    6.29e-04      1.79e-01    1.95e-01    1.4e-07
  26400      2.85e-01    1.79e-01      7.94e-03    4.67e-04      2.62e-01    1.67e-01    1.4e-07
  26500      2.37e-01    2.06e-01      9.51e-03    1.20e-04      2.14e-01    1.93e-01    1.4e-07
  26600      2.31e-01    1.71e-01      5.92e-03    1.23e-03      2.13e-01    1.60e-01    1.4e-07
  26700      2.76e-01    3.06e-01      3.30e-04    7.81e-03      2.59e-01    2.82e-01    1.4e-07
  26800      1.93e-01    2.37e-01      1.92e-04    5.01e-03      1.81e-01    2.19e-01    1.4e-07
  26900      1.83e-01    1.63e-01      1.30e-03    3.32e-03      1.71e-01    1.51e-01    1.4e-07
  27000      1.97e-01    2.39e-01      8.00e-04    1.70e-03      1.88e-01    2.28e-01    9.8e-08
  27100      2.06e-01    1.52e-01      6.84e-03    1.76e-03      1.91e-01    1.45e-01    9.8e-08
  27200      1.51e-01    2.79e-01      7.00e-04    1.29e-03      1.44e-01    2.66e-01    9.8e-08
  27300      2.29e-01    2.04e-01      9.16e-05    1.03e-03      2.19e-01    1.95e-01    9.8e-08
  27400      2.39e-01    2.12e-01      1.28e-04    2.79e-03      2.29e-01    2.02e-01    9.8e-08
  27500      1.94e-01    2.52e-01      3.10e-03    1.85e-03      1.84e-01    2.41e-01    9.8e-08
  27600      1.96e-01    2.12e-01      3.84e-03    3.22e-05      1.85e-01    2.03e-01    9.8e-08
  27700      1.72e-01    2.63e-01      6.73e-04    5.09e-03      1.64e-01    2.48e-01    9.8e-08
  27800      2.81e-01    1.79e-01      1.17e-03    2.52e-03      2.68e-01    1.70e-01    9.8e-08
  27900      1.90e-01    1.45e-01      5.16e-03    9.35e-04      1.78e-01    1.39e-01    9.8e-08
  28000      2.72e-01    2.19e-01      4.24e-04    3.84e-03      2.63e-01    2.10e-01    7.0e-08
  28100      2.15e-01    1.97e-01      8.11e-03    1.57e-03      2.00e-01    1.91e-01    7.0e-08
  28200      2.14e-01    1.58e-01      7.97e-03    2.23e-03      1.99e-01    1.52e-01    7.0e-08
  28300      2.03e-01    1.50e-01      2.34e-03    4.41e-03      1.95e-01    1.42e-01    7.0e-08
  28400      1.41e-01    2.75e-01      4.99e-04    1.03e-03      1.37e-01    2.66e-01    7.0e-08
  28500      1.81e-01    1.65e-01      6.30e-03    5.95e-04      1.70e-01    1.60e-01    7.0e-08
  28600      1.96e-01    1.85e-01      1.72e-04    1.73e-03      1.90e-01    1.78e-01    7.0e-08
  28700      1.68e-01    1.79e-01      1.27e-03    1.33e-03      1.62e-01    1.73e-01    7.0e-08
  28800      1.96e-01    2.39e-01      4.67e-03    2.18e-03      1.87e-01    2.31e-01    7.0e-08
  28900      2.16e-01    6.90e-02      2.34e-03    1.01e-03      2.08e-01    6.64e-02    7.0e-08
  29000      1.77e-01    1.92e-01      1.78e-03    1.18e-03      1.73e-01    1.87e-01    4.9e-08
  29100      2.18e-01    1.96e-01      4.00e-04    5.24e-03      2.13e-01    1.88e-01    4.9e-08
  29200      2.06e-01    1.95e-01      6.43e-04    2.05e-04      2.01e-01    1.90e-01    4.9e-08
  29300      2.46e-01    2.15e-01      3.26e-03    6.35e-03      2.39e-01    2.06e-01    4.9e-08
  29400      2.04e-01    2.66e-01      3.19e-03    9.65e-04      1.98e-01    2.60e-01    4.9e-08
  29500      2.14e-01    1.56e-01      4.03e-03    7.75e-04      2.07e-01    1.53e-01    4.9e-08
  29600      2.38e-01    1.90e-01      8.03e-03    4.50e-03      2.26e-01    1.83e-01    4.9e-08
  29700      2.02e-01    1.69e-01      2.59e-03    4.20e-04      1.96e-01    1.65e-01    4.9e-08
  29800      2.66e-01    2.04e-01      5.52e-03    4.11e-03      2.57e-01    1.98e-01    4.9e-08
  29900      1.84e-01    2.42e-01      6.88e-03    8.34e-03      1.74e-01    2.29e-01    4.9e-08
  30000      1.67e-01    1.88e-01      2.71e-03    1.45e-03      1.63e-01    1.84e-01    3.5e-08
