#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   6900      2.17e+00    1.96e+00      1.74e-02    2.07e-02      1.91e-01    1.72e-01    1.3e-04
   7000      1.98e+00    2.26e+00      1.84e-03    4.77e-03      2.07e-01    2.36e-01    9.1e-05
   7100      1.99e+00    2.07e+00      1.56e-03    2.90e-03      2.08e-01    2.16e-01    9.1e-05
   7200      1.77e+00    1.94e+00      1.13e-03    1.70e-03      1.85e-01    2.02e-01    9.1e-05
   7300      1.91e+00    1.35e+00      6.54e-03    2.87e-03      1.98e-01    1.41e-01    9.1e-05
   7400      1.54e+00    1.75e+00      4.05e-03    7.20e-03      1.61e-01    1.82e-01    9.1e-05
   7500      2.01e+00    2.04e+00      5.10e-04    7.00e-03      2.09e-01    2.13e-01    9.1e-05
   7600      2.93e+00    1.36e+00      4.01e-03    1.94e-03      3.05e-01    1.41e-01    9.1e-05
   7700      1.80e+00    2.68e+00      4.23e-03    9.32e-03      1.88e-01    2.79e-01    9.1e-05
   7800      2.35e+00    1.63e+00      3.23e-03    7.62e-03      2.44e-01    1.70e-01    9.1e-05
   7900      2.42e+00    2.09e+00      1.28e-02    7.58e-03      2.52e-01    2.18e-01    9.1e-05
   8000      2.31e+00    1.66e+00      4.33e-03    6.43e-03      2.85e-01    2.04e-01    6.5e-05
   8100      1.69e+00    1.42e+00      1.51e-02    1.20e-02      2.08e-01    1.75e-01    6.5e-05
   8200      1.55e+00    1.87e+00      3.66e-03    2.75e-04      1.91e-01    2.30e-01    6.5e-05
   8300      1.84e+00    1.55e+00      3.05e-03    6.10e-03      2.27e-01    1.90e-01    6.5e-05
   8400      1.34e+00    1.51e+00      1.81e-03    2.33e-03      1.65e-01    1.86e-01    6.5e-05
   8500      1.13e+00    1.31e+00      6.80e-03    5.14e-03      1.39e-01    1.61e-01    6.5e-05
   8600      1.77e+00    1.48e+00      4.58e-03    4.04e-03      2.18e-01    1.82e-01    6.5e-05
   8700      1.35e+00    1.38e+00      3.71e-03    8.32e-04      1.67e-01    1.70e-01    6.5e-05
   8800      1.59e+00    1.33e+00      4.31e-04    7.22e-03      1.96e-01    1.63e-01    6.5e-05
   8900      1.75e+00    1.27e+00      7.11e-03    4.09e-04      2.15e-01    1.57e-01    6.5e-05
   9000      1.26e+00    1.52e+00      9.09e-03    9.56e-03      1.84e-01    2.22e-01    4.6e-05
   9100      1.37e+00    9.78e-01      1.30e-02    7.16e-03      2.00e-01    1.42e-01    4.6e-05
   9200      1.60e+00    1.56e+00      5.49e-03    1.44e-03      2.34e-01    2.27e-01    4.6e-05
   9300      1.34e+00    1.45e+00      5.72e-04    5.08e-03      1.96e-01    2.12e-01    4.6e-05
   9400      1.52e+00    1.30e+00      1.02e-02    7.30e-03      2.21e-01    1.89e-01    4.6e-05
   9500      1.18e+00    1.10e+00      6.53e-03    5.10e-03      1.72e-01    1.61e-01    4.6e-05
   9600      1.47e+00    1.31e+00      9.05e-03    3.14e-03      2.15e-01    1.91e-01    4.6e-05
   9700      1.44e+00    1.60e+00      2.00e-03    7.86e-03      2.10e-01    2.33e-01    4.6e-05
   9800      1.91e+00    1.02e+00      6.40e-03    1.01e-02      2.78e-01    1.49e-01    4.6e-05
   9900      1.56e+00    1.44e+00      2.73e-03    3.27e-03      2.28e-01    2.09e-01    4.6e-05
  10000      1.28e+00    1.10e+00      6.31e-03    4.63e-03      2.19e-01    1.90e-01    3.3e-05
  10100      1.09e+00    8.62e-01      4.23e-03    9.72e-04      1.88e-01    1.49e-01    3.3e-05
  10200      1.18e+00    1.51e+00      9.25e-03    2.35e-03      2.03e-01    2.61e-01    3.3e-05
  10300      1.81e+00    1.03e+00      6.37e-03    3.02e-03      3.12e-01    1.78e-01    3.3e-05
  10400      8.48e-01    1.29e+00      3.05e-03    1.04e-02      1.46e-01    2.22e-01    3.3e-05
  10500      1.07e+00    1.14e+00      4.22e-03    5.51e-03      1.85e-01    1.96e-01    3.3e-05
  10600      1.22e+00    1.11e+00      8.80e-03    8.91e-03      2.09e-01    1.91e-01    3.3e-05
  10700      1.29e+00    8.15e-01      8.33e-03    4.49e-04      2.23e-01    1.40e-01    3.3e-05
  10800      1.10e+00    1.37e+00      2.39e-03    2.00e-03      1.90e-01    2.37e-01    3.3e-05
  10900      1.05e+00    1.00e+00      1.03e-02    3.77e-03      1.80e-01    1.72e-01    3.3e-05
  11000      1.15e+00    1.39e+00      1.96e-03    4.38e-03      2.34e-01    2.83e-01    2.3e-05
  11100      1.10e+00    8.21e-01      1.08e-03    7.04e-03      2.23e-01    1.66e-01    2.3e-05
  11200      1.06e+00    1.02e+00      5.99e-04    9.14e-04      2.14e-01    2.07e-01    2.3e-05
  11300      1.01e+00    9.76e-01      5.03e-03    1.18e-02      2.05e-01    1.98e-01    2.3e-05
  11400      8.56e-01    9.11e-01      2.01e-03    9.36e-03      1.74e-01    1.85e-01    2.3e-05
  11500      1.08e+00    1.09e+00      3.02e-03    6.67e-03      2.20e-01    2.21e-01    2.3e-05
  11600      1.40e+00    9.71e-01      1.97e-04    3.98e-03      2.84e-01    1.97e-01    2.3e-05
  11700      1.14e+00    7.05e-01      3.86e-03    2.03e-04      2.32e-01    1.43e-01    2.3e-05
  11800      9.50e-01    9.88e-01      3.91e-03    5.33e-03      1.93e-01    2.01e-01    2.3e-05
  11900      1.08e+00    9.31e-01      3.65e-03    6.63e-03      2.19e-01    1.89e-01    2.3e-05
  12000      9.10e-01    8.29e-01      3.45e-03    2.56e-03      2.17e-01    1.98e-01    1.7e-05
  12100      1.20e+00    7.04e-01      1.87e-03    1.75e-03      2.87e-01    1.68e-01    1.7e-05
  12200      7.70e-01    7.44e-01      6.73e-03    1.23e-03      1.84e-01    1.78e-01    1.7e-05
  12300      7.80e-01    9.16e-01      1.38e-03    6.23e-04      1.86e-01    2.19e-01    1.7e-05
  12400      9.34e-01    9.71e-01      4.07e-03    1.10e-03      2.23e-01    2.32e-01    1.7e-05
  12500      6.38e-01    8.05e-01      6.79e-04    3.28e-03      1.53e-01    1.92e-01    1.7e-05
  12600      7.18e-01    6.99e-01      1.12e-03    4.05e-03      1.72e-01    1.67e-01    1.7e-05
  12700      9.73e-01    7.81e-01      7.67e-03    9.90e-04      2.32e-01    1.87e-01    1.7e-05
  12800      8.47e-01    7.68e-01      8.20e-03    4.35e-03      2.02e-01    1.84e-01    1.7e-05
  12900      9.99e-01    7.27e-01      9.11e-04    2.33e-03      2.39e-01    1.74e-01    1.7e-05
  13000      6.55e-01    7.18e-01      8.67e-04    9.30e-03      1.83e-01    2.00e-01    1.2e-05
  13100      9.56e-01    7.98e-01      2.56e-03    2.72e-03      2.68e-01    2.24e-01    1.2e-05
  13200      6.87e-01    6.15e-01      5.77e-03    1.22e-04      1.92e-01    1.73e-01    1.2e-05
  13300      9.82e-01    5.95e-01      5.96e-03    1.33e-03      2.75e-01    1.67e-01    1.2e-05
  13400      7.85e-01    5.36e-01      2.82e-03    5.23e-03      2.20e-01    1.50e-01    1.2e-05
  13500      5.58e-01    5.91e-01      3.37e-03    3.00e-04      1.56e-01    1.66e-01    1.2e-05
  13600      8.03e-01    7.58e-01      3.38e-03    1.44e-03      2.25e-01    2.12e-01    1.2e-05
  13700      7.16e-01    5.79e-01      7.36e-03    5.07e-03      2.00e-01    1.62e-01    1.2e-05
  13800      5.78e-01    7.55e-01      2.14e-03    1.60e-03      1.62e-01    2.12e-01    1.2e-05
  13900      7.98e-01    6.16e-01      2.46e-03    6.79e-04      2.24e-01    1.73e-01    1.2e-05
  14000      5.68e-01    5.30e-01      2.54e-03    3.63e-03      1.86e-01    1.73e-01    8.3e-06
  14100      6.41e-01    5.81e-01      5.06e-03    6.91e-03      2.09e-01    1.90e-01    8.3e-06
  14200      6.14e-01    5.07e-01      8.61e-03    9.78e-04      2.00e-01    1.66e-01    8.3e-06
  14300      6.96e-01    5.85e-01      1.06e-03    8.18e-04      2.28e-01    1.91e-01    8.3e-06
  14400      5.14e-01    6.82e-01      6.70e-03    5.44e-03      1.68e-01    2.23e-01    8.3e-06
  14500      5.90e-01    7.01e-01      3.07e-03    1.57e-03      1.93e-01    2.30e-01    8.3e-06
  14600      6.40e-01    6.03e-01      6.79e-03    9.54e-04      2.09e-01    1.97e-01    8.3e-06
  14700      7.16e-01    6.58e-01      4.29e-04    5.36e-03      2.34e-01    2.15e-01    8.3e-06
  14800      4.67e-01    4.92e-01      1.20e-03    5.08e-03      1.53e-01    1.61e-01    8.3e-06
  14900      5.59e-01    6.24e-01      7.34e-03    5.95e-03      1.82e-01    2.04e-01    8.3e-06
  15000      5.50e-01    5.04e-01      6.94e-03    7.86e-03      2.08e-01    1.91e-01    5.9e-06
  15100      5.35e-01    4.39e-01      3.32e-03    6.94e-03      2.03e-01    1.66e-01    5.9e-06
  15200      3.78e-01    5.72e-01      1.65e-03    8.90e-04      1.44e-01    2.18e-01    5.9e-06
  15300      7.24e-01    5.60e-01      8.78e-03    3.34e-03      2.74e-01    2.13e-01    5.9e-06
  15400      5.99e-01    5.47e-01      6.17e-03    4.58e-03      2.27e-01    2.07e-01    5.9e-06
  15500      5.46e-01    3.68e-01      1.42e-03    4.23e-03      2.08e-01    1.39e-01    5.9e-06
  15600      6.56e-01    6.06e-01      6.62e-04    8.46e-03      2.49e-01    2.29e-01    5.9e-06
  15700      4.33e-01    4.65e-01      1.65e-03    1.71e-03      1.65e-01    1.77e-01    5.9e-06
  15800      4.87e-01    5.00e-01      4.54e-03    5.51e-03      1.85e-01    1.90e-01    5.9e-06
  15900      4.63e-01    5.74e-01      2.65e-03    2.08e-04      1.76e-01    2.18e-01    5.9e-06
  16000      3.99e-01    4.30e-01      5.33e-03    2.70e-04      1.74e-01    1.88e-01    4.2e-06
  16100      4.40e-01    3.66e-01      1.66e-04    1.30e-03      1.93e-01    1.60e-01    4.2e-06
  16200      4.35e-01    3.92e-01      2.11e-04    4.31e-03      1.91e-01    1.71e-01    4.2e-06
  16300      4.93e-01    4.24e-01      6.10e-04    3.09e-03      2.16e-01    1.86e-01    4.2e-06
  16400      4.66e-01    4.78e-01      6.76e-03    8.03e-03      2.03e-01    2.08e-01    4.2e-06
  16500      5.39e-01    3.40e-01      2.41e-03    4.45e-03      2.36e-01    1.49e-01    4.2e-06
  16600      4.14e-01    4.10e-01      1.48e-03    1.12e-03      1.82e-01    1.79e-01    4.2e-06
  16700      4.43e-01    5.36e-01      4.33e-03    5.65e-03      1.94e-01    2.34e-01    4.2e-06
  16800      4.10e-01    4.50e-01      4.10e-04    7.32e-03      1.80e-01    1.96e-01    4.2e-06
  16900      4.25e-01    3.96e-01      2.07e-05    4.83e-03      1.87e-01    1.73e-01    4.2e-06
  17000      5.18e-01    4.63e-01      1.90e-03    4.47e-03      2.59e-01    2.31e-01    3.0e-06
  17100      4.28e-01    3.76e-01      1.13e-03    3.00e-03      2.15e-01    1.88e-01    3.0e-06
  17200      4.43e-01    3.67e-01      5.57e-03    1.41e-03      2.21e-01    1.84e-01    3.0e-06
  17300      4.96e-01    2.64e-01      6.30e-03    2.06e-03      2.48e-01    1.32e-01    3.0e-06
  17400      4.06e-01    3.00e-01      5.15e-03    4.86e-03      2.02e-01    1.49e-01    3.0e-06
  17500      3.25e-01    3.35e-01      1.97e-03    1.82e-03      1.63e-01    1.68e-01    3.0e-06
  17600      3.58e-01    3.41e-01      1.04e-03    3.43e-03      1.79e-01    1.70e-01    3.0e-06
  17700      4.31e-01    3.78e-01      6.73e-03    3.28e-03      2.15e-01    1.89e-01    3.0e-06
  17800      2.74e-01    3.84e-01      1.07e-03    9.33e-03      1.37e-01    1.90e-01    3.0e-06
  17900      4.40e-01    4.04e-01      2.47e-03    3.47e-03      2.20e-01    2.02e-01    3.0e-06
  18000      4.55e-01    2.69e-01      3.03e-03    3.85e-03      2.57e-01    1.51e-01    2.1e-06
  18100      3.02e-01    3.27e-01      4.96e-03    6.77e-04      1.70e-01    1.85e-01    2.1e-06
  18200      4.66e-01    3.56e-01      5.34e-03    4.97e-03      2.63e-01    2.01e-01    2.1e-06
  18300      3.82e-01    3.26e-01      8.38e-03    6.89e-03      2.14e-01    1.82e-01    2.1e-06
  18400      3.42e-01    3.04e-01      3.41e-03    3.60e-03      1.93e-01    1.72e-01    2.1e-06
  18500      3.08e-01    3.06e-01      5.93e-03    3.00e-03      1.73e-01    1.73e-01    2.1e-06
  18600      3.47e-01    3.71e-01      4.21e-03    5.67e-04      1.95e-01    2.10e-01    2.1e-06
  18700      4.65e-01    4.03e-01      1.06e-03    3.32e-03      2.63e-01    2.28e-01    2.1e-06
  18800      3.84e-01    3.79e-01      1.03e-02    2.61e-03      2.14e-01    2.14e-01    2.1e-06
  18900      3.56e-01    3.02e-01      1.44e-03    3.27e-04      2.01e-01    1.71e-01    2.1e-06
  19000      3.85e-01    4.12e-01      5.77e-04    1.46e-03      2.43e-01    2.60e-01    1.5e-06
  19100      4.55e-01    3.23e-01      1.80e-03    5.17e-03      2.87e-01    2.03e-01    1.5e-06
  19200      3.12e-01    3.63e-01      4.35e-03    2.18e-03      1.96e-01    2.29e-01    1.5e-06
  19300      3.80e-01    3.28e-01      4.18e-03    2.68e-03      2.39e-01    2.07e-01    1.5e-06
  19400      4.36e-01    2.41e-01      3.86e-03    2.61e-03      2.75e-01    1.52e-01    1.5e-06
  19500      3.02e-01    2.73e-01      2.95e-03    2.71e-03      1.91e-01    1.72e-01    1.5e-06
  19600      2.70e-01    3.25e-01      4.86e-04    7.51e-03      1.70e-01    2.03e-01    1.5e-06
  19700      2.84e-01    2.87e-01      3.74e-04    1.40e-03      1.79e-01    1.81e-01    1.5e-06
  19800      3.57e-01    4.32e-01      4.78e-03    5.86e-03      2.25e-01    2.71e-01    1.5e-06
  19900      3.14e-01    4.19e-01      3.39e-03    6.18e-04      1.97e-01    2.65e-01    1.5e-06
  20000      3.26e-01    3.16e-01      5.57e-03    1.07e-03      2.25e-01    2.20e-01    1.1e-06
  20100      3.57e-01    2.72e-01      4.32e-03    5.30e-04      2.47e-01    1.89e-01    1.1e-06
  20200      3.59e-01    3.03e-01      2.50e-03    7.57e-04      2.49e-01    2.10e-01    1.1e-06
  20300      2.69e-01    3.17e-01      1.57e-03    3.69e-03      1.87e-01    2.20e-01    1.1e-06
  20400      3.24e-01    3.77e-01      4.19e-03    3.37e-03      2.24e-01    2.62e-01    1.1e-06
  20500      4.14e-01    2.99e-01      1.70e-03    7.72e-04      2.87e-01    2.08e-01    1.1e-06
  20600      3.09e-01    2.71e-01      4.75e-03    2.67e-03      2.13e-01    1.88e-01    1.1e-06
  20700      3.96e-01    2.69e-01      4.24e-03    3.54e-04      2.74e-01    1.87e-01    1.1e-06
  20800      3.97e-01    2.78e-01      3.75e-03    3.87e-04      2.75e-01    1.93e-01    1.1e-06
  20900      2.65e-01    2.54e-01      3.63e-03    6.60e-04      1.83e-01    1.76e-01    1.1e-06
  21000      2.53e-01    2.97e-01      2.45e-03    8.11e-04      1.90e-01    2.24e-01    7.6e-07
  21100      2.95e-01    2.02e-01      3.01e-03    5.14e-04      2.22e-01    1.52e-01    7.6e-07
  21200      2.91e-01    2.43e-01      1.99e-04    1.86e-04      2.19e-01    1.83e-01    7.6e-07
  21300      3.23e-01    2.81e-01      2.89e-03    2.47e-03      2.43e-01    2.11e-01    7.6e-07
  21400      2.69e-01    2.73e-01      2.06e-03    5.99e-03      2.02e-01    2.03e-01    7.6e-07
  21500      1.88e-01    2.47e-01      2.53e-03    3.17e-03      1.41e-01    1.85e-01    7.6e-07
  21600      2.38e-01    2.57e-01      1.87e-03    8.44e-03      1.79e-01    1.88e-01    7.6e-07
  21700      2.69e-01    2.07e-01      3.14e-03    2.27e-03      2.02e-01    1.56e-01    7.6e-07
  21800      2.61e-01    2.16e-01      6.71e-03    7.05e-03      1.93e-01    1.59e-01    7.6e-07
  21900      2.84e-01    2.27e-01      2.71e-04    7.21e-03      2.14e-01    1.67e-01    7.6e-07
  22000      2.89e-01    2.74e-01      4.86e-03    4.65e-03      2.31e-01    2.19e-01    5.4e-07
  22100      2.52e-01    2.63e-01      2.70e-03    1.26e-03      2.02e-01    2.12e-01    5.4e-07
  22200      2.28e-01    2.19e-01      4.42e-03    3.18e-03      1.82e-01    1.76e-01    5.4e-07
  22300      2.08e-01    2.38e-01      2.98e-03    5.81e-03      1.67e-01    1.89e-01    5.4e-07
  22400      2.17e-01    3.53e-01      2.66e-03    4.15e-03      1.74e-01    2.83e-01    5.4e-07
  22500      2.93e-01    1.66e-01      7.57e-04    1.20e-03      2.36e-01    1.33e-01    5.4e-07
  22600      2.71e-01    2.61e-01      6.52e-03    2.63e-03      2.15e-01    2.09e-01    5.4e-07
  22700      1.89e-01    1.89e-01      1.79e-04    2.57e-03      1.52e-01    1.51e-01    5.4e-07
  22800      2.53e-01    2.26e-01      2.44e-03    1.83e-03      2.03e-01    1.81e-01    5.4e-07
  22900      2.84e-01    2.66e-01      2.11e-03    2.89e-03      2.29e-01    2.14e-01    5.4e-07
  23000      2.64e-01    1.89e-01      6.67e-03    3.79e-03      2.21e-01    1.59e-01    3.8e-07
  23100      2.62e-01    1.90e-01      7.10e-03    1.59e-03      2.18e-01    1.61e-01    3.8e-07
  23200      2.18e-01    2.23e-01      4.46e-03    1.10e-03      1.83e-01    1.89e-01    3.8e-07
  23300      2.62e-01    2.12e-01      2.26e-03    2.17e-03      2.23e-01    1.79e-01    3.8e-07
  23400      2.25e-01    2.04e-01      3.43e-03    1.94e-05      1.90e-01    1.73e-01    3.8e-07
  23500      1.93e-01    1.67e-01      3.41e-03    3.33e-04      1.63e-01    1.42e-01    3.8e-07
  23600      3.56e-01    2.03e-01      7.10e-03    1.44e-03      3.00e-01    1.72e-01    3.8e-07
  23700      2.43e-01    3.37e-01      1.79e-03    8.05e-03      2.07e-01    2.82e-01    3.8e-07
  23800      2.27e-01    2.44e-01      3.60e-04    6.21e-03      1.93e-01    2.04e-01    3.8e-07
  23900      2.64e-01    2.43e-01      5.47e-03    2.98e-03      2.22e-01    2.05e-01    3.8e-07
  24000      2.26e-01    1.82e-01      1.24e-03    7.07e-04      2.00e-01    1.61e-01    2.7e-07
  24100      2.09e-01    2.68e-01      1.20e-03    9.43e-03      1.85e-01    2.31e-01    2.7e-07
  24200      2.66e-01    2.12e-01      1.93e-03    3.12e-03      2.36e-01    1.87e-01    2.7e-07
  24300      2.24e-01    2.15e-01      6.68e-03    6.24e-03      1.94e-01    1.86e-01    2.7e-07
  24400      2.32e-01    1.99e-01      3.18e-03    1.20e-05      2.05e-01    1.76e-01    2.7e-07
  24500      1.77e-01    1.53e-01      3.72e-03    1.61e-03      1.55e-01    1.35e-01    2.7e-07
  24600      2.10e-01    2.00e-01      1.14e-03    2.59e-03      1.86e-01    1.76e-01    2.7e-07
  24700      2.03e-01    2.15e-01      5.21e-04    4.54e-03      1.80e-01    1.88e-01    2.7e-07
  24800      2.44e-01    1.90e-01      1.36e-03    7.23e-03      2.16e-01    1.62e-01    2.7e-07
  24900      2.48e-01    1.85e-01      4.04e-05    1.38e-04      2.20e-01    1.64e-01    2.7e-07
  25000      3.13e-01    1.91e-01      1.34e-03    1.53e-03      2.86e-01    1.74e-01    1.9e-07
  25100      2.11e-01    2.22e-01      1.02e-03    8.70e-03      1.93e-01    1.96e-01    1.9e-07
  25200      1.87e-01    1.93e-01      2.42e-03    2.09e-03      1.70e-01    1.76e-01    1.9e-07
  25300      2.60e-01    2.29e-01      6.57e-03    4.15e-03      2.34e-01    2.08e-01    1.9e-07
  25400      3.10e-01    3.12e-01      3.16e-03    7.33e-03      2.83e-01    2.82e-01    1.9e-07
  25500      2.49e-01    3.19e-01      7.85e-03    1.07e-03      2.22e-01    2.92e-01    1.9e-07
  25600      2.59e-01    2.22e-01      4.35e-03    1.23e-04      2.36e-01    2.03e-01    1.9e-07
  25700      1.66e-01    2.01e-01      8.57e-04    4.42e-03      1.52e-01    1.81e-01    1.9e-07
  25800      3.02e-01    2.23e-01      5.65e-03    6.66e-03      2.74e-01    2.00e-01    1.9e-07
  25900      2.40e-01    1.87e-01      1.96e-03    2.06e-03      2.19e-01    1.71e-01    1.9e-07
  26000      2.26e-01    1.98e-01      3.56e-03    1.59e-03      2.10e-01    1.85e-01    1.4e-07
